"Nome_UC","Localidade","Municipio","Estado","Freq"
NA,"Vila Industrial Parque Municipal Nagib Najar","Mogi das Cruzes","São Paulo",59
NA,"Estradado Afia Faca","Mogi das Cruzes","São Paulo",49
NA,"A.P.A da Várzea do Rio Tietê","Mogi das Cruzes","São Paulo",42
NA,"distrito cesar de souza","Mogi das Cruzes","São Paulo",36
NA,"ensolarado","Mogi das Cruzes","São Paulo",32
NA,"César de Souza. A.P.A da Várzea do Rio Tietê","Mogi das Cruzes","São Paulo",28
NA,"solo seco","Mogi das Cruzes","São Paulo",27
NA,"Parque Ecológico do Tietê, São Paulo - SP, Brasil","","São Paulo",27
NA,"da Indústria Café S Várzea","Mogi das Cruzes","São Paulo",24
NA,"B. Rio Acima, Estradado Afia Faca, APA da Várzea","Mogi das Cruzes","São Paulo",22
NA,"local ensolarado","Mogi das Cruzes","São Paulo",21
NA,"da Indústria Café S Mata ciliar","Mogi das Cruzes","São Paulo",21
NA,"Várzea do Rio Tietê","Mogi das Cruzes","São Paulo",18
NA,"Distrito César de Souza. APA. Várzea do Rio Tietê","Mogi das Cruzes","São Paulo",18
NA,"Dist. César de Souza. B. Rio Acima. A","Mogi das Cruzes","São Paulo",18
NA,"APA","Mogi das Cruzes","São Paulo",18
NA,"local sombreado","Mogi das Cruzes","São Paulo",17
NA,"Estrada do Afia Faca","Mogi das Cruzes","São Paulo",17
NA,"State of São Paulo","Mogi das Cruzes","São Paulo",16
NA,"C. de Souza, A.P.A Várzea, Estrada do Afia Faca","Mogi das Cruzes","São Paulo",16
NA,"Estrada do Afia Faca Local ensolarado","Mogi das Cruzes","São Paulo",15
NA,"Distrito César de Souza prox. da Indústria Café S Várzea, solo úmido, ensolarado","Mogi das Cruzes","São Paulo",14
NA,"Via Parque","","São Paulo",13
NA,"Parque Ecológico do Tietê - Via Parque, 8055 - Vila Santo Henrique, São Paulo - SP, 03719-000, Brasil","","São Paulo",13
NA,"Distrito César de Souza prox. da Indústria Café S","Mogi das Cruzes","São Paulo",12
NA,"da Indústria Café S","Mogi das Cruzes","São Paulo",12
NA,"Parque Estadual de Vassununga","Santa Rita do Passa Quatro","São Paulo",195
NA,"Gleba de Cerrado Pé de Gigante","Santa Rita do Passa Quatro","São Paulo",28
NA,"Parque Estadual de Vassununga - Gleba de Cerrado Pé de Gigante","Santa Rita do Passa Quatro","São Paulo",27
NA,"Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","São Paulo",18
NA,"Santa Rita do Passa Quatro - SP, 13670-000, Brasil","Santa Rita do Passa Quatro","São Paulo",15
NA,"Gleba de Cerrado Pé-de-Gigante","Santa Rita do Passa Quatro","São Paulo",10
NA,"Parque Estadual de Vassununga - Gleba de Cerrado Pé-de-Gigante","Santa Rita do Passa Quatro","São Paulo",9
NA,"ARIE","Santa Rita do Passa Quatro","São Paulo",8
NA,"Cerrado","Santa Rita do Passa Quatro","São Paulo",5
NA,"Parque Estadual Vassununga","Santa Rita do Passa Quatro","São Paulo",4
NA,"Santa Rita do Passa Quatro","","São Paulo",3
NA,"Área demarcada","Santa Rita do Passa Quatro","São Paulo",3
NA,"Próximo ao Rio Mar Pequeno","Iguape","São Paulo",1
NA,"Avenida Tapari. Próximo ao Rio Mar Pequeno","Iguape","São Paulo",1
NA,"Avenida Tapari","Iguape","São Paulo",1
NA,"ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",18
NA,"Ilha Queimada Grande","Itanhaém","São Paulo",16
NA,"trilha do farol","Itanhaém","São Paulo",3
NA,"Ilha Queimada Grande. trilha do farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",3
NA,"Ilha Queimada Grande. farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",3
NA,"Ilha Queimada Grande. entre a estação meteorológica e a caixa d?água. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",3
NA,"farol","Itanhaém","São Paulo",3
NA,"entre a estação meteorológica e a caixa d?água","Itanhaém","São Paulo",3
NA,"no local de desembarque na ilha","Itanhaém","São Paulo",2
NA,"na trilha principal","Itanhaém","São Paulo",2
NA,"interior da mata","Itanhaém","São Paulo",2
NA,"início da trilha do farol","Itanhaém","São Paulo",2
NA,"Ilha Queimada Grande. entre as pedras, no local de desembarque na ilha. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",2
NA,"Ilha da Queimada Grande, interior da mata. na trilha principal","Itanhaém","São Paulo",2
NA,"Ilha da Queimada Grande, ARIE das Ilhas Queimada Pequena e Queimada Grande, início da trilha do farol","Itanhaém","São Paulo",2
NA,"Ilha da Queimada Grande, 1,32 km da trilha principal","Itanhaém","São Paulo",2
NA,"entre as pedras","Itanhaém","São Paulo",2
NA,"32 km da trilha principal","Itanhaém","São Paulo",2
NA,"Sao Paulo, Itanhaem, Ilha Queimada Grande","São Paulo","São Paulo",1
NA,"próximo ao farol","Itanhaém","São Paulo",1
NA,"Município de Itanhém","Itanhaém","São Paulo",1
NA,"lha da Queimada Grande, Interior de Mata","Itanhaém","São Paulo",1
NA,"lha da Queimada Grande","Itanhaém","São Paulo",1
NA,"Itanhaem","São Paulo","São Paulo",1
NA,"Interior de Mata","Itanhaém","São Paulo",1
NA,"início da descida da trilha do farol","Itanhaém","São Paulo",1
NA,"Ilha Queimada Grande. próximo ao farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",1
NA,"Ilha Queimada Grande. início da descida da trilha do farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",1
NA,"Ilha Queimada Grande. entrada da trilha para a estação meteorológica e na subida do farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",1
NA,"Ilha Queimada Grande. capinzal. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",1
NA,"Ilha Queimada Grande. Bela Vista. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",1
NA,"Ilha Queimada Grande","São Paulo","São Paulo",1
NA,"Ilha de Queimada Grande. 1,32 Km na trilha principal","Itanhaém","São Paulo",1
NA,"Ilha de Queimada Grande","Itanhaém","São Paulo",1
NA,"Ilha da Queimada Pequena","Itanhaém","São Paulo",1
NA,"Ilha da Queimada Grande, Interior de mata","Itanhaém","São Paulo",1
NA,"Ilha da Queimada Grande, Campo aberto","Itanhaém","São Paulo",1
NA,"Ilha da Queimada Grande (Snake Island)","","São Paulo",1
NA,"ilha da queimada grande","","São Paulo",1
NA,"entrada da trilha para a estação meteorológica e na subida do farol","Itanhaém","São Paulo",1
NA,"capinzal","Itanhaém","São Paulo",1
NA,"Campo aberto","Itanhaém","São Paulo",1
NA,"Brasil, São Paulo, Município de Itanhém, Ilha da Queimada Grande","Itanhaém","São Paulo",1
NA,"Bela Vista","Itanhaém","São Paulo",1
NA,"32 Km na trilha principal","Itanhaém","São Paulo",1
NA,"Horto da FEPASA","Pederneiras","São Paulo",2
NA,"Horto da FEPASA / Mondelli","Bauru","São Paulo",1
NA,"fazenda santa genebra","Campinas","São Paulo",717
NA,"reserva municipal de santa genebra","Campinas","São Paulo",390
NA,"Barão Geraldo","Campinas","São Paulo",250
NA,"mata santa genebra","Campinas","São Paulo",178
NA,"mata de santa genebra","Campinas","São Paulo",117
NA,"Barão Geraldo, Fazenda Santa Genebra","Campinas","São Paulo",92
NA,"Barão de Geraldo","Campinas","São Paulo",92
NA,"Barão de Geraldo, Fazenda Santa Genebra","Campinas","São Paulo",88
NA,"Área de Relevante Interesse Ecológico (ARIE) Mata de Santa Genebra","Campinas","São Paulo",65
NA,"Campinas","Campinas","São Paulo",37
NA,"Distrito de Barão Geraldo","Campinas","São Paulo",29
NA,"sao sebastiao","São Sebastião","São Paulo",78
NA,"São Sebastião","Pitangueiras","São Paulo",17
NA,"Pitangueiras","Pitangueiras","São Paulo",17
NA,"São Sebastião","","São Paulo",14
NA,"Pitangueiras, São Sebastião - SP, Brazil","Pitangueiras","São Paulo",11
NA,"praia brava","São Sebastião","São Paulo",5
NA,"Pitangueiras, São Sebastião - SP, Brasil","Pitangueiras","São Paulo",5
NA,"parque estadual serra mar sao sebastiao","","São Paulo",5
NA,"Parque Estadual da Serra do Mar, São Sebastião, SP, BR","","São Paulo",5
NA,"Parque Estadual da Serra do Mar","","São Paulo",5
NA,"São Sebastião, São Paulo, Brazil","São Sebastião","São Paulo",4
NA,"São Sebastião - SP, Brasil","São Sebastião","São Paulo",4
NA,"São Sebastião, SP, BR","São Sebastião","São Paulo",3
NA,"Rua do Porto Grande, São Sebastião, SP, BR","","São Paulo",3
NA,"Rua do Porto Grande","","São Paulo",3
NA,"Praia do Toque-Toque Grande, costão à esquerda","São Sebastião","São Paulo",3
NA,"Praia do Toque-Toque Grande","São Sebastião","São Paulo",3
NA,"costão à esquerda","São Sebastião","São Paulo",3
NA,"11600-000, São Sebastião, SP, BR","","São Paulo",3
NA,"Rodovia Manoel Hypólito do Rego, Km 131,50 S/N - Pitangueiras, São Sebastião - SP, 11600-000, Brasil","","São Paulo",2
NA,"Rodovia Manoel Hypólito do Rego","","São Paulo",2
NA,"Pitangueiras","","São Paulo",2
NA,"Km 131","","São Paulo",2
NA,"50 S/N","","São Paulo",2
NA,"estrada entre a balsa e a praia da ilha comprida","Cananéia","São Paulo",177
NA,"along shore of the bay outlet","Cananéia","São Paulo",52
NA,"south tip of the island of ilha comprida","Cananéia","São Paulo",48
NA,"Ilha Comprida. Estrada entre a balsa e a Praia da Ilha Comprida","Cananéia","São Paulo",46
NA,"arredores","Ilha Comprida","São Paulo",29
NA,"Área de mata de restinga com transição para dunas","Cananéia","São Paulo",25
NA,"4 km SSE of city of Cananéia","Cananéia","São Paulo",22
NA,"Ilha Comprida, Estrada entre a balsa e a Praia da Ilha Comprida","Cananéia","São Paulo",21
NA,"Mun","Cananéia","São Paulo",18
NA,"ilha comprida estrada entre a balsa e a praia da ilha comprida","Cananéia","São Paulo",18
NA,"Cananeia","Cananéia","São Paulo",17
NA,"parque estadual da ilha do cardoso","Cananéia","São Paulo",15
NA,"estrada entre a balsa e a praia da ilha comprida","Ilha Comprida","São Paulo",14
NA,"estrada de acesso a praia","Ilha Comprida","São Paulo",14
NA,"""Barra de Cananéia""","Cananéia","São Paulo",14
NA,"along shore of the bay channel","Cananéia","São Paulo",11
NA,"State of São Paulo","Ilha Comprida","São Paulo",10
NA,"south tip of island of ilha comprida","Cananéia","São Paulo",10
NA,"Estação Ecológica","Itaberá","São Paulo",13
NA,"Angatuba, BR-SP, BR","Angatuba","São Paulo",3
NA,"Angatuba","Angatuba","São Paulo",3
NA,"Estação Ecológica Mogi-Guaçu","Mogi Guaçu","São Paulo",2
NA,"Sítio Palmeiras","Pardinho","São Paulo",1
NA,"5km N of Pardinho, 15km S of Botucatu, Sítio Palmeiras","Pardinho","São Paulo",1
NA,"5km N of Pardinho","Pardinho","São Paulo",1
NA,"15km S of Botucatu","Pardinho","São Paulo",1
NA,"Estação Ecológica","Itaberá","São Paulo",29
NA,"Estação Ecológica","Assis","São Paulo",11
NA,"State of São Paulo","Assis","São Paulo",3
NA,"Reserva de Cerrado do Horto Florestal","Assis","São Paulo",2
NA,"Cerradão","Assis","São Paulo",1
NA,"Estação Ecológica Mogi-Guaçu","Mogi Guaçu","São Paulo",52
NA,"Jardim Botânico do IBB","Botucatu","São Paulo",34
NA,"Rubião Jr","Botucatu","São Paulo",2
NA,"Mata localizada atrás da Unesp, Rubião Jr","Botucatu","São Paulo",2
NA,"Mata localizada atrás da Unesp","Botucatu","São Paulo",2
NA,"sentido Rio Claro (RJ)","Bananal","São Paulo",22
NA,"Estação Ecológica","Bananal","São Paulo",22
NA,"Estrada de terra Sertão do Ariró, sentido Rio Claro (RJ),","Bananal","São Paulo",18
NA,"Estrada Sertão do Ariró","Bananal","São Paulo",8
NA,"Serra da Bocaina","Areias","São Paulo",5
NA,"Estrada de terra Sertão do Ariró, sentido Rio Claro (RJ)","Bananal","São Paulo",4
NA,"State of São Paulo","Bananal","São Paulo",2
NA,"distrito de Tibiriça, área do Instituto Florestal, mata secundária","Bauru","São Paulo",4
NA,"distrito de Tibiriça","Bauru","São Paulo",4
NA,"área do Instituto Florestal","Bauru","São Paulo",4
NA,"Instituto Florestal","Bauru","São Paulo",1
NA,"estacao ecologicainstituto florestal","Bauru","São Paulo",1
NA,"E.Ecol.Instituto Florestal","Bauru","São Paulo",1
NA,"Gália","Gália","São Paulo",3
NA,"State of São Paulo","Gália","São Paulo",2
NA,"Parcela Permanente - Paerque Estadual de Carlos Botelho","Gália","São Paulo",2
NA,"Parcela Permanente","Gália","São Paulo",2
NA,"Paerque Estadual de Carlos Botelho","Gália","São Paulo",2
NA,"Gália - State of São Paulo, 17450-000, Brazil","Gália","São Paulo",2
NA,"Floresta Estacional Semidecidual Montana","Gália","São Paulo",2
NA,"Estação Ecológica de Caeteus. Floresta Estacional Semidecidual Montana","Gália","São Paulo",2
NA,"Estação Ecológica de Caeteus","Gália","São Paulo",2
NA,"Estação Ecológica Caeteus, Coleta realizada na borda do fragmento florestal","Gália","São Paulo",1
NA,"Estação Ecológica Caeteus","Gália","São Paulo",1
NA,"Est Eco dos Caetetus","Gália","São Paulo",1
NA,"Coleta realizada na borda do fragmento florestal","Gália","São Paulo",1
NA,"Estação Ecológica de Chauás","Iguape","São Paulo",16
NA,"Trilha de acesso pelo sítio do Sr","Iguape","São Paulo",9
NA,"João Caçador","Iguape","São Paulo",6
NA,"no km 78 da Rodovia Pariquera-Iguape","Iguape","São Paulo",5
NA,"estacao ecologica de chauas, no km 78 da rodovia pariquera-iguape","Iguape","São Paulo",5
NA,"no trecho com floresta de Restinga mais preservada","Iguape","São Paulo",2
NA,"no km 78 da Rodovia Pariquera","Iguape","São Paulo",2
NA,"Iguape","Iguape","São Paulo",2
NA,"estacao ecologicachauas","Iguape","São Paulo",2
NA,"Estação Ecológica de Chauás, Trilha de acesso pelo sítio do Sr. João Caçador, no km 78 da Rodovia Pariquera - Iguape","Iguape","São Paulo",2
NA,"estacao ecologica de chauas, no km 78 da rodovia pariquera-iguape, no trecho com floresta de restinga mais preservada","Iguape","São Paulo",2
NA,"E.Ecol.Chauás","Iguape","São Paulo",2
NA,"Chauás","Iguape","São Paulo",2
NA,"Restinga mais preservada","Iguape","São Paulo",1
NA,"estacao ecologica de chauas, restinga mais preservada","Iguape","São Paulo",1
NA,"Estação Ecológica de Chauás, Floresta Ombrófila Densa. Restinga mais preservada","Iguape","São Paulo",1
NA,"Próximo à porteira de entrada da Estação Ecológica de Ibitacu. Floresta Estacional Semidecidual","Piracicaba","São Paulo",2
NA,"Próximo à porteira de entrada da Estação Ecológica de Ibitacu","Piracicaba","São Paulo",2
NA,"Floresta Estacional Semidecidual","Piracicaba","São Paulo",2
NA,"reserva ecologica de itabera","Itaberá","São Paulo",31
NA,"Reserva Ecológica de Itaberá","","São Paulo",1
NA,"estacao experimental de itapeva","Itapeva","São Paulo",42
NA,"Engenheiro Maia","Itapeva","São Paulo",38
NA,"Estação Experimental de Itapeva, Engenheiro Maia","Itapeva","São Paulo",20
NA,"cerrado","Itapeva","São Paulo",6
NA,"Estação Ecológica Mogi-Guaçu","Mogi Guaçu","São Paulo",2
NA,"Estação Experimental de Itirapina","Itirapina","São Paulo",16
NA,"Instituto Florestal","Itirapina","São Paulo",15
NA,"Estação Experimental de Itirapina - Instituto Florestal - cerrado","Itirapina","São Paulo",15
NA,"cerrado","Itirapina","São Paulo",15
NA,"Estação Ecológica e Experimental Itirapina","Itirapina","São Paulo",14
NA,"Plot 2 do projeto SECO em São Paulo","Itirapina","São Paulo",13
NA,"Estação Ecológica e Experimental Itirapina. Plot 2 do projeto SECO em São Paulo","Itirapina","São Paulo",13
NA,"estrada municipal guilherme scatena, beira da estrada","São Carlos","São Paulo",6
NA,"Estrada Municipal Guilherme Scatena","São Carlos","São Paulo",6
NA,"Depois da UFSCAR e Horto Municipal","São Carlos","São Paulo",6
NA,"Beira da estrada","São Carlos","São Paulo",6
NA,"Itirapina","Itirapina","São Paulo",5
NA,"&nf","São Carlos","São Paulo",5
NA,". Estrada Municipal Guilherme Scatena.&nf;Depois da UFSCAR e Horto Municipal.&nf; Beira da estrada","São Carlos","São Paulo",5
NA,"Itirapina, BR-SP, BR","Itirapina","São Paulo",4
NA,"Estrada do 29, depois da Fazenda Canchim","São Carlos","São Paulo",3
NA,"Estrada do 29","São Carlos","São Paulo",3
NA,"Estação Ecológica e Experimental de Itirapina","Itirapina","São Paulo",3
NA,"depois da Fazenda Canchim","São Carlos","São Paulo",3
NA,"Jardim dos Eucaliptos","","São Paulo",2
NA,"Itirapina","","São Paulo",2
NA,"Embrapa","São Carlos","São Paulo",2
NA,"Solo arenoso","Itirapina","São Paulo",1
NA,"próximo ao pedágio municipal","Itirapina","São Paulo",1
NA,"Plot 1 do Projeto SECO Itirapina-SP","Itirapina","São Paulo",1
NA,"Fazenda Canchim","São Carlos","São Paulo",1
NA,"Estrada Broa São Carlos, ca de 11 Km da estrada para Itirapina, próximo ao pedágio municipal. Cerrado. Solo arenoso","Itirapina","São Paulo",1
NA,"estrada broa sao carlos, ca de 11 km da estrada para itirapina","Itirapina","São Paulo",1
NA,"Estrada Broa São Carlos","Itirapina","São Paulo",1
NA,"Estação Ecológica e Experimental Itirapina. Plot 1 do Projeto SECO Itirapina-SP","Itirapina","São Paulo",1
NA,"Estação Ecológica e Experimental de Itirapina","Brotas","São Paulo",1
NA,"distante 1100 m da referida ponte","Itirapina","São Paulo",1
NA,"Condominio Eldorado","São Carlos","São Paulo",1
NA,"Caminho entre a estrada de ferro-ponte do Ribeirão do Lobo, distante 1100 m da referida ponte","Itirapina","São Paulo",1
NA,"Caminho entre a estrada de ferro-ponte do Ribeirão do Lobo","Itirapina","São Paulo",1
NA,"ca de 11 Km da estrada para Itirapina","Itirapina","São Paulo",1
NA,"Bairro Santa Felicia. Condominio Eldorado","São Carlos","São Paulo",1
NA,"Bairro Santa Felicia","São Carlos","São Paulo",1
NA,"Luís Antônio","Luís Antônio","São Paulo",17
NA,"Luís Antônio, BR-SP, BR","Luís Antônio","São Paulo",16
NA,"Dossel ca","Luís Antônio","São Paulo",2
NA,"com floresta estacional semidecidua com elementos de cerradão e cerradão adjacente","Luís Antônio","São Paulo",2
NA,"Beira da Lago do Diogo, com floresta estacional semidecidua com elementos de cerradão e cerradão adjacente. Dossel ca. 12 m","Luís Antônio","São Paulo",2
NA,"Beira da Lago do Diogo","Luís Antônio","São Paulo",2
NA,"12 m","Luís Antônio","São Paulo",2
NA,"Luís Antônio - SP, 14210-000, Brasil","Luís Antônio","São Paulo",1
NA,"Borda de cerrado em recomposição","São Carlos","São Paulo",1
NA,"Barra do Ribeira","Iguape","São Paulo",175
NA,"Jureia","","São Paulo",41
NA,"Estação Ecológica de Juréia- Guaraú","Peruíbe","São Paulo",34
NA,"Trilha do Costão","Peruíbe","São Paulo",30
NA,"Iguape","","São Paulo",22
NA,"Iguape","Iguape","São Paulo",19
NA,"Terra de Gigantes","Salto","São Paulo",18
NA,"km 7","Salto","São Paulo",18
NA,"Fazenda Ituaú - Terra de Gigantes, Estrada Velha Salto Capivari, km 7","Salto","São Paulo",18
NA,"Fazenda Ituaú","Salto","São Paulo",18
NA,"Estrada Velha Salto Capivari","Salto","São Paulo",18
NA,"Barra do Ribeira","","São Paulo",18
NA,"estacao ecologica da jureia","Iguape","São Paulo",17
NA,"Guarauzinho","Peruíbe","São Paulo",14
NA,"Itatins","Iguape","São Paulo",12
NA,"Estação Ecológica Juréia","Iguape","São Paulo",12
NA,"Alt","Iguape","São Paulo",10
NA,"Serra de Peruíbe","Peruíbe","São Paulo",9
NA,"Juréia-Itatins","Peruíbe","São Paulo",8
NA,"Serra da Juréia","","São Paulo",5
NA,"Estação Ecológica dos Chauás","Iguape","São Paulo",5
NA,"Est","Iguape","São Paulo",5
NA,"Municipio Teodoro Sampaio, 35 km a oeste em direcao a Rosana","Teodoro Sampaio","São Paulo",1
NA,"Municipio Teodoro Sampaio","Teodoro Sampaio","São Paulo",1
NA,"35 km a oeste em direcao a Rosana","Teodoro Sampaio","São Paulo",1
NA,"Martinho Prado Júnior","","São Paulo",1
NA,"Serra da Bocaina, Km 25 - Estrada para a Fazenda Pinheirinho - Ao lado do rio Manbucaba. Coordenada calculada","São Paulo","São Paulo",3
NA,"Serra da Bocaina","São Paulo","São Paulo",3
NA,"Km 25","São Paulo","São Paulo",3
NA,"Estrada para a Fazenda Pinheirinho","São Paulo","São Paulo",3
NA,"Coordenada calculada","São Paulo","São Paulo",3
NA,"Ao lado do rio Manbucaba","São Paulo","São Paulo",3
NA,"Serra do Bocaima NE von Campos da Cunha","","São Paulo",1
NA,"Serra da Bocaina","São José do Barreiro","São Paulo",1
NA,"Serra da Bacaina, municipio de ão José do Barreiro, Serra da Bocaina. Local úmido em interior da mata","São José do Barreiro","São Paulo",1
NA,"Serra da Bacaina","São José do Barreiro","São Paulo",1
NA,"municipio de ão José do Barreiro","São José do Barreiro","São Paulo",1
NA,"Local úmido em interior da mata","São José do Barreiro","São Paulo",1
NA,"Parque Estadual de Vassununga","Santa Rita do Passa Quatro","São Paulo",3
NA,"Parque Estadual Vassununga","Santa Rita do Passa Quatro","São Paulo",2
NA,"Estação Ecológica Mogi-Guaçu","Mogi Guaçu","São Paulo",1
NA,"Estação Ecológica Grevilea","Paranapanema","São Paulo",1
NA,"Coletado na Estação Ecológica","Paranapanema","São Paulo",1
NA,"Borda de mata","Paranapanema","São Paulo",1
NA,"Alt","Paranapanema","São Paulo",1
NA,": 630 m","Paranapanema","São Paulo",1
NA,"Estação Ecológica Mata Santa Tereza","Ribeirão Preto","São Paulo",46
NA,"Mata Santa Tereza","Ribeirão Preto","São Paulo",12
NA,"mata de santa tereza","Ribeirão Preto","São Paulo",5
NA,"Estrada de terra que corta a reserva ecológica de St","Ribeirão Preto","São Paulo",3
NA,"Trilha anterior à trilha do córrego que divide a Reserva","Ribeirão Preto","São Paulo",2
NA,"Teresa","Ribeirão Preto","São Paulo",2
NA,"Mata Santa Teresa. Estrada de terra que corta a reserva ecológica de St. Teresa","Ribeirão Preto","São Paulo",2
NA,"mata santa teresa, estrada de terra que corta a reserva ecologica de st","Ribeirão Preto","São Paulo",2
NA,"Mata Santa Teresa","Ribeirão Preto","São Paulo",2
NA,"Mata de Santa Tereza (870)","Ribeirão Preto","São Paulo",2
NA,"Mata de Santa Teresa., Trilha anterior à trilha do córrego que divide a Reserva","Ribeirão Preto","São Paulo",2
NA,"mata de santa teresa, trilha anterior a trilha do corrego que divide a reserva","Ribeirão Preto","São Paulo",2
NA,"Mata de Santa Teresa","Ribeirão Preto","São Paulo",2
NA,"Estrada que separa a EERP da APP","Ribeirão Preto","São Paulo",2
NA,"Estrada que leva à captação de água","Ribeirão Preto","São Paulo",2
NA,"Estação Ecológica Mata Santa Teresa","Ribeirão Preto","São Paulo",2
NA,"Estação Ecológica de Ribeirão. Estrada que leva à captação de água","Ribeirão Preto","São Paulo",2
NA,"estacao ecologica de ribeirao, estrada que leva a captacao de agua","Ribeirão Preto","São Paulo",2
NA,"Estação Ecológica de Ribeirão","Ribeirão Preto","São Paulo",2
NA,"Estação Ecológica de Rebeirão. Estrada que separa a EERP da APP","Ribeirão Preto","São Paulo",2
NA,"estacao ecologica de rebeirao, estrada que separa a eerp da app","Ribeirão Preto","São Paulo",2
NA,"Estação Ecológica de Rebeirão","Ribeirão Preto","São Paulo",2
NA,"Teresa próximo a borda da mata","Ribeirão Preto","São Paulo",1
NA,"Mata Santa Tereza. Estrada de terra que corta a reserva ecológica de St. Teresa próximo a borda da mata","Ribeirão Preto","São Paulo",1
NA,"mata santa tereza, estrada de terra que corta a reserva ecologica de st","Ribeirão Preto","São Paulo",1
NA,"Beira de estrada. Mata Santa Tereza","Ribeirão Preto","São Paulo",1
NA,"Beira de estrada","Ribeirão Preto","São Paulo",1
NA,"Estação Ecológica de Santa B arbara","Águas de Santa Bárbara","São Paulo",168
NA,"Área de invasão próximo a um plantio de pinus. Estação Ecológica de Santa B arbara","Águas de Santa Bárbara","São Paulo",168
NA,"Área de invasão próximo a um plantio de pinus","Águas de Santa Bárbara","São Paulo",168
NA,"Estação Ecológica de Águas de Santa Bárbara","Águas de Santa Bárbara","São Paulo",92
NA,"Águas de Santa Bárbara","Águas de Santa Bárbara","São Paulo",48
NA,"estacao ecologicaaguas de santa barbara","Águas de Santa Bárbara","São Paulo",19
NA,"E.Ec.Águas de Santa Bárbara","Águas de Santa Bárbara","São Paulo",19
NA,"Coletada na Estação Ecológica de Águas de Santa Bárbara em borda de dois meses após fogo","Águas de Santa Bárbara","São Paulo",16
NA,"State of São Paulo","Águas de Santa Bárbara","São Paulo",10
NA,"Águas de Santa Bárbara - State of São Paulo, 18770-000, Brazil","Águas de Santa Bárbara","São Paulo",10
NA,"Coletada na Estação Ecológica de Águas de Santa Bárbara em campo úmido dois meses após fogo","Águas de Santa Bárbara","São Paulo",9
NA,"Águas de Santa Bárbara","","São Paulo",4
NA,"Santa Maria","São Simão","São Paulo",10
NA,"São Simão","São Simão","São Paulo",7
NA,"Estação Experimental São Simão","São Simão","São Paulo",7
NA,"estacao ecologicasanta maria","São Simão","São Paulo",6
NA,"E.Ec.Santa Maria","São Simão","São Paulo",6
NA,"São Simão, BR-SP, BR","São Simão","São Paulo",4
NA,"estacao ecologica santa maria","São Simão","São Paulo",4
NA,"E.Ec. Santa Maria","São Simão","São Paulo",4
NA,"São Simão - SP, 14200-000, Brasil","São Simão","São Paulo",3
NA,"Cravinhos, BR-SP, BR","Cravinhos","São Paulo",2
NA,"Cravinhos","Cravinhos","São Paulo",2
NA,"Campo cerrado","Altinópolis","São Paulo",1
NA,"Parque Estadual da Ilha Anchieta (PEIA) Trilha do Sul","Ubatuba","São Paulo",7
NA,"Parque Estadual da Ilha do Anchieta (PEIA)","Ubatuba","São Paulo",3
NA,"Ilha de Palmas","Ubatuba","São Paulo",3
NA,"Arq. Alcatrazes","São Sebastião","São Paulo",3
NA,"Arq","São Sebastião","São Paulo",3
NA,"ambiente iluminado","Ubatuba","São Paulo",3
NA,"Alcatrazes","São Sebastião","São Paulo",3
NA,"Ubatuba","São Paulo","São Paulo",2
NA,"parque estadual da ilha anchieta trilha do leste","Ubatuba","São Paulo",2
NA,"Parque Estadual da Ilha Anchieta (PEIA) Trilha do Leste","Ubatuba","São Paulo",2
NA,"Parque Estadual da Ilha Anchieta (PEIA) Campo Antrópico do Engenho","Ubatuba","São Paulo",2
NA,"Parque Estadual da Ilha Anchieta (PEIA) Trilha do Saco Grande","Ubatuba","São Paulo",1
NA,"Parque Estadual da Ilha Anchieta (PEIA) Trilha do Engenho","Ubatuba","São Paulo",1
NA,"Parque Estadual da Ilha Anchieta (PEIA) Campo antrópico do bambu","Ubatuba","São Paulo",1
NA,"Ilha de Palmas","São Paulo","São Paulo",1
NA,"Ilha de Alcatrazes","","São Paulo",1
NA,"Ilha das Palmas","Ubatuba","São Paulo",1
NA,"Ilha do Castilho","Cananéia","São Paulo",7
NA,"Praia de Cambriú","Cananéia","São Paulo",4
NA,"Ilha do Cardoso","Cananéia","São Paulo",3
NA,"Ilha do Cardoso, Praia de Cambriú - Costão direito","Cananéia","São Paulo",2
NA,"ilha da queimada pequena","Itanhaém","São Paulo",2
NA,"Costão direito","Cananéia","São Paulo",2
NA,"Parque Estadual da Ilha do Cardoso, Praia de Cambriú","Cananéia","São Paulo",1
NA,"Parque Estadual da Ilha do Cardoso","Cananéia","São Paulo",1
NA,"Ilha do Castilho","","São Paulo",1
