"Nome_UC","Localidade","Municipio","Estado","Freq"
NA,"&nf","Porto Ferreira","São Paulo",3
NA,"Mun","Porto Ferreira","São Paulo",2
NA,"Instituto Florestal","Porto Ferreira","São Paulo",2
NA,"em mata","Porto Ferreira","São Paulo",2
NA,"Una do Prelado","Iguape","São Paulo",23
NA,"Adriano","Iguape","São Paulo",23
NA,"Una do Prelado. Trilha do Sítio do Sr. Adriano","Iguape","São Paulo",22
NA,"Trilha do Sítio do Sr","Iguape","São Paulo",22
NA,"State of São Paulo","Iguape","São Paulo",3
NA,"Iguape - State of São Paulo, 11920-000, Brazil","Iguape","São Paulo",3
NA,"Iguape","Iguape","São Paulo",3
NA,"Estação Ecológica da Juréia","Iguape","São Paulo",2
NA,"Una do Prelado. Sítio Sr. Adriano","Iguape","São Paulo",1
NA,"Sítio Sr","Iguape","São Paulo",1
NA,"Bertioga","Bertioga","São Paulo",67
NA,"Bertioga","","São Paulo",43
NA,"Bertioga - SP, 11250-000, Brasil","Bertioga","São Paulo",36
NA,"Trilha do SESC","Bertioga","São Paulo",32
NA,"Lot","","São Paulo",21
NA,"Costa do Sol","","São Paulo",21
NA,"Fazenda Três Marias","Bertioga","São Paulo",15
NA,"ao lado do rio itaguare","Bertioga","São Paulo",14
NA,"State of São Paulo","Bertioga","São Paulo",13
NA,"fazenda tres marias, estrada da captacao","Bertioga","São Paulo",11
NA,"estrada da captação","Bertioga","São Paulo",11
NA,"Trilha da captação","Bertioga","São Paulo",8
NA,"Restinga arbórea","Bertioga","São Paulo",7
NA,"Ao lado do rio Itaguaré. Restinga arbórea","Bertioga","São Paulo",7
NA,"Mun","","São Paulo",6
NA,"Before bridge to Itaquaré River","Bertioga","São Paulo",6
NA,"Venceslau","","São Paulo",1
NA,"Pres. Venceslau - SP, 19400-000, Brasil","","São Paulo",1
NA,"Pres","","São Paulo",1
NA,"Núcleo Cedro","Barra do Turvo","São Paulo",86
NA,"Núcleo Cedro","Jacupiranga","São Paulo",37
NA,"Trilha do Cedro","Barra do Turvo","São Paulo",35
NA,"parque estadual da ilha do cardoso","Cananéia","São Paulo",34
NA,"Parque Estadual do Jacupiranga","Barra do Turvo","São Paulo",29
NA,"Serra do Azeite","Cajati","São Paulo",26
NA,"parque estadual jacupiranga","Jacupiranga","São Paulo",17
NA,"RDS Lavras","Cajati","São Paulo",16
NA,"Parque Estadual de Jacupiranga","Eldorado","São Paulo",13
NA,"Núcleo Cedro","","São Paulo",11
NA,"Núcleo Cedro","Eldorado","São Paulo",11
NA,"Jacupiranga","Barra do Turvo","São Paulo",11
NA,"BR-116","","São Paulo",11
NA,"Fragmento de Floresta Ombrófila Densa Montana muito degradada","Barra do Turvo","São Paulo",10
NA,"Trilha do Ariete","Barra do Turvo","São Paulo",8
NA,"Trilha da captação","Cananéia","São Paulo",7
NA,"Km 277","","São Paulo",7
NA,"Ilha do Cardoso","Cananéia","São Paulo",7
NA,"Parque Estadual do Jacupiranga","","São Paulo",6
NA,"P.E.Jacupiranga - Núcleo Cedro","Barra do Turvo","São Paulo",6
NA,"Fazenda Capricórnio","Ubatuba","São Paulo",900
NA,"Marsilac","São Paulo","São Paulo",505
NA,"parque estadual serra mar","Cunha","São Paulo",254
NA,"Núcleo Santa Virgínia","São Luís do Paraitinga","São Paulo",251
NA,"estrada da casa da farinha","Ubatuba","São Paulo",184
NA,"Núcleo Picinguaba","Ubatuba","São Paulo",161
NA,"Núcleo Caboclo","Iporanga","São Paulo",64
NA,"Caverna Santana","Iporanga","São Paulo",51
NA,"Serra Paranapiacaba, Caverna Santana","Iporanga","São Paulo",49
NA,"Parque Estadual Intervales","Iporanga","São Paulo",43
NA,"Iporanga","Iporanga","São Paulo",41
NA,"bairro da serra","Iporanga","São Paulo",28
NA,"Iporanga","","São Paulo",27
NA,"Mata Atlântica","Iporanga","São Paulo",26
NA,"Bento","Iporanga","São Paulo",26
NA,"Parque Estadual de Intervales","Iporanga","São Paulo",24
NA,"trilha da Caverna do Sr","Iporanga","São Paulo",23
NA,"Iporanga - SP, 18330-000, Brasil","Iporanga","São Paulo",20
NA,"Bairro da Serra (Santana)","Iporanga","São Paulo",19
NA,"Núcleo Santana","Iporanga","São Paulo",12
NA,"parque estadual petar, estrada apiai-iporanga","Iporanga","São Paulo",11
NA,"Km 166","Iporanga","São Paulo",11
NA,"estrada Apiai-Iporanga","Iporanga","São Paulo",11
NA,"PETAR, Núcleo Santana","Iporanga","São Paulo",9
NA,"Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","São Paulo",15
NA,"Santa Rita do Passa Quatro - SP, 13670-000, Brasil","Santa Rita do Passa Quatro","São Paulo",13
NA,"Cerrado","Santa Rita do Passa Quatro","São Paulo",5
NA,"Santa Rita do Passa Quatro","","São Paulo",4
NA,"Área demarcada","Santa Rita do Passa Quatro","São Paulo",3
NA,"subparcela 1","Luís Antônio","São Paulo",1
NA,"Rod","Santa Rita do Passa Quatro","São Paulo",1
NA,"Mata Capetinga Oeste","Santa Rita do Passa Quatro","São Paulo",1
NA,"Indivíduos coletados para identificação no laboratório","Santa Rita do Passa Quatro","São Paulo",1
NA,"conglomerado","Luís Antônio","São Paulo",1
NA,"Anhanguera","Santa Rita do Passa Quatro","São Paulo",1
NA,"japui","","São Paulo",71
NA,"Baixada Santista","","São Paulo",49
NA,"Japuí, São Vicente - SP, Brasil","","São Paulo",44
NA,"Japui, São Vicente, SP, BR","","São Paulo",17
NA,"road between sao vicente and itaipu","","São Paulo",8
NA,"Japuí, São Vicente - SP, Brazil","","São Paulo",8
NA,"São Paulo State","","São Paulo",4
NA,"Xixová-Japuí","São Vicente","São Paulo",2
NA,"Est","São Vicente","São Paulo",2
NA,"Araraquara - SP, 14808, Brasil","Araraquara","São Paulo",11
NA,"Araraquara","Araraquara","São Paulo",11
NA,"Capela Do Socorro, São Paulo, SP, BR","","São Paulo",20
NA,"Capela Do Socorro","","São Paulo",20
NA,"Jardim Recanto do Sol","","São Paulo",17
NA,"Jardim Recanto do Sol, São Paulo - SP, Brasil","","São Paulo",15
NA,"Parelheiros, São Paulo - SP, 04874, Brasil","","São Paulo",6
NA,"Parelheiros","","São Paulo",6
NA,"Paulo Guilguer Reimberg","","São Paulo",4
NA,"Jardim Novo Horizonte","","São Paulo",4
NA,"Av. Paulo Guilguer Reimberg - Jardim Novo Horizonte, São Paulo - SP, 04858-570, Brasil","","São Paulo",4
NA,"Avenida Paulo Guilguer Reimberg, São Paulo, SP, BR","","São Paulo",3
NA,"Avenida Paulo Guilguer Reimberg","","São Paulo",3
NA,"Parque Estadual do Jaraguá","São Paulo","São Paulo",2
NA,"58VR+64 - Jardim Recanto do Sol, São Paulo - SP, Brasil","","São Paulo",2
NA,"58VR+64","","São Paulo",2
NA,"Nat","São Paulo","São Paulo",1
NA,"Mun","São Paulo","São Paulo",1
NA,"Distrito Grajaú, Pq. Nat. Mun. Bororé","São Paulo","São Paulo",1
NA,"Distrito Grajaú","São Paulo","São Paulo",1
NA,"Bororé","São Paulo","São Paulo",1
NA,"Nat","São Paulo","São Paulo",12
NA,"Mun","São Paulo","São Paulo",12
NA,"futuro Pq","São Paulo","São Paulo",12
NA,"Distrito Iguatemi, futuro Pq. Nat. Mun. Cabeceiras do Aricanduva","São Paulo","São Paulo",12
NA,"Distrito Iguatemi","São Paulo","São Paulo",12
NA,"Cabeceiras do Aricanduva","São Paulo","São Paulo",12
NA,"Rodovia Anchieta, Cubatão, SP, BR","","São Paulo",1
NA,"Rodovia Anchieta","","São Paulo",1
NA,"Cubatão","","São Paulo",1
NA,"Parque Natural Municipal da Candinha","Guarulhos","São Paulo",1
NA,"Monumento Nacional Ruínas Engenho São Jorge dos Erasmos","Santos","São Paulo",103
NA,"São Bernardo do Campo","","São Paulo",5
NA,"Rio Grande","","São Paulo",4
NA,"Rio Grande, São Bernardo do Campo - SP, Brasil","","São Paulo",3
NA,"Vila Jurubatuba, São Bernardo do Campo - SP, 09832, Brasil","","São Paulo",1
NA,"Vila Jurubatuba","","São Paulo",1
NA,"Rio Grande, São Bernardo do Campo - SP, 09832, Brasil","","São Paulo",1
NA,"parque ecologico da apa do carmo","São Paulo","São Paulo",257
NA,"parque ecologico apa do carmo","São Paulo","São Paulo",86
NA,"Trilha 1","São Paulo","São Paulo",73
NA,"Parque Ecológico da APA do Carmo, Trilha 1","São Paulo","São Paulo",27
NA,"Trilha 11","São Paulo","São Paulo",23
NA,"Trilha 10","São Paulo","São Paulo",23
NA,"Parque do Carmo","São Paulo","São Paulo",23
NA,"Itaquera","São Paulo","São Paulo",21
NA,"Trilha 8","São Paulo","São Paulo",19
NA,"Parque Estadual da Serra do Mar","São Paulo","São Paulo",19
NA,"Parque Ecológico APA do Carmo, Trilha 1","São Paulo","São Paulo",19
NA,"Aricanduva","São Paulo","São Paulo",18
NA,"Trilha do TABOR","São Paulo","São Paulo",12
NA,"partindo da Av","São Paulo","São Paulo",11
NA,"Trilha 3","São Paulo","São Paulo",10
NA,"Parque Ecológico APA do Carmo, Trilha 10","São Paulo","São Paulo",10
NA,"Distrito Parque do Carmo","São Paulo","São Paulo",10
NA,"Trilha 2","São Paulo","São Paulo",8
NA,"Nat","São Paulo","São Paulo",8
NA,"Mun","São Paulo","São Paulo",8
NA,"Fazenda do Carmo","São Paulo","São Paulo",8
NA,"Distrito Parque do Carmo, Pq. Nat. Mun. Fazenda do Carmo","São Paulo","São Paulo",8
NA,"Rodoanel trecho Sul","São Paulo","São Paulo",1
NA,"Parelheiros, Rodoanel trecho Sul, lote 4","São Paulo","São Paulo",1
NA,"Parelheiros","São Paulo","São Paulo",1
NA,"lote 4","São Paulo","São Paulo",1
NA,"Parque do Terceiro Lago, São Paulo - SP, Brasil","","São Paulo",4
NA,"Parque do Terceiro Lago","","São Paulo",4
NA,"Parelheiros","São Paulo","São Paulo",2
NA,"Trecho Sul","São Paulo","São Paulo",1
NA,"Rodoanel, trecho sul, lote 4. Parelheiros, área de recuperação","São Paulo","São Paulo",1
NA,"Rodoanel","São Paulo","São Paulo",1
NA,"Reserva Biológica Alto da Serra de Paranapiacaba","Santo André","São Paulo",1
NA,"Parelheiros, São Paulo, SP, BR","","São Paulo",1
NA,"Parelheiros, Lote 4 Rodoanel Mário Covas, Trecho Sul","São Paulo","São Paulo",1
NA,"Parelheiros","","São Paulo",1
NA,"Nat","São Paulo","São Paulo",1
NA,"Mun","São Paulo","São Paulo",1
NA,"Lote 4 Rodoanel Mário Covas","São Paulo","São Paulo",1
NA,"lote 4","São Paulo","São Paulo",1
NA,"Jaceguava","São Paulo","São Paulo",1
NA,"Distrito Parelheiros, Pq. Nat. Mun. Jaceguava","São Paulo","São Paulo",1
NA,"Distrito Parelheiros","São Paulo","São Paulo",1
NA,"área de recuperação","São Paulo","São Paulo",1
NA,"Próximo ao Aeroporto de Viracopos","Campinas","São Paulo",86
NA,"Fragmento 2 (TAV)","Campinas","São Paulo",86
NA,"fragmento 2","Campinas","São Paulo",86
NA,"Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado","Campinas","São Paulo",84
NA,"Cerrado","Campinas","São Paulo",84
NA,"Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos","Campinas","São Paulo",2
NA,"Prope Apiahy","","São Paulo",18
NA,"""Brazil","","",6
NA,"prope Apihay","","São Paulo",4
NA,"Apiahy""","","",4
NA,"""Brazil, Sao Paulo, Apiahy""","","",4
NA,"Potsero del Senor Vieva","","São Paulo",2
NA,"Porte Alto","","São Paulo",2
NA,"Morro del Oro [Ouro]","","São Paulo",2
NA,"Morro del Oro","","São Paulo",2
NA,"In silvaticus inter Faxia et Apihy","","São Paulo",2
NA,"Apihay, Morro del Oro","","São Paulo",2
NA,"Apihay, ""Vila-Vella""","","São Paulo",2
NA,"Apiahy, Potsero del Senor Vieva","","São Paulo",2
NA,"Apiahy, Porte Alto","","São Paulo",2
NA,"""Vila-Vella""","","São Paulo",2
NA,"Paranapiacaba, Trilha dos Jipeiros","Santo André","São Paulo",35
NA,"Trilha do Mirante","Santo André","São Paulo",30
NA,"Paranapiacaba, Trilha da Pontinha","Santo André","São Paulo",30
NA,"Santo André, SP, Brasil","Santo André","São Paulo",23
NA,"Paranapiacaba, trilha do Mirante","Santo André","São Paulo",20
NA,"Santo André","","São Paulo",19
NA,"Estrada do Taquaruçu","Santo André","São Paulo",18
NA,"Trilha Hortênsias","Santo André","São Paulo",14
NA,"EXC no","Santo André","São Paulo",14
NA,"Biological Reserva of Paranapiacaba. (Expedicão científica CNPq Proc. EXC no. 030/07-CR.)","Santo André","São Paulo",14
NA,"Biological Reserva of Paranapiacaba","Santo André","São Paulo",14
NA,"030/07-CR","Santo André","São Paulo",14
NA,"(Expedicão científica CNPq Proc","Santo André","São Paulo",14
NA,"Vila de Paranapiacaba, Estrada para Taquarussu","Santo André","São Paulo",13
NA,"Vila de Paranapiacaba","Santo André","São Paulo",13
NA,"trilha atras da guarita da estrada do taquarucu","Santo André","São Paulo",13
NA,"Parque Nascentes de Paranapiacaba","Santo André","São Paulo",13
NA,"Núcleo Olho D'Água","Santo André","São Paulo",13
NA,"Estrada para Taquarussu","Santo André","São Paulo",13
NA,"Paranapiacaba, Estrada do Taquaruçu","Santo André","São Paulo",12
NA,"parque ecologico municipal das nascentes de paranapiacaba, beira de estrada","Santo André","São Paulo",11
NA,"Parque Ecológico Municipal das Nascentes de Paranapiacaba","Santo André","São Paulo",11
NA,"Material para sílica","Santo André","São Paulo",11
NA,"Estrada Paranapiacaba","Santo André","São Paulo",11
NA,"beira de estrada","Santo André","São Paulo",11
NA,"Taquarussú","Santo André","São Paulo",10
NA,"parque natural municipal nascentes e paranapiacaba","Santo André","São Paulo",10
NA,"Paranapiacaba, Santo André - SP, Brasil","","São Paulo",10
NA,"Margem da estrada Paranapiacaba","Santo André","São Paulo",10
NA,"Estrada Paranapiacaba - Taquarussu, Margem da estrada Paranapiacaba - Taquarussú","Santo André","São Paulo",10
NA,"Parque Municipal Nascentes de Paranapiacaba","Santo André","São Paulo",8
NA,"Trilhas das Hortênsias","Santo André","São Paulo",7
NA,"Tanque do Gustavo","Santo André","São Paulo",7
NA,"Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária","Santo André","São Paulo",7
NA,"estacao biologica","","São Paulo",7
NA,"Trilha das Hortênsias","Santo André","São Paulo",6
NA,"Parque Municipal das Nascentes de Paranapiacaba","Santo André","São Paulo",5
NA,"Paranapiacaba, Núcleo Olho D'Água, Trilha Hortênsias","Santo André","São Paulo",5
NA,"Nascentes de Paranapiacaba","Santo André","São Paulo",5
NA,"Mata da Câmara","São Roque","São Paulo",16
NA,"São Roque","São Roque","São Paulo",2
NA,"Riberao Grande","Pindamonhangaba","São Paulo",6
NA,"Pindamonhangaba; Riberao Grande; Fazenda Sao Sebastiao do Ribeirao Grande. Mata pluvial montana, mata de encosta","Pindamonhangaba","São Paulo",6
NA,"Pindamonhangaba","Pindamonhangaba","São Paulo",6
NA,"Mata pluvial montana","Pindamonhangaba","São Paulo",6
NA,"mata de encosta","Pindamonhangaba","São Paulo",6
NA,"Fazenda Sao Sebastiao do Ribeirao Grande","Pindamonhangaba","São Paulo",6
NA,"Trabiju","Pindamonhangaba","São Paulo",1
NA,"Taubaté","","São Paulo",1
NA,"Itaim, Taubaté - SP, Brasil","","São Paulo",1
NA,"Itaim","","São Paulo",1
NA,"Jardim Marilda","","São Paulo",43
NA,"Paulo Guilguer Reimberg","","São Paulo",41
NA,"Av. Paulo Guilguer Reimberg, 6300 - Jardim Marilda, São Paulo - SP, 04858-570, Brasil","","São Paulo",40
NA,"Capela Do Socorro, São Paulo, SP, BR","","São Paulo",20
NA,"Capela Do Socorro","","São Paulo",20
NA,"São Paulo, BR-SP, BR","São Paulo","São Paulo",7
NA,"Grajaú, São Paulo - SP, 04857, Brasil","","São Paulo",3
NA,"Grajaú","","São Paulo",3
NA,"próximo a quadra","São Paulo","São Paulo",2
NA,"Póximo ao córrego da divisa","São Paulo","São Paulo",2
NA,"Ponto 54","São Paulo","São Paulo",2
NA,"Ponto 53","São Paulo","São Paulo",2
NA,"Ponto 51 da trilha próxima à futura sede","São Paulo","São Paulo",2
NA,"Ponto 50","São Paulo","São Paulo",2
NA,"ponto 48","São Paulo","São Paulo",2
NA,"Ponto 41 da trilha próximo à futura sede. Bosque de Pinussp. Com sub-bosque de Euterpe edulis. Parque Natural Varginha","São Paulo","São Paulo",2
NA,"Ponto 41 da trilha próximo à futura sede","São Paulo","São Paulo",2
NA,"Parque Natural Varginha. Ponto 53","São Paulo","São Paulo",2
NA,"Parque Natural Varginha. Ponto 50, borda de lago","São Paulo","São Paulo",2
NA,"Parque Natural Varginha, Ponto 54, WGS-84. Cerca da divisa com vizinho. Em sombra","São Paulo","São Paulo",2
NA,"Parque Natural Varginha, Ponto 51 da trilha próxima à futura sede. Póximo ao córrego da divisa","São Paulo","São Paulo",2
NA,"Parque Natural Varginha, ponto 48, próximo a quadra","São Paulo","São Paulo",2
NA,"Jardim Marilda, São Paulo - SP, Brasil","","São Paulo",2
NA,"Grajaú","São Paulo","São Paulo",2
NA,"Em sombra","São Paulo","São Paulo",2
NA,"Com sub-bosque de Euterpe edulis","São Paulo","São Paulo",2
NA,"Cerca da divisa com vizinho","São Paulo","São Paulo",2
NA,"Bosque de Pinussp","São Paulo","São Paulo",2
NA,"borda de lago","São Paulo","São Paulo",2
NA,"Próximo a pesqueiro","São Paulo","São Paulo",1
NA,"Paulo Guilguer Reimberg","São Paulo","São Paulo",1
NA,"Distrito Grajaú, Av. Paulo Guilguer Reimberg. Próximo a pesqueiro","São Paulo","São Paulo",1
NA,"Distrito Grajaú","São Paulo","São Paulo",1
NA,"Avenida Paulo Guilguer Reimberg, São Paulo, SP, BR","","São Paulo",1
NA,"Avenida Paulo Guilguer Reimberg","","São Paulo",1
NA,"Av. Paulo Guilguer Reimberg, 6094 - Jardim Marilda, São Paulo - SP, 04858-570, Brasil","","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins","Peruíbe","São Paulo",17
NA,"Juréia-Itatins","Iguape","São Paulo",11
NA,"estacao ecologicajureia-itatins","Iguape","São Paulo",11
NA,"E.Ecol.Juréia-Itatins","Iguape","São Paulo",11
NA,"Barra do Una","Peruíbe","São Paulo",7
NA,"Peruíbe","","São Paulo",6
NA,"Barra do Una, Peruíbe - SP, 11750-000, Brasil","","São Paulo",6
NA,"Barra do Una","","São Paulo",6
NA,"Estação Ecológica Juréia-Itatins","Iguape","São Paulo",4
NA,"Rio Una do Prelado","Iguape","São Paulo",2
NA,"Estação Ecológica Juréia-Itatins Barra Una 24°26'35'S - 47°4'39'W","Peruíbe","São Paulo",2
NA,"Estação Ecológica Juréia-Itatins Barra Una 24°26'35'S","Peruíbe","São Paulo",2
NA,"Ecológica Juréia-Itatins, Barra do Una","Peruíbe","São Paulo",2
NA,"Ecológica Juréia-Itatins","Peruíbe","São Paulo",2
NA,"47°4'39'W","Peruíbe","São Paulo",2
NA,"Rio Una","Peruíbe","São Paulo",1
NA,"Estação Ecológica de Juréia-Itatins","Itanhaém","São Paulo",1
NA,"BR 116","Barra do Turvo","São Paulo",28
NA,"Entrada para Bairro dos Barreiros, Mata Atlântica de encosta","Barra do Turvo","São Paulo",7
NA,"Mata altântica de encosta","Barra do Turvo","São Paulo",6
NA,"BR 116 - entrada para Bairro dos Barreiros, beira de estrada. Mata altântica de encosta","Barra do Turvo","São Paulo",6
NA,"beira de estrada","Barra do Turvo","São Paulo",6
NA,"entrada para Bairro dos Barreiros Mata Atlântica","Barra do Turvo","São Paulo",5
NA,"BR 116, entrada para Bairro dos Barreiros Mata Atlântica","Barra do Turvo","São Paulo",5
NA,"BR 116, Barra do turvo entrada para Bairro dos Barreiros","Barra do Turvo","São Paulo",4
NA,"Barra do turvo entrada para Bairro dos Barreiros","Barra do Turvo","São Paulo",4
NA,"posto Gigante","Barra do Turvo","São Paulo",3
NA,"entrada para o Bairro dos Barreiros","Barra do Turvo","São Paulo",3
NA,"BR 116. entrada para o Bairro dos Barreiros, posto Gigante, beira de barranco","Barra do Turvo","São Paulo",3
NA,"beira de barranco","Barra do Turvo","São Paulo",3
NA,"Brasil, SP, Barra do Turvo, BR 116, entrada para Bairro dos Barreiros","Barra do Turvo","São Paulo",2
NA,"Barra do Turvo","Barra do Turvo","São Paulo",2
NA,"Mata atlântica","Barra do Turvo","São Paulo",1
NA,"entrada pelo Bairro dos Barreiros","Barra do Turvo","São Paulo",1
NA,"entrada para Bairro dos Bareiros","Barra do Turvo","São Paulo",1
NA,"Caverna do Diabo","Eldorado","São Paulo",1
NA,"BR-116, Entrada para o bairro dos Barreiros. Mata atlântica","Barra do Turvo","São Paulo",1
NA,"BR-116","Barra do Turvo","São Paulo",1
NA,"BR- 116, entrada pelo Bairro dos Barreiros","Barra do Turvo","São Paulo",1
NA,"BR- 116","Barra do Turvo","São Paulo",1
NA,"BR 116, entrada para Bairro dos Bareiros","Barra do Turvo","São Paulo",1
NA,"com dossel irregular","Iguape","São Paulo",40
NA,"Serra dos Itatins","Iguape","São Paulo",31
NA,"mata alta bem preservada","Iguape","São Paulo",28
NA,"estacao ecologica jureia-itatins, mata alta bem preservada","Iguape","São Paulo",28
NA,"Alto da Serra dos Itatins","Iguape","São Paulo",28
NA,"mata de encosta bem preservada","Iguape","São Paulo",17
NA,"estacao ecologica jureia-itatins, mata de encosta bem preservada","Iguape","São Paulo",15
NA,"picada entre o alojamento do Núcleo Despraiado e o alto da Serra","Iguape","São Paulo",14
NA,"Estação Ecológica Juréia-Itatins, Serra dos Itatins, picada entre o alojamento do Núcleo Despraiado e o alto da Serra, mata de encosta bem preservada","Iguape","São Paulo",13
NA,"encosta voltada para o mar","Iguape","São Paulo",13
NA,"mata alta","Iguape","São Paulo",12
NA,"Iguape","Iguape","São Paulo",12
NA,"bem preservada","Iguape","São Paulo",12
NA,"Estação Ecológica Juréia-Itatins, Serra dos Itatins, mata alta bem preservada, com dossel irregular","Iguape","São Paulo",11
NA,"Iguape, estacao ecolotica jureia-itatins, serra dos itatins","Iguape","São Paulo",8
NA,"estacao ecolotica jureia-itatins","Iguape","São Paulo",8
NA,"Estação Ecológica Juréia-Itatins, Alto da Serra dos Itatins, encosta voltada para o mar, mata alta bem preservada, com dossel irregular","Iguape","São Paulo",7
NA,"Estação Ecológica Juréia-Itatins, Alto da Serra dos Itatins, mata alta bem preservada, com dossel irregular","Iguape","São Paulo",6
NA,"Estação Ecológica Juréia-Itatins, Alto da Serra dos Itatins, encosta voltada para o mar, mata alta, bem preservada, com dossel irregular","Iguape","São Paulo",5
NA,"Serra do Itatins","Iguape","São Paulo",4
NA,"Estação Ecológica Juréia-Itatins, Serra do Itatins, mata alta bem preservada, com dossel irregular","Iguape","São Paulo",4
NA,"Estação Ecológica Juréia-Itatins, Alto da Serra dos Itatins, mata alta, bem preservada, com dossel irregular","Iguape","São Paulo",4
NA,"Iguape, estacao ecologica jureia-itatins, serra dos itatins","Iguape","São Paulo",3
NA,"estrada para colina verde a 18, 2 km do entroncamento com a estrada pe","Pedro de Toledo","São Paulo",2
NA,"Estrada para Colina Verde a 18","Pedro de Toledo","São Paulo",2
NA,"Estação Ecológica de Juréia-Itatins, Serra dos Itatins. Picada entre o alojamento do Núcleo Despraiado e o alto da Serra, mata de encosta bem preservada","Iguape","São Paulo",2
NA,"Estação Ecológica de Juréia-Itatins","Iguape","São Paulo",2
NA,"entrada de Pedro Toledo","Pedro de Toledo","São Paulo",2
NA,"2 km do entroncamento com a estrada Pe","Pedro de Toledo","São Paulo",2
NA,"Serra dos Itatins picada entre o alojamento do Núcleo Despraiado e o alto da Serra","Iguape","São Paulo",1
NA,"mata alta bem preservada com dossel irregular","Iguape","São Paulo",1
NA,"Iguape, estacao ecologica jureia-itatins, serra dos itatins","Itanhaém","São Paulo",1
NA,"Iguape - SP, 11920-000, Brasil","Iguape","São Paulo",1
NA,"Iguape","Itanhaém","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Serra dos Itatins, picada entre o alojamento do Núcleo Despraiado e o alto da Serra","Iguape","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Serra dos Itatins, mata alta, bem preservada, com dossel irregular","Iguape","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Serra dos Itatins, área próxima ao alojamento do Núcleo Despraiado","Iguape","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Serra dos Itatins picada entre o alojamento do Núcleo Despraiado e o alto da Serra, mata de encosta bem preservada","Iguape","São Paulo",1
NA,"estacao ecologica jureia-itatins, mata alta bem preservada com dossel irregular","Iguape","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Alto da Serra dos Itatins, mata alta bem preservada com dossel irregular","Iguape","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Alto da Serra dos Itatins, enxosta voltada para o amr, mata alta, bem preservada, com dossel irregular","Iguape","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins","Peruíbe","São Paulo",1
NA,"enxosta voltada para o amr","Iguape","São Paulo",1
NA,"Área próxima ao alojamento do Núcleo Despraiado","Iguape","São Paulo",1
NA,"Ilha do Cardoso","Cananéia","São Paulo",1
NA,"parque estadual jacupiranga","Eldorado","São Paulo",3
NA,"Núcleo Cedro","Eldorado","São Paulo",3
NA,"Jacupiranga","Eldorado","São Paulo",3
NA,"Parque Estadual de Jacupiranga","Barra do Turvo","São Paulo",2
NA,"Martinho Prado","Mogi Guaçu","São Paulo",15
NA,"Gleba A","Mogi Guaçu","São Paulo",12
NA,"Reserva Florestal","Mogi Guaçu","São Paulo",9
NA,"Mata do Córrego Bonato","Mogi Guaçu","São Paulo",8
NA,"Fazenda Campininha, Mata do Córrego Bonato","Mogi Guaçu","São Paulo",8
NA,"Fazenda Campininha, Gleba A","Mogi Guaçu","São Paulo",8
NA,"just north of Rio Moji-Guaçu","Mogi Guaçu","São Paulo",4
NA,"Reserva Biológica Estação Experimental de Mogi-Guaçu","Mogi Guaçu","São Paulo",3
NA,"Fazenda Campininha, Fazenda Campininha. Gleba A","Mogi Guaçu","São Paulo",3
NA,"Reserva Biológica e Estação Experimental de Mogi-Guaçu","Mogi Guaçu","São Paulo",2
NA,"Reserva Biológica e Estação Experimental de Mogi Guaçu","Mogi Guaçu","São Paulo",2
NA,"fazenda campininha, reserva biologica e estacao experimental de mogi guacu","Mogi Guaçu","São Paulo",2
NA,"fazenda campininha, reserva biologica","Mogi Guaçu","São Paulo",2
NA,"fazenda campininha","","São Paulo",2
NA,"Estação Experimental de Mogi Guaçu","Mogi Guaçu","São Paulo",1
NA,"Ao longo da trilha","Mogi Guaçu","São Paulo",1
NA,"Ilha do Cardoso","Cananéia","São Paulo",6
NA,"Ribeirao do Engenho","Cananéia","São Paulo",2
NA,"Ilha do Cardoso. Ribeirao do Engenho","Cananéia","São Paulo",2
NA,"Região de Marujá","Cananéia","São Paulo",1
NA,"Ilha do Cardoso, Região de Marujá","Cananéia","São Paulo",1
NA,"Cananéia, SP, 11990-000, Brasil","Cananéia","São Paulo",1
NA,"Cananéia","Cananéia","São Paulo",1
NA,"Cananéia, BR-SP, BR","Cananéia","São Paulo",1
NA,"Cananéia","Cananéia","São Paulo",1
NA,"Arboreto","Bauru","São Paulo",18
NA,"Trilha para Antiga Raia","Bauru","São Paulo",12
NA,"&nf","Bauru","São Paulo",11
NA,"trilha da Raia","Bauru","São Paulo",8
NA,"Cerradão","Bauru","São Paulo",8
NA,"Antiga Raia","Bauru","São Paulo",5
NA,"Floresta Estacional Semidecídua","Bauru","São Paulo",2
NA,"Coordenada calculada","Bauru","São Paulo",2
