"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"101","Brazil","São Paulo","Barra do Turvo","PE DO RIO TURVO","brazil_sao paulo_barra turvo_pe rio turvo","brazil_sao paulo_barra turvo_pe rio turvo","-24.9377883171236","-48.3843253459464","locality","cnuc_ibge"
"642","Brazil","São Paulo","Barra do Turvo","PE DO RIO TURVO","brazil_sao paulo_barra turvo_parque estadual rio turvo","brazil_sao paulo_barra turvo_pe rio turvo","-24.9377883171236","-48.3843253459464","locality","cnuc_ibge"
"498","Brazil","São Paulo","Barra do Turvo","RDS BARREIRO ANHEMAS","brazil_sao paulo_barra turvo_rds barreiro anhemas","brazil_sao paulo_barra turvo_rds barreiro anhemas","-24.8336939586362","-48.4626629448924","locality","cnuc_ibge"
"1039","Brazil","São Paulo","Barra do Turvo","RDS BARREIRO ANHEMAS","brazil_sao paulo_barra turvo_rds barreiro anhemas","brazil_sao paulo_barra turvo_rds barreiro anhemas","-24.8336939586362","-48.4626629448924","locality","cnuc_ibge"
"501","Brazil","São Paulo","Barra do Turvo","RDS DOS PINHEIRINHOS","brazil_sao paulo_barra turvo_rds pinheirinhos","brazil_sao paulo_barra turvo_rds pinheirinhos","-24.9710806930114","-48.552889730395","locality","cnuc_ibge"
"1042","Brazil","São Paulo","Barra do Turvo","RDS DOS PINHEIRINHOS","brazil_sao paulo_barra turvo_rds pinheirinhos","brazil_sao paulo_barra turvo_rds pinheirinhos","-24.9710806930114","-48.552889730395","locality","cnuc_ibge"
"276","Brazil","São Paulo","Barra do Turvo","RDS QUILOMBOS DE BARRA DO TURVO","brazil_sao paulo_barra turvo_rds quilombos barra turvo","brazil_sao paulo_barra turvo_rds quilombos barra turvo","-24.9249420147758","-48.4589055271089","locality","cnuc_ibge"
"817","Brazil","São Paulo","Barra do Turvo","RDS QUILOMBOS DE BARRA DO TURVO","brazil_sao paulo_barra turvo_rds quilombos barra turvo","brazil_sao paulo_barra turvo_rds quilombos barra turvo","-24.9249420147758","-48.4589055271089","locality","cnuc_ibge"
"465","Brazil","São Paulo","Barueri","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_barueri_apa varzea rio tiete","brazil_sao paulo_barueri_apa varzea rio tiete","-23.5048880631634","-46.8548944990161","locality","cnuc_ibge"
"1006","Brazil","São Paulo","Barueri","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_barueri_area protecao ambiental varzea rio tiete","brazil_sao paulo_barueri_apa varzea rio tiete","-23.5048880631634","-46.8548944990161","locality","cnuc_ibge"
"434","Brazil","São Paulo","Bauru","APA RIO BATALHA","brazil_sao paulo_bauru_apa rio batalha","brazil_sao paulo_bauru_apa rio batalha","-22.2253321861789","-49.1555489757424","locality","cnuc_ibge"
"975","Brazil","São Paulo","Bauru","APA RIO BATALHA","brazil_sao paulo_bauru_area protecao ambiental rio batalha","brazil_sao paulo_bauru_apa rio batalha","-22.2253321861789","-49.1555489757424","locality","cnuc_ibge"
"537","Brazil","São Paulo","Bauru","ARIE LEOPOLDO MAGNO COUTINHO","brazil_sao paulo_bauru_arie leopoldo magno coutinho","brazil_sao paulo_bauru_arie leopoldo magno coutinho","-22.3372130459172","-48.9968959627695","locality","cnuc_ibge"
"1078","Brazil","São Paulo","Bauru","ARIE LEOPOLDO MAGNO COUTINHO","brazil_sao paulo_bauru_area relevante interesse ecologico leopoldo magno coutinho","brazil_sao paulo_bauru_arie leopoldo magno coutinho","-22.3372130459172","-48.9968959627695","locality","cnuc_ibge"
"49","Brazil","São Paulo","Bauru","EEC DE BAURU","brazil_sao paulo_bauru_eec bauru","brazil_sao paulo_bauru_eec bauru","-22.2344523597801","-49.0852143880881","locality","cnuc_ibge"
"590","Brazil","São Paulo","Bauru","EEC DE BAURU","brazil_sao paulo_bauru_estacao ecologica bauru","brazil_sao paulo_bauru_eec bauru","-22.2344523597801","-49.0852143880881","locality","cnuc_ibge"
"540","Brazil","São Paulo","Bauru","REVIS AIMORÉS","brazil_sao paulo_bauru_revis aimores","brazil_sao paulo_bauru_revis aimores","-22.3362257062319","-49.0121683868034","locality","cnuc_ibge"
"1081","Brazil","São Paulo","Bauru","REVIS AIMORÉS","brazil_sao paulo_bauru_refugio vida silvestre aimores","brazil_sao paulo_bauru_revis aimores","-22.3362257062319","-49.0121683868034","locality","cnuc_ibge"
"513","Brazil","São Paulo","Bertioga","PE DA SERRA DO MAR","brazil_sao paulo_bertioga_pe serra mar","brazil_sao paulo_bertioga_pe serra mar","-23.7438849223723","-46.0259199626896","locality","cnuc_ibge"
"1054","Brazil","São Paulo","Bertioga","PE DA SERRA DO MAR","brazil_sao paulo_bertioga_parque estadual serra mar","brazil_sao paulo_bertioga_pe serra mar","-23.7438849223723","-46.0259199626896","locality","cnuc_ibge"
"334","Brazil","São Paulo","Bertioga","PE RESTINGA DE BERTIOGA","brazil_sao paulo_bertioga_pe restinga bertioga","brazil_sao paulo_bertioga_pe restinga bertioga","-23.7572292819783","-45.9793411732098","locality","cnuc_ibge"
"875","Brazil","São Paulo","Bertioga","PE RESTINGA DE BERTIOGA","brazil_sao paulo_bertioga_parque estadual restinga bertioga","brazil_sao paulo_bertioga_pe restinga bertioga","-23.7572292819783","-45.9793411732098","locality","cnuc_ibge"
"466","Brazil","São Paulo","Biritiba Mirim","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_biritiba mirim_apa varzea rio tiete","brazil_sao paulo_biritiba mirim_apa varzea rio tiete","-23.5655993468012","-46.0287923931257","locality","cnuc_ibge"
"1007","Brazil","São Paulo","Biritiba Mirim","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_biritiba mirim_area protecao ambiental varzea rio tiete","brazil_sao paulo_biritiba mirim_apa varzea rio tiete","-23.5655993468012","-46.0287923931257","locality","cnuc_ibge"
"514","Brazil","São Paulo","Biritiba Mirim","PE DA SERRA DO MAR","brazil_sao paulo_biritiba mirim_pe serra mar","brazil_sao paulo_biritiba mirim_pe serra mar","-23.6853987670305","-45.9843734561246","locality","cnuc_ibge"
"1055","Brazil","São Paulo","Biritiba Mirim","PE DA SERRA DO MAR","brazil_sao paulo_biritiba mirim_parque estadual serra mar","brazil_sao paulo_biritiba mirim_pe serra mar","-23.6853987670305","-45.9843734561246","locality","cnuc_ibge"
"365","Brazil","São Paulo","Bofete","APA CUESTA GUARANI","brazil_sao paulo_bofete_apa cuesta guarani","brazil_sao paulo_bofete_apa cuesta guarani","-23.1600371861581","-48.3171269658672","locality","cnuc_ibge"
"906","Brazil","São Paulo","Bofete","APA CUESTA GUARANI","brazil_sao paulo_bofete_area protecao ambiental cuesta guarani","brazil_sao paulo_bofete_apa cuesta guarani","-23.1600371861581","-48.3171269658672","locality","cnuc_ibge"
"96","Brazil","São Paulo","Bom Jesus dos Perdões","MNE DA PEDRA GRANDE","brazil_sao paulo_bom jesus perdoes_mne pedra grande","brazil_sao paulo_bom jesus perdoes_mne pedra grande","-23.2143270535137","-46.506434287935","locality","cnuc_ibge"
"637","Brazil","São Paulo","Bom Jesus dos Perdões","MNE DA PEDRA GRANDE","brazil_sao paulo_bom jesus perdoes_monumento natural estadual pedra grande","brazil_sao paulo_bom jesus perdoes_mne pedra grande","-23.2143270535137","-46.506434287935","locality","cnuc_ibge"
"87","Brazil","São Paulo","Bom Jesus dos Perdões","PE DE ITAPETINGA","brazil_sao paulo_bom jesus perdoes_pe itapetinga","brazil_sao paulo_bom jesus perdoes_pe itapetinga","-23.1862917317434","-46.490066425764","locality","cnuc_ibge"
"628","Brazil","São Paulo","Bom Jesus dos Perdões","PE DE ITAPETINGA","brazil_sao paulo_bom jesus perdoes_parque estadual itapetinga","brazil_sao paulo_bom jesus perdoes_pe itapetinga","-23.1862917317434","-46.490066425764","locality","cnuc_ibge"
"206","Brazil","São Paulo","Bom Jesus dos Perdões","RPPN RESERVA DO DADINHO","brazil_sao paulo_bom jesus perdoes_rppn reserva dadinho","brazil_sao paulo_bom jesus perdoes_rppn reserva dadinho","-23.1403370205818","-46.5051372277148","locality","cnuc_ibge"
"747","Brazil","São Paulo","Bom Jesus dos Perdões","RPPN RESERVA DO DADINHO","brazil_sao paulo_bom jesus perdoes_reserva particular patrimonio natural reserva dadinho","brazil_sao paulo_bom jesus perdoes_rppn reserva dadinho","-23.1403370205818","-46.5051372277148","locality","cnuc_ibge"
"196","Brazil","São Paulo","Bom Jesus dos Perdões","RPPN RESERVA DO JACU","brazil_sao paulo_bom jesus perdoes_rppn reserva jacu","brazil_sao paulo_bom jesus perdoes_rppn reserva jacu","-23.2065583103674","-46.5387416915719","locality","cnuc_ibge"
"737","Brazil","São Paulo","Bom Jesus dos Perdões","RPPN RESERVA DO JACU","brazil_sao paulo_bom jesus perdoes_reserva particular patrimonio natural reserva jacu","brazil_sao paulo_bom jesus perdoes_rppn reserva jacu","-23.2065583103674","-46.5387416915719","locality","cnuc_ibge"
"366","Brazil","São Paulo","Botucatu","APA CUESTA GUARANI","brazil_sao paulo_botucatu_apa cuesta guarani","brazil_sao paulo_botucatu_apa cuesta guarani","-22.8875372610031","-48.3820551778368","locality","cnuc_ibge"
"907","Brazil","São Paulo","Botucatu","APA CUESTA GUARANI","brazil_sao paulo_botucatu_area protecao ambiental cuesta guarani","brazil_sao paulo_botucatu_apa cuesta guarani","-22.8875372610031","-48.3820551778368","locality","cnuc_ibge"
"485","Brazil","São Paulo","Botucatu","APA TANQUÃ-RIO PIRACICABA","brazil_sao paulo_botucatu_apa tanqua rio piracicaba","brazil_sao paulo_botucatu_apa tanqua rio piracicaba","-22.6211083978798","-48.3002422789844","locality","cnuc_ibge"
"1026","Brazil","São Paulo","Botucatu","APA TANQUÃ-RIO PIRACICABA","brazil_sao paulo_botucatu_area protecao ambiental tanqua rio piracicaba","brazil_sao paulo_botucatu_apa tanqua rio piracicaba","-22.6211083978798","-48.3002422789844","locality","cnuc_ibge"
"477","Brazil","São Paulo","Botucatu","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","brazil_sao paulo_botucatu_area protecao ambiental barreiro rico","brazil_sao paulo_botucatu_area protecao ambiental barreiro rico","-22.6443763364793","-48.2899491309539","locality","cnuc_ibge"
"1018","Brazil","São Paulo","Botucatu","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","brazil_sao paulo_botucatu_area protecao ambiental barreiro rico","brazil_sao paulo_botucatu_area protecao ambiental barreiro rico","-22.6443763364793","-48.2899491309539","locality","cnuc_ibge"
"185","Brazil","São Paulo","Botucatu","RPPN RECANTO OLHO D'ÁGUA","brazil_sao paulo_botucatu_rppn recanto olho agua","brazil_sao paulo_botucatu_rppn recanto olho agua","-22.7090704964919","-48.3640572377461","locality","cnuc_ibge"
"726","Brazil","São Paulo","Botucatu","RPPN RECANTO OLHO D'ÁGUA","brazil_sao paulo_botucatu_reserva particular patrimonio natural recanto olho agua","brazil_sao paulo_botucatu_rppn recanto olho agua","-22.7090704964919","-48.3640572377461","locality","cnuc_ibge"
"409","Brazil","São Paulo","Bragança Paulista","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_braganca paulista_apa piracicaba juqueri mirim area ii","brazil_sao paulo_braganca paulista_apa piracicaba juqueri mirim area ii","-22.9150143000589","-46.5396457142843","locality","cnuc_ibge"
"950","Brazil","São Paulo","Bragança Paulista","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_braganca paulista_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_braganca paulista_apa piracicaba juqueri mirim area ii","-22.9150143000589","-46.5396457142843","locality","cnuc_ibge"
"457","Brazil","São Paulo","Bragança Paulista","APA SISTEMA CANTAREIRA","brazil_sao paulo_braganca paulista_apa sistema cantareira","brazil_sao paulo_braganca paulista_apa sistema cantareira","-22.9384442655066","-46.5558885057587","locality","cnuc_ibge"
"998","Brazil","São Paulo","Bragança Paulista","APA SISTEMA CANTAREIRA","brazil_sao paulo_braganca paulista_area protecao ambiental sistema cantareira","brazil_sao paulo_braganca paulista_apa sistema cantareira","-22.9384442655066","-46.5558885057587","locality","cnuc_ibge"
"162","Brazil","São Paulo","Bragança Paulista","EEC MUNICIPAL DO CAETÊ","brazil_sao paulo_braganca paulista_eec municipal caete","brazil_sao paulo_braganca paulista_eec municipal caete","-23.0172253558802","-46.5504082466634","locality","cnuc_ibge"
"703","Brazil","São Paulo","Bragança Paulista","EEC MUNICIPAL DO CAETÊ","brazil_sao paulo_braganca paulista_estacao ecologica municipal caete","brazil_sao paulo_braganca paulista_eec municipal caete","-23.0172253558802","-46.5504082466634","locality","cnuc_ibge"
"231","Brazil","São Paulo","Bragança Paulista","RPPN FAZENDA SERRINHA","brazil_sao paulo_braganca paulista_rppn fazenda serrinha","brazil_sao paulo_braganca paulista_rppn fazenda serrinha","-22.9909986439953","-46.4380092780377","locality","cnuc_ibge"
"772","Brazil","São Paulo","Bragança Paulista","RPPN FAZENDA SERRINHA","brazil_sao paulo_braganca paulista_reserva particular patrimonio natural fazenda serrinha","brazil_sao paulo_braganca paulista_rppn fazenda serrinha","-22.9909986439953","-46.4380092780377","locality","cnuc_ibge"
"223","Brazil","São Paulo","Bragança Paulista","RPPN PARQUE DAS NASCENTES","brazil_sao paulo_braganca paulista_rppn parque nascentes","brazil_sao paulo_braganca paulista_rppn parque nascentes","-22.9890245534153","-46.6787340783877","locality","cnuc_ibge"
"764","Brazil","São Paulo","Bragança Paulista","RPPN PARQUE DAS NASCENTES","brazil_sao paulo_braganca paulista_reserva particular patrimonio natural parque nascentes","brazil_sao paulo_braganca paulista_rppn parque nascentes","-22.9890245534153","-46.6787340783877","locality","cnuc_ibge"
"230","Brazil","São Paulo","Bragança Paulista","RPPN PARQUE DOS PÁSSAROS","brazil_sao paulo_braganca paulista_rppn parque passaros","brazil_sao paulo_braganca paulista_rppn parque passaros","-22.9840275797684","-46.6605310809186","locality","cnuc_ibge"
"771","Brazil","São Paulo","Bragança Paulista","RPPN PARQUE DOS PÁSSAROS","brazil_sao paulo_braganca paulista_reserva particular patrimonio natural parque passaros","brazil_sao paulo_braganca paulista_rppn parque passaros","-22.9840275797684","-46.6605310809186","locality","cnuc_ibge"
"352","Brazil","São Paulo","Brotas","APA CUESTA CORUMBATAÍ","brazil_sao paulo_brotas_apa cuesta corumbatai","brazil_sao paulo_brotas_apa cuesta corumbatai","-22.3405743059599","-47.9934304535957","locality","cnuc_ibge"
"893","Brazil","São Paulo","Brotas","APA CUESTA CORUMBATAÍ","brazil_sao paulo_brotas_area protecao ambiental cuesta corumbatai","brazil_sao paulo_brotas_apa cuesta corumbatai","-22.3405743059599","-47.9934304535957","locality","cnuc_ibge"
"309","Brazil","São Paulo","Brotas","EEC DE ITIRAPINA","brazil_sao paulo_brotas_eec itirapina","brazil_sao paulo_brotas_eec itirapina","-22.2094287669838","-47.9105107076426","locality","cnuc_ibge"
"850","Brazil","São Paulo","Brotas","EEC DE ITIRAPINA","brazil_sao paulo_brotas_estacao ecologica itirapina","brazil_sao paulo_brotas_eec itirapina","-22.2094287669838","-47.9105107076426","locality","cnuc_ibge"
"313","Brazil","São Paulo","Brotas","EEC MATA DO JACARÉ","brazil_sao paulo_brotas_eec mata jacare","brazil_sao paulo_brotas_eec mata jacare","-22.0822588393678","-48.026443206088","locality","cnuc_ibge"
"854","Brazil","São Paulo","Brotas","EEC MATA DO JACARÉ","brazil_sao paulo_brotas_estacao ecologica mata jacare","brazil_sao paulo_brotas_eec mata jacare","-22.0822588393678","-48.026443206088","locality","cnuc_ibge"
"203","Brazil","São Paulo","Brotas","RPPN FLORESTA DAS ÁGUAS PERENES","brazil_sao paulo_brotas_rppn floresta aguas perenes","brazil_sao paulo_brotas_rppn floresta aguas perenes","-22.2075284530963","-48.1158867628774","locality","cnuc_ibge"
"744","Brazil","São Paulo","Brotas","RPPN FLORESTA DAS ÁGUAS PERENES","brazil_sao paulo_brotas_reserva particular patrimonio natural floresta aguas perenes","brazil_sao paulo_brotas_rppn floresta aguas perenes","-22.2075284530963","-48.1158867628774","locality","cnuc_ibge"
"316","Brazil","São Paulo","Buri","FLONA DE CAPÃO BONITO","brazil_sao paulo_buri_flona capao bonito","brazil_sao paulo_buri_flona capao bonito","-23.8915940782194","-48.5183843659164","locality","cnuc_ibge"
"857","Brazil","São Paulo","Buri","FLONA DE CAPÃO BONITO","brazil_sao paulo_buri_floresta nacional capao bonito","brazil_sao paulo_buri_flona capao bonito","-23.8915940782194","-48.5183843659164","locality","cnuc_ibge"
"343","Brazil","São Paulo","Cabreúva","APA CABREUVA","brazil_sao paulo_cabreuva_apa cabreuva","brazil_sao paulo_cabreuva_apa cabreuva","-23.3009316901951","-47.0801193634617","locality","cnuc_ibge"
"884","Brazil","São Paulo","Cabreúva","APA CABREUVA","brazil_sao paulo_cabreuva_area protecao ambiental cabreuva","brazil_sao paulo_cabreuva_apa cabreuva","-23.3009316901951","-47.0801193634617","locality","cnuc_ibge"
"149","Brazil","São Paulo","Cabreúva","AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO","brazil_sao paulo_cabreuva_area protecao ambiental","brazil_sao paulo_cabreuva_area protecao ambiental","-23.2426093926282","-47.1517437039436","locality","cnuc_ibge"
"690","Brazil","São Paulo","Cabreúva","AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO","brazil_sao paulo_cabreuva_area protecao ambiental","brazil_sao paulo_cabreuva_area protecao ambiental","-23.2426093926282","-47.1517437039436","locality","cnuc_ibge"
"140","Brazil","São Paulo","Caçapava","APA DA SERRA DO PALMITAL","brazil_sao paulo_cacapava_apa serra palmital","brazil_sao paulo_cacapava_apa serra palmital","-23.0184202358773","-45.7684556194814","locality","cnuc_ibge"
"681","Brazil","São Paulo","Caçapava","APA DA SERRA DO PALMITAL","brazil_sao paulo_cacapava_area protecao ambiental serra palmital","brazil_sao paulo_cacapava_apa serra palmital","-23.0184202358773","-45.7684556194814","locality","cnuc_ibge"
"142","Brazil","São Paulo","Caçapava","REVIS DA MATA DA REPRESA","brazil_sao paulo_cacapava_revis mata represa","brazil_sao paulo_cacapava_revis mata represa","-23.007964303939","-45.7787080284515","locality","cnuc_ibge"
"683","Brazil","São Paulo","Caçapava","REVIS DA MATA DA REPRESA","brazil_sao paulo_cacapava_refugio vida silvestre mata represa","brazil_sao paulo_cacapava_revis mata represa","-23.007964303939","-45.7787080284515","locality","cnuc_ibge"
"54","Brazil","São Paulo","Cachoeira Paulista","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_cachoeira paulista_apa bacia paraiba sul","brazil_sao paulo_cachoeira paulista_apa bacia paraiba sul","-22.742939795598","-44.9426393363837","locality","cnuc_ibge"
