"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"55","Brazil","São Paulo","Cruzeiro","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_cruzeiro_apa bacia paraiba sul","brazil_sao paulo_cruzeiro_apa bacia paraiba sul","-22.4927617213475","-45.0450627591607","locality","cnuc_ibge"
"596","Brazil","São Paulo","Cruzeiro","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_cruzeiro_area protecao ambiental bacia paraiba sul","brazil_sao paulo_cruzeiro_apa bacia paraiba sul","-22.4927617213475","-45.0450627591607","locality","cnuc_ibge"
"2","Brazil","São Paulo","Cruzeiro","APA SERRA DA MANTIQUEIRA","brazil_sao paulo_cruzeiro_apa serra mantiqueira","brazil_sao paulo_cruzeiro_apa serra mantiqueira","-22.5026160366813","-45.0310073659723","locality","cnuc_ibge"
"543","Brazil","São Paulo","Cruzeiro","APA SERRA DA MANTIQUEIRA","brazil_sao paulo_cruzeiro_area protecao ambiental serra mantiqueira","brazil_sao paulo_cruzeiro_apa serra mantiqueira","-22.5026160366813","-45.0310073659723","locality","cnuc_ibge"
"319","Brazil","São Paulo","Cruzeiro","MNE MANTIQUEIRA PAULISTA","brazil_sao paulo_cruzeiro_mne mantiqueira paulista","brazil_sao paulo_cruzeiro_mne mantiqueira paulista","-22.5038771475422","-45.0383218168395","locality","cnuc_ibge"
"860","Brazil","São Paulo","Cruzeiro","MNE MANTIQUEIRA PAULISTA","brazil_sao paulo_cruzeiro_monumento natural estadual mantiqueira paulista","brazil_sao paulo_cruzeiro_mne mantiqueira paulista","-22.5038771475422","-45.0383218168395","locality","cnuc_ibge"
"127","Brazil","São Paulo","Cruzeiro","MONA MUNICIPAL DO PICO DO ITAGUARÉ","brazil_sao paulo_cruzeiro_mona municipal pico itaguare","brazil_sao paulo_cruzeiro_mona municipal pico itaguare","-22.4955684877549","-45.0734452786609","locality","cnuc_ibge"
"668","Brazil","São Paulo","Cruzeiro","MONA MUNICIPAL DO PICO DO ITAGUARÉ","brazil_sao paulo_cruzeiro_monumento natural municipal pico itaguare","brazil_sao paulo_cruzeiro_mona municipal pico itaguare","-22.4955684877549","-45.0734452786609","locality","cnuc_ibge"
"191","Brazil","São Paulo","Cruzeiro","RPPN GIGANTE DO ITAGUARÉ","brazil_sao paulo_cruzeiro_rppn gigante itaguare","brazil_sao paulo_cruzeiro_rppn gigante itaguare","-22.4931663196399","-45.0935484473843","locality","cnuc_ibge"
"732","Brazil","São Paulo","Cruzeiro","RPPN GIGANTE DO ITAGUARÉ","brazil_sao paulo_cruzeiro_reserva particular patrimonio natural gigante itaguare","brazil_sao paulo_cruzeiro_rppn gigante itaguare","-22.4931663196399","-45.0935484473843","locality","cnuc_ibge"
"516","Brazil","São Paulo","Cubatão","PE DA SERRA DO MAR","brazil_sao paulo_cubatao_pe serra mar","brazil_sao paulo_cubatao_pe serra mar","-23.8420550356381","-46.4083598582773","locality","cnuc_ibge"
"1057","Brazil","São Paulo","Cubatão","PE DA SERRA DO MAR","brazil_sao paulo_cubatao_parque estadual serra mar","brazil_sao paulo_cubatao_pe serra mar","-23.8420550356381","-46.4083598582773","locality","cnuc_ibge"
"322","Brazil","São Paulo","Cubatão","PNM COTIA-PARÁ","brazil_sao paulo_cubatao_pnm cotia para","brazil_sao paulo_cubatao_pnm cotia para","-23.9072774964354","-46.4315569689424","locality","cnuc_ibge"
"863","Brazil","São Paulo","Cubatão","PNM COTIA-PARÁ","brazil_sao paulo_cubatao_parque natural municipal cotia para","brazil_sao paulo_cubatao_pnm cotia para","-23.9072774964354","-46.4315569689424","locality","cnuc_ibge"
"218","Brazil","São Paulo","Cubatão","RPPN CARBOCLORO S/A","brazil_sao paulo_cubatao_rppn carbocloro s","brazil_sao paulo_cubatao_rppn carbocloro s","-23.8921635311567","-46.4421249969595","locality","cnuc_ibge"
"759","Brazil","São Paulo","Cubatão","RPPN CARBOCLORO S/A","brazil_sao paulo_cubatao_reserva particular patrimonio natural carbocloro s","brazil_sao paulo_cubatao_rppn carbocloro s","-23.8921635311567","-46.4421249969595","locality","cnuc_ibge"
"22","Brazil","São Paulo","Cunha","PARNA DA SERRA DA BOCAINA","brazil_sao paulo_cunha_parna serra bocaina","brazil_sao paulo_cunha_parna serra bocaina","-22.916786855273","-44.7025201584476","locality","cnuc_ibge"
"563","Brazil","São Paulo","Cunha","PARNA DA SERRA DA BOCAINA","brazil_sao paulo_cunha_parque nacional serra bocaina","brazil_sao paulo_cunha_parna serra bocaina","-22.916786855273","-44.7025201584476","locality","cnuc_ibge"
"517","Brazil","São Paulo","Cunha","PE DA SERRA DO MAR","brazil_sao paulo_cunha_pe serra mar","brazil_sao paulo_cunha_pe serra mar (nucleo cunha)","-23.2632878528952","-45.0601950859493","locality","cnuc_ibge"
"1058","Brazil","São Paulo","Cunha","PE DA SERRA DO MAR","brazil_sao paulo_cunha_parque estadual serra mar","brazil_sao paulo_cunha_pe serra mar (nucleo cunha)","-23.2632878528952","-45.0601950859493","locality","cnuc_ibge"
"534","Brazil","São Paulo","Diadema","PE DAS FONTES DO IPIRANGA","brazil_sao paulo_diadema_pe fontes ipiranga","brazil_sao paulo_diadema_pe fontes ipiranga","-23.6636806231293","-46.6253387705497","locality","cnuc_ibge"
"1075","Brazil","São Paulo","Diadema","PE DAS FONTES DO IPIRANGA","brazil_sao paulo_diadema_parque estadual fontes ipiranga","brazil_sao paulo_diadema_pe fontes ipiranga","-23.6636806231293","-46.6253387705497","locality","cnuc_ibge"
"354","Brazil","São Paulo","Dois Córregos","APA CUESTA CORUMBATAÍ","brazil_sao paulo_dois corregos_apa cuesta corumbatai","brazil_sao paulo_dois corregos_apa cuesta corumbatai","-22.4916621777892","-48.3218051678438","locality","cnuc_ibge"
"895","Brazil","São Paulo","Dois Córregos","APA CUESTA CORUMBATAÍ","brazil_sao paulo_dois corregos_area protecao ambiental cuesta corumbatai","brazil_sao paulo_dois corregos_apa cuesta corumbatai","-22.4916621777892","-48.3218051678438","locality","cnuc_ibge"
"486","Brazil","São Paulo","Dois Córregos","APA TANQUÃ-RIO PIRACICABA","brazil_sao paulo_dois corregos_apa tanqua rio piracicaba","brazil_sao paulo_dois corregos_apa tanqua rio piracicaba","-22.5924647044801","-48.2920228482351","locality","cnuc_ibge"
"1027","Brazil","São Paulo","Dois Córregos","APA TANQUÃ-RIO PIRACICABA","brazil_sao paulo_dois corregos_area protecao ambiental tanqua rio piracicaba","brazil_sao paulo_dois corregos_apa tanqua rio piracicaba","-22.5924647044801","-48.2920228482351","locality","cnuc_ibge"
"296","Brazil","São Paulo","Dracena","PE DO RIO PEIXE","brazil_sao paulo_dracena_pe rio peixe","brazil_sao paulo_dracena_pe rio peixe","-21.6221086627907","-51.6774965307192","locality","cnuc_ibge"
"837","Brazil","São Paulo","Dracena","PE DO RIO PEIXE","brazil_sao paulo_dracena_parque estadual rio peixe","brazil_sao paulo_dracena_pe rio peixe","-21.6221086627907","-51.6774965307192","locality","cnuc_ibge"
"435","Brazil","São Paulo","Duartina","APA RIO BATALHA","brazil_sao paulo_duartina_apa rio batalha","brazil_sao paulo_duartina_apa rio batalha","-22.333805184149","-49.3551989796659","locality","cnuc_ibge"
"976","Brazil","São Paulo","Duartina","APA RIO BATALHA","brazil_sao paulo_duartina_area protecao ambiental rio batalha","brazil_sao paulo_duartina_apa rio batalha","-22.333805184149","-49.3551989796659","locality","cnuc_ibge"
"428","Brazil","São Paulo","Eldorado","APA QUILOMBOS DO MÉDIO RIBEIRA","brazil_sao paulo_eldorado_apa quilombos medio ribeira","brazil_sao paulo_eldorado_apa quilombos medio ribeira","-24.5383975798104","-48.3567276727167","locality","cnuc_ibge"
"969","Brazil","São Paulo","Eldorado","APA QUILOMBOS DO MÉDIO RIBEIRA","brazil_sao paulo_eldorado_area protecao ambiental quilombos medio ribeira","brazil_sao paulo_eldorado_apa quilombos medio ribeira","-24.5383975798104","-48.3567276727167","locality","cnuc_ibge"
"446","Brazil","São Paulo","Eldorado","APA SERRA DO MAR","brazil_sao paulo_eldorado_apa serra mar","brazil_sao paulo_eldorado_apa serra mar","-24.4056681519828","-48.2126804120312","locality","cnuc_ibge"
"987","Brazil","São Paulo","Eldorado","APA SERRA DO MAR","brazil_sao paulo_eldorado_area protecao ambiental serra mar","brazil_sao paulo_eldorado_apa serra mar","-24.4056681519828","-48.2126804120312","locality","cnuc_ibge"
"76","Brazil","São Paulo","Eldorado","PE CAVERNA DO DIABO","brazil_sao paulo_eldorado_pe caverna diabo","brazil_sao paulo_eldorado_pe caverna diabo","-24.7061933964221","-48.3400644593983","locality","cnuc_ibge"
"617","Brazil","São Paulo","Eldorado","PE CAVERNA DO DIABO","brazil_sao paulo_eldorado_parque estadual caverna diabo","brazil_sao paulo_eldorado_pe caverna diabo","-24.7061933964221","-48.3400644593983","locality","cnuc_ibge"
"78","Brazil","São Paulo","Eldorado","PE INTERVALES","brazil_sao paulo_eldorado_pe intervales","brazil_sao paulo_eldorado_pe intervales","-24.2962786560033","-48.2246272041062","locality","cnuc_ibge"
"619","Brazil","São Paulo","Eldorado","PE INTERVALES","brazil_sao paulo_eldorado_parque estadual intervales","brazil_sao paulo_eldorado_pe intervales","-24.2962786560033","-48.2246272041062","locality","cnuc_ibge"
"510","Brazil","São Paulo","Estrela do Norte","RPPN VISTA BONITA","brazil_sao paulo_estrela norte_rppn vista bonita","brazil_sao paulo_estrela norte_rppn vista bonita","-22.5289517305443","-51.7669631727875","locality","cnuc_ibge"
"1051","Brazil","São Paulo","Estrela do Norte","RPPN VISTA BONITA","brazil_sao paulo_estrela norte_reserva particular patrimonio natural vista bonita","brazil_sao paulo_estrela norte_rppn vista bonita","-22.5289517305443","-51.7669631727875","locality","cnuc_ibge"
"17","Brazil","São Paulo","Euclides da Cunha Paulista","EEC MICO LEÃO PRETO","brazil_sao paulo_euclides cunha paulista_eec mico leao preto","brazil_sao paulo_euclides cunha paulista_eec mico leao preto","-22.4446180401711","-52.4987120181989","locality","cnuc_ibge"
"558","Brazil","São Paulo","Euclides da Cunha Paulista","EEC MICO LEÃO PRETO","brazil_sao paulo_euclides cunha paulista_estacao ecologica mico leao preto","brazil_sao paulo_euclides cunha paulista_eec mico leao preto","-22.4446180401711","-52.4987120181989","locality","cnuc_ibge"
"374","Brazil","São Paulo","Fartura","APA CUESTA PARAPANEMA","brazil_sao paulo_fartura_apa cuesta parapanema","brazil_sao paulo_fartura_apa cuesta parapanema","-23.3891667466451","-49.5224032417439","locality","cnuc_ibge"
"915","Brazil","São Paulo","Fartura","APA CUESTA PARAPANEMA","brazil_sao paulo_fartura_area protecao ambiental cuesta parapanema","brazil_sao paulo_fartura_apa cuesta parapanema","-23.3891667466451","-49.5224032417439","locality","cnuc_ibge"
"305","Brazil","São Paulo","Franco da Rocha","PE DO JUQUERY","brazil_sao paulo_franco rocha_pe juquery","brazil_sao paulo_franco rocha_parque estadual juquery","-23.3470887189618","-46.695073912679","locality","cnuc_ibge"
"846","Brazil","São Paulo","Franco da Rocha","PE DO JUQUERY","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery","-23.3470887189618","-46.695073912679","locality","cnuc_ibge"
"436","Brazil","São Paulo","Gália","APA RIO BATALHA","brazil_sao paulo_galia_apa rio batalha","brazil_sao paulo_galia_apa rio batalha","-22.2808246677339","-49.4726831671092","locality","cnuc_ibge"
"977","Brazil","São Paulo","Gália","APA RIO BATALHA","brazil_sao paulo_galia_area protecao ambiental rio batalha","brazil_sao paulo_galia_apa rio batalha","-22.2808246677339","-49.4726831671092","locality","cnuc_ibge"
"261","Brazil","São Paulo","Gália","EEC DOS CAETETUS","brazil_sao paulo_galia_eec caetetus","brazil_sao paulo_galia_eec caetetus","-22.4023155306692","-49.692975238224","locality","cnuc_ibge"
"802","Brazil","São Paulo","Gália","EEC DOS CAETETUS","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus","-22.4023155306692","-49.692975238224","locality","cnuc_ibge"
"242","Brazil","São Paulo","Garça","RPPN TRILHA COROADOS - FB","brazil_sao paulo_garca_rppn trilha coroados","brazil_sao paulo_garca_rppn trilha coroados","-22.1550691405002","-49.5288502953622","locality","cnuc_ibge"
"783","Brazil","São Paulo","Garça","RPPN TRILHA COROADOS - FB","brazil_sao paulo_garca_reserva particular patrimonio natural trilha coroados","brazil_sao paulo_garca_rppn trilha coroados","-22.1550691405002","-49.5288502953622","locality","cnuc_ibge"
"256","Brazil","São Paulo","Guaimbê","EEC DE MARÍLIA","brazil_sao paulo_guaimbe_eec marilia","brazil_sao paulo_guaimbe_eec marilia","-21.9530376628426","-49.9433820054617","locality","cnuc_ibge"
"797","Brazil","São Paulo","Guaimbê","EEC DE MARÍLIA","brazil_sao paulo_guaimbe_estacao ecologica marilia","brazil_sao paulo_guaimbe_eec marilia","-21.9530376628426","-49.9433820054617","locality","cnuc_ibge"
"215","Brazil","São Paulo","Guapiara","RPPN FAZENDA HORII","brazil_sao paulo_guapiara_rppn fazenda horii","brazil_sao paulo_guapiara_rppn fazenda horii","-24.2108200005659","-48.4604029104337","locality","cnuc_ibge"
"756","Brazil","São Paulo","Guapiara","RPPN FAZENDA HORII","brazil_sao paulo_guapiara_reserva particular patrimonio natural fazenda horii","brazil_sao paulo_guapiara_rppn fazenda horii","-24.2108200005659","-48.4604029104337","locality","cnuc_ibge"
"42","Brazil","São Paulo","Guaraçaí","PE DO AGUAPEÍ","brazil_sao paulo_guaracai_pe aguapei","brazil_sao paulo_guaracai_pe aguapei","-21.252441702184","-51.4023879786959","locality","cnuc_ibge"
"583","Brazil","São Paulo","Guaraçaí","PE DO AGUAPEÍ","brazil_sao paulo_guaracai_parque estadual aguapei","brazil_sao paulo_guaracai_pe aguapei","-21.252441702184","-51.4023879786959","locality","cnuc_ibge"
"482","Brazil","São Paulo","Guararema","APA SERRA DO ITAPETI","brazil_sao paulo_guararema_apa serra itapeti","brazil_sao paulo_guararema_apa serra itapeti","-23.4497818445191","-46.0944500192751","locality","cnuc_ibge"
"1023","Brazil","São Paulo","Guararema","APA SERRA DO ITAPETI","brazil_sao paulo_guararema_area protecao ambiental serra itapeti","brazil_sao paulo_guararema_apa serra itapeti","-23.4497818445191","-46.0944500192751","locality","cnuc_ibge"
"504","Brazil","São Paulo","Guararema","REVIS DO BICUDINHO","brazil_sao paulo_guararema_revis bicudinho","brazil_sao paulo_guararema_revis bicudinho","-23.4984167066604","-46.0355430056175","locality","cnuc_ibge"
"1045","Brazil","São Paulo","Guararema","REVIS DO BICUDINHO","brazil_sao paulo_guararema_refugio vida silvestre bicudinho","brazil_sao paulo_guararema_revis bicudinho","-23.4984167066604","-46.0355430056175","locality","cnuc_ibge"
"56","Brazil","São Paulo","Guaratinguetá","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_guaratingueta_apa bacia paraiba sul","brazil_sao paulo_guaratingueta_apa bacia paraiba sul","-22.7174900074235","-45.3469249808477","locality","cnuc_ibge"
"597","Brazil","São Paulo","Guaratinguetá","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_guaratingueta_area protecao ambiental bacia paraiba sul","brazil_sao paulo_guaratingueta_apa bacia paraiba sul","-22.7174900074235","-45.3469249808477","locality","cnuc_ibge"
"3","Brazil","São Paulo","Guaratinguetá","APA SERRA DA MANTIQUEIRA","brazil_sao paulo_guaratingueta_apa serra mantiqueira","brazil_sao paulo_guaratingueta_apa serra mantiqueira","-22.6916362544364","-45.3271994594456","locality","cnuc_ibge"
"544","Brazil","São Paulo","Guaratinguetá","APA SERRA DA MANTIQUEIRA","brazil_sao paulo_guaratingueta_area protecao ambiental serra mantiqueira","brazil_sao paulo_guaratingueta_apa serra mantiqueira","-22.6916362544364","-45.3271994594456","locality","cnuc_ibge"
"207","Brazil","São Paulo","Guaratinguetá","RPPN SÍTIO MANACA","brazil_sao paulo_guaratingueta_rppn sitio manaca","brazil_sao paulo_guaratingueta_rppn sitio manaca","-22.6804963469736","-45.2644295281758","locality","cnuc_ibge"
"748","Brazil","São Paulo","Guaratinguetá","RPPN SÍTIO MANACA","brazil_sao paulo_guaratingueta_reserva particular patrimonio natural sitio manaca","brazil_sao paulo_guaratingueta_rppn sitio manaca","-22.6804963469736","-45.2644295281758","locality","cnuc_ibge"
"367","Brazil","São Paulo","Guareí","APA CUESTA GUARANI","brazil_sao paulo_guarei_apa cuesta guarani","brazil_sao paulo_guarei_apa cuesta guarani","-23.318524902193","-48.2433910184702","locality","cnuc_ibge"
"908","Brazil","São Paulo","Guareí","APA CUESTA GUARANI","brazil_sao paulo_guarei_area protecao ambiental cuesta guarani","brazil_sao paulo_guarei_apa cuesta guarani","-23.318524902193","-48.2433910184702","locality","cnuc_ibge"
"132","Brazil","São Paulo","Guareí","EEC DE ANGATUBA","brazil_sao paulo_guarei_eec angatuba","brazil_sao paulo_guarei_eec angatuba","-23.4109070630101","-48.3386911059944","locality","cnuc_ibge"
"673","Brazil","São Paulo","Guareí","EEC DE ANGATUBA","brazil_sao paulo_guarei_estacao ecologica angatuba","brazil_sao paulo_guarei_eec angatuba","-23.4109070630101","-48.3386911059944","locality","cnuc_ibge"
"177","Brazil","São Paulo","Guarujá","APA DA SERRA DE SANTO AMARO","brazil_sao paulo_guaruja_apa serra santo amaro","brazil_sao paulo_guaruja_apa serra santo amaro","-23.9507381256308","-46.2271028836914","locality","cnuc_ibge"
"718","Brazil","São Paulo","Guarujá","APA DA SERRA DE SANTO AMARO","brazil_sao paulo_guaruja_area protecao ambiental serra santo amaro","brazil_sao paulo_guaruja_apa serra santo amaro","-23.9507381256308","-46.2271028836914","locality","cnuc_ibge"
"165","Brazil","São Paulo","Guarujá","APA MUNICIPAL DA SERRA DO GUARARU","brazil_sao paulo_guaruja_apa municipal serra guararu","brazil_sao paulo_guaruja_apa municipal serra guararu","-23.8995763640005","-46.1707270599024","locality","cnuc_ibge"
"706","Brazil","São Paulo","Guarujá","APA MUNICIPAL DA SERRA DO GUARARU","brazil_sao paulo_guaruja_area protecao ambiental municipal serra guararu","brazil_sao paulo_guaruja_apa municipal serra guararu","-23.8995763640005","-46.1707270599024","locality","cnuc_ibge"
"148","Brazil","São Paulo","Guarujá","RPPN MARINA DO CONDE","brazil_sao paulo_guaruja_rppn marina conde","brazil_sao paulo_guaruja_rppn marina conde","-23.8731158576444","-46.149626066523","locality","cnuc_ibge"
"689","Brazil","São Paulo","Guarujá","RPPN MARINA DO CONDE","brazil_sao paulo_guaruja_rppn marina conde","brazil_sao paulo_guaruja_rppn marina conde","-23.8731158576444","-46.149626066523","locality","cnuc_ibge"
"57","Brazil","São Paulo","Guarulhos","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_guarulhos_apa bacia paraiba sul","brazil_sao paulo_guarulhos_apa bacia paraiba sul","-23.3292333814986","-46.3821488874627","locality","cnuc_ibge"
"598","Brazil","São Paulo","Guarulhos","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_guarulhos_area protecao ambiental bacia paraiba sul","brazil_sao paulo_guarulhos_apa bacia paraiba sul","-23.3292333814986","-46.3821488874627","locality","cnuc_ibge"
"124","Brazil","São Paulo","Guarulhos","APA DO CABUÇU TANQUE GRANDE","brazil_sao paulo_guarulhos_apa cabucu tanque grande","brazil_sao paulo_guarulhos_apa cabucu tanque grande","-23.39415966088","-46.5027630696268","locality","cnuc_ibge"
"665","Brazil","São Paulo","Guarulhos","APA DO CABUÇU TANQUE GRANDE","brazil_sao paulo_guarulhos_area protecao ambiental cabucu tanque grande","brazil_sao paulo_guarulhos_apa cabucu tanque grande","-23.39415966088","-46.5027630696268","locality","cnuc_ibge"
"468","Brazil","São Paulo","Guarulhos","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_guarulhos_apa varzea rio tiete","brazil_sao paulo_guarulhos_apa varzea rio tiete","-23.480392923421","-46.4838354463789","locality","cnuc_ibge"
"1009","Brazil","São Paulo","Guarulhos","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_guarulhos_area protecao ambiental varzea rio tiete","brazil_sao paulo_guarulhos_apa varzea rio tiete","-23.480392923421","-46.4838354463789","locality","cnuc_ibge"
"123","Brazil","São Paulo","Guarulhos","EEC DO TANQUE GRANDE","brazil_sao paulo_guarulhos_eec tanque grande","brazil_sao paulo_guarulhos_eec tanque grande","-23.3759550519358","-46.4711465482765","locality","cnuc_ibge"
"664","Brazil","São Paulo","Guarulhos","EEC DO TANQUE GRANDE","brazil_sao paulo_guarulhos_estacao ecologica tanque grande","brazil_sao paulo_guarulhos_eec tanque grande","-23.3759550519358","-46.4711465482765","locality","cnuc_ibge"
"493","Brazil","São Paulo","Guarulhos","FE DE GUARULHOS","brazil_sao paulo_guarulhos_fe guarulhos","brazil_sao paulo_guarulhos_fe guarulhos","-23.3346901489754","-46.3925896827688","locality","cnuc_ibge"
"1034","Brazil","São Paulo","Guarulhos","FE DE GUARULHOS","brazil_sao paulo_guarulhos_floresta estadual guarulhos","brazil_sao paulo_guarulhos_fe guarulhos","-23.3346901489754","-46.3925896827688","locality","cnuc_ibge"
"39","Brazil","São Paulo","Guarulhos","PE DA CANTAREIRA","brazil_sao paulo_guarulhos_pe cantareira","brazil_sao paulo_guarulhos_pe cantareira","-23.375346688805","-46.5107743263426","locality","cnuc_ibge"
"580","Brazil","São Paulo","Guarulhos","PE DA CANTAREIRA","brazil_sao paulo_guarulhos_parque estadual cantareira","brazil_sao paulo_guarulhos_pe cantareira","-23.375346688805","-46.5107743263426","locality","cnuc_ibge"
"91","Brazil","São Paulo","Guarulhos","PE DE ITABERABA","brazil_sao paulo_guarulhos_pe itaberaba","brazil_sao paulo_guarulhos_pe itaberaba","-23.329288322295","-46.3941648730353","locality","cnuc_ibge"
"632","Brazil","São Paulo","Guarulhos","PE DE ITABERABA","brazil_sao paulo_guarulhos_parque estadual itaberaba","brazil_sao paulo_guarulhos_pe itaberaba","-23.329288322295","-46.3941648730353","locality","cnuc_ibge"
"122","Brazil","São Paulo","Guarulhos","PNM DA CULTURA NEGRA - SÍTIO DA CANDINHA","brazil_sao paulo_guarulhos_sitio candinha","brazil_sao paulo_guarulhos_sitio candinha","-23.3924632896374","-46.4713849608474","locality","cnuc_ibge"
"663","Brazil","São Paulo","Guarulhos","PNM DA CULTURA NEGRA - SÍTIO DA CANDINHA","brazil_sao paulo_guarulhos_parque natural municipal cultura negra, sitio candinha","brazil_sao paulo_guarulhos_sitio candinha","-23.3924632896374","-46.4713849608474","locality","cnuc_ibge"
"105","Brazil","São Paulo","Guatapará","RPPN TOCA DA PACA","brazil_sao paulo_guatapara_rppn toca paca","brazil_sao paulo_guatapara_rppn toca paca","-21.4578418178185","-48.0772489522066","locality","cnuc_ibge"
"646","Brazil","São Paulo","Guatapará","RPPN TOCA DA PACA","brazil_sao paulo_guatapara_rppn toca paca","brazil_sao paulo_guatapara_rppn toca paca","-21.4578418178185","-48.0772489522066","locality","cnuc_ibge"
"232","Brazil","São Paulo","Holambra","RPPN ESTÂNCIA JATOBÁ","brazil_sao paulo_holambra_rppn estancia jatoba","brazil_sao paulo_holambra_rppn estancia jatoba","-22.6585343109774","-47.0356156453297","locality","cnuc_ibge"
"773","Brazil","São Paulo","Holambra","RPPN ESTÂNCIA JATOBÁ","brazil_sao paulo_holambra_reserva particular patrimonio natural estancia jatoba","brazil_sao paulo_holambra_rppn estancia jatoba","-22.6585343109774","-47.0356156453297","locality","cnuc_ibge"
"117","Brazil","São Paulo","Hortolândia","APA DO CAMPO GRANDE","brazil_sao paulo_hortolandia_apa campo grande","brazil_sao paulo_hortolandia_apa campo grande","-22.9078118125833","-47.2231755488061","locality","cnuc_ibge"
"658","Brazil","São Paulo","Hortolândia","APA DO CAMPO GRANDE","brazil_sao paulo_hortolandia_area protecao ambiental campo grande","brazil_sao paulo_hortolandia_apa campo grande","-22.9078118125833","-47.2231755488061","locality","cnuc_ibge"
"384","Brazil","São Paulo","Ibitinga","APA IBITINGA","brazil_sao paulo_ibitinga_apa ibitinga","brazil_sao paulo_ibitinga_apa ibitinga","-21.7928039730388","-48.8479330011225","locality","cnuc_ibge"
"925","Brazil","São Paulo","Ibitinga","APA IBITINGA","brazil_sao paulo_ibitinga_area protecao ambiental ibitinga","brazil_sao paulo_ibitinga_apa ibitinga","-21.7928039730388","-48.8479330011225","locality","cnuc_ibge"
"389","Brazil","São Paulo","Ibiúna","APA ITUPARARANGA","brazil_sao paulo_ibiuna_apa itupararanga","brazil_sao paulo_ibiuna_apa itupararanga","-23.7182978517011","-47.2009025939764","locality","cnuc_ibge"
"930","Brazil","São Paulo","Ibiúna","APA ITUPARARANGA","brazil_sao paulo_ibiuna_area protecao ambiental itupararanga","brazil_sao paulo_ibiuna_apa itupararanga","-23.7182978517011","-47.2009025939764","locality","cnuc_ibge"
"27","Brazil","São Paulo","Ibiúna","PE DO JURUPARÁ","brazil_sao paulo_ibiuna_pe jurupara","brazil_sao paulo_ibiuna_pe jurupara","-23.9489224971198","-47.2960848755968","locality","cnuc_ibge"
"568","Brazil","São Paulo","Ibiúna","PE DO JURUPARÁ","brazil_sao paulo_ibiuna_parque estadual jurupara","brazil_sao paulo_ibiuna_pe jurupara","-23.9489224971198","-47.2960848755968","locality","cnuc_ibge"
"246","Brazil","São Paulo","Ibiúna","RPPN CRUZ PRETA","brazil_sao paulo_ibiuna_rppn cruz preta","brazil_sao paulo_ibiuna_rppn cruz preta","-23.8460897238523","-47.2446585169237","locality","cnuc_ibge"
"787","Brazil","São Paulo","Ibiúna","RPPN CRUZ PRETA","brazil_sao paulo_ibiuna_reserva particular patrimonio natural cruz preta","brazil_sao paulo_ibiuna_rppn cruz preta","-23.8460897238523","-47.2446585169237","locality","cnuc_ibge"
"58","Brazil","São Paulo","Igaratá","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_igarata_apa bacia paraiba sul","brazil_sao paulo_igarata_apa bacia paraiba sul","-23.184237082157","-46.1590168715121","locality","cnuc_ibge"
"599","Brazil","São Paulo","Igaratá","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_igarata_area protecao ambiental bacia paraiba sul","brazil_sao paulo_igarata_apa bacia paraiba sul","-23.184237082157","-46.1590168715121","locality","cnuc_ibge"
"238","Brazil","São Paulo","Igaratá","RPPN FAZENDA SAN MICHELE","brazil_sao paulo_igarata_rppn fazenda san michele","brazil_sao paulo_igarata_rppn fazenda san michele","-23.086745775104","-46.1057308073513","locality","cnuc_ibge"
"779","Brazil","São Paulo","Igaratá","RPPN FAZENDA SAN MICHELE","brazil_sao paulo_igarata_reserva particular patrimonio natural fazenda san michele","brazil_sao paulo_igarata_rppn fazenda san michele","-23.086745775104","-46.1057308073513","locality","cnuc_ibge"
"10","Brazil","São Paulo","Iguape","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_iguape_apa cananeia iguape peruibe","brazil_sao paulo_iguape_apa cananeia iguape peruibe","-24.5109451751879","-47.3776668522878","locality","cnuc_ibge"
"551","Brazil","São Paulo","Iguape","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_iguape_area protecao ambiental cananeia iguape peruibe","brazil_sao paulo_iguape_apa cananeia iguape peruibe","-24.5109451751879","-47.3776668522878","locality","cnuc_ibge"
"385","Brazil","São Paulo","Iguape","APA ILHA COMPRIDA","brazil_sao paulo_iguape_apa ilha comprida","brazil_sao paulo_iguape_apa ilha comprida","-24.7331405043554","-47.5552261750135","locality","cnuc_ibge"
