"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"REFÚGIO DE VIDA SILVESTRE TABULEIRO DO EMBAUBAL","Brazil","Pará","SENADOR JOSÉ PORFÍRIO (PA)","Proteção Integral","3.478","cnuc_2025_08.csv","REVIS","REVIS_TABULEIRO_DO_EMBAUBAL"
"REFÚGIO DE VIDA SILVESTRE TATU-BOLA","Brazil","Pernambuco","LAGOA GRANDE (PE) - PETROLINA (PE) - SANTA MARIA DA BOA VISTA (PE)","Proteção Integral","3.318","cnuc_2025_08.csv","REVIS","REVIS_TATU-BOLA"
"REFÚGIO DE VIDA SILVESTRE UNA","Brazil","Bahia","ILHÉUS (BA) - UNA (BA)","Proteção Integral","1.88","cnuc_2025_08.csv","REVIS","REVIS_UNA"
"REFÚGIO DE VIDA SILVESTRE VALE DOS PURIS","Brazil","Rio de Janeiro","VOLTA REDONDA (RJ)","Proteção Integral","4.957","cnuc_2025_08.csv","REVIS","REVIS_VALE_DOS_PURIS"
"REFÚGIO DE VIDA SILVESTRE VENTANIA","Brazil","Rio de Janeiro","MIRACEMA (RJ)","Proteção Integral","1.945","cnuc_2025_08.csv","REVIS","REVIS_VENTANIA"
"REFÚGIO DE VIDA SILVESTRE VEREDAS DO OESTE BAIANO","Brazil","Bahia","COCOS (BA) - JABORANDI (BA)","Proteção Integral","219","cnuc_2025_08.csv","REVIS","REVIS_VEREDAS_DO_OESTE_BAIANO"
"REFÚGIO ESTADUAL DE VIDA SILVESTRE LIBÉLULAS DA SERRA DE SÃO JOSÉ","Brazil","Minas Gerais","CORONEL XAVIER CHAVES (MG) - PRADOS (MG) - SANTA CRUZ DE MINAS (MG) - SÃO JOÃO DEL REI (MG) - TIRADENTES (MG)","Proteção Integral","937","cnuc_2025_08.csv",NA,"REFUGIO_ESTADUAL_DE_VIDA_SILVESTRE_LIBELULAS_DA_SERRA_DE_SAO_JOSE"
"REFÚGIO ESTADUAL DE VIDA SILVESTRE MATA DOS MURIQUIS","Brazil","Minas Gerais","SANTA MARIA DO SALTO (MG)","Proteção Integral","1.774","cnuc_2025_08.csv",NA,"REFUGIO_ESTADUAL_DE_VIDA_SILVESTRE_MATA_DOS_MURIQUIS"
"REFÚGIO ESTADUAL DE VIDA SILVESTRE RIO PANDEIROS","Brazil","Minas Gerais","JANUÁRIA (MG)","Proteção Integral","892","cnuc_2025_08.csv",NA,"REFUGIO_ESTADUAL_DE_VIDA_SILVESTRE_RIO_PANDEIROS"
"RESERVA BIOLÓGICA (REBIO) MATA DOS GUANANDIS - SIMFLOR I","Brazil","Santa Catarina","ITAPOÁ (SC)","Proteção Integral","4.941","cnuc_2025_08.csv","REBIO","REBIO_(REBIO)_MATA_DOS_GUANANDIS_-_SIMFLOR_I"
"RESERVA BIOLÓGICA (REBIO) MATA DOS GUANANDIS - SIMFLOR II","Brazil","Santa Catarina","ITAPOÁ (SC)","Proteção Integral","5.105","cnuc_2025_08.csv","REBIO","REBIO_(REBIO)_MATA_DOS_GUANANDIS_-_SIMFLOR_II"
"RESERVA BIOLÓGICA ABUFARI","Brazil","Amazonas","TAPAUÁ (AM)","Proteção Integral","194","cnuc_2025_08.csv","REBIO","REBIO_ABUFARI"
"RESERVA BIOLÓGICA ANDRADINA","Brazil","São Paulo","ANDRADINA (SP)","Proteção Integral","2.589","cnuc_2025_08.csv","REBIO","REBIO_ANDRADINA"
"RESERVA BIOLÓGICA ARARAS","Brazil","Rio de Janeiro","MIGUEL PEREIRA (RJ) - PETRÓPOLIS (RJ)","Proteção Integral","1.483","cnuc_2025_08.csv","REBIO","REBIO_ARARAS"
"RESERVA BIOLÓGICA ARAUCÁRIAS","Brazil","Paraná","FERNANDES PINHEIRO (PR) - IMBITUVA (PR) - IPIRANGA (PR) - TEIXEIRA SOARES (PR)","Proteção Integral","276","cnuc_2025_08.csv","REBIO","REBIO_ARAUCARIAS"
"RESERVA BIOLOGICA ARCO VERDE","Brazil","Mato Grosso","RONDONÓPOLIS (MT)","Proteção Integral","4.84","cnuc_2025_08.csv",NA,"RESERVA_BIOLOGICA_ARCO_VERDE"
"RESERVA BIOLÓGICA ATOL DAS ROCAS","Brazil","Rio Grande do Norte","NATAL (RN)","Proteção Integral","203","cnuc_2025_08.csv","REBIO","REBIO_ATOL_DAS_ROCAS"
"RESERVA BIOLÓGICA AUGUSTO RUSCHI","Brazil","Espírito Santo","SANTA TERESA (ES)","Proteção Integral","191","cnuc_2025_08.csv","REBIO","REBIO_AUGUSTO_RUSCHI"
"RESERVA BIOLÓGICA BIOPAMPA","Brazil","Rio Grande do Sul","CANDIOTA (RS)","Proteção Integral","2.922","cnuc_2025_08.csv","REBIO","REBIO_BIOPAMPA"
"RESERVA BIOLÓGICA BOM JESUS","Brazil","Paraná","ANTONINA (PR) - GUARAQUEÇABA (PR) - PARANAGUÁ (PR)","Proteção Integral","2.634","cnuc_2025_08.csv","REBIO","REBIO_BOM_JESUS"
"RESERVA BIOLÓGICA BREJO JARDIM E ORQUÍDEAS","Brazil","Rio de Janeiro","ARRAIAL DO CABO (RJ)","Proteção Integral","1.85","cnuc_2025_08.csv","REBIO","REBIO_BREJO_JARDIM_E_ORQUIDEAS"
"RESERVA BIOLÓGICA CERRADÃO","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.647","cnuc_2025_08.csv","REBIO","REBIO_CERRADAO"
"RESERVA BIOLÓGICA COMBOIOS","Brazil","Espírito Santo","ARACRUZ (ES) - LINHARES (ES)","Proteção Integral","195","cnuc_2025_08.csv","REBIO","REBIO_COMBOIOS"
"RESERVA BIOLÓGICA CONTAGEM","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","192","cnuc_2025_08.csv","REBIO","REBIO_CONTAGEM"
"RESERVA BIOLÓGICA CÓRREGO DO VEADO","Brazil","Espírito Santo","PINHEIROS (ES)","Proteção Integral","204","cnuc_2025_08.csv","REBIO","REBIO_CORREGO_DO_VEADO"
"RESERVA BIOLÓGICA CÓRREGO GRANDE","Brazil","Espírito Santo","CONCEIÇÃO DA BARRA (ES)","Proteção Integral","205","cnuc_2025_08.csv","REBIO","REBIO_CORREGO_GRANDE"
"RESERVA BIOLÓGICA CULUENE","Brazil","Mato Grosso","PARANATINGA (MT)","Proteção Integral","457","cnuc_2025_08.csv","REBIO","REBIO_CULUENE"
"RESERVA BIOLOGICA DA SERRA DE SANTA RITA MITZI BRANDAO","Brazil","Minas Gerais","SANTA RITA DO SAPUCAÍ (MG)","Proteção Integral","3.061","cnuc_2025_08.csv",NA,"RESERVA_BIOLOGICA_DA_SERRA_DE_SANTA_RITA_MITZI_BRANDAO"
"RESERVA BIOLÓGICA DÁRVIN JOÃO GEREMIA","Brazil","Rio Grande do Sul","BENTO GONÇALVES (RS)","Proteção Integral","3.791","cnuc_2025_08.csv","REBIO","REBIO_DARVIN_JOAO_GEREMIA"
"RESERVA BIOLOGICA DE APIAÍ","Brazil","São Paulo","APIAÍ (SP)",NA,"0270.35.2629","relatorio_ucs_05_06_2025_saopaulo.csv",NA,"RESERVA_BIOLOGICA_DE_APIAI"
"RESERVA BIOLOGICA DO DINDI","Brazil","Rio de Janeiro","SÃO JOSÉ DO VALE DO RIO PRETO (RJ)","Proteção Integral","4.938","cnuc_2025_08.csv",NA,"RESERVA_BIOLOGICA_DO_DINDI"
"RESERVA BIOLÓGICA DUAS BOCAS","Brazil","Espírito Santo","CARIACICA (ES) - SANTA LEOPOLDINA (ES) - VIANA (ES)","Proteção Integral","1.667","cnuc_2025_08.csv","REBIO","REBIO_DUAS_BOCAS"
"RESERVA BIOLÓGICA ESTADUAL DA BIODIVERSIDADE COP9 MOP4","Brazil","Paraná","CASTRO (PR)","Proteção Integral","3.333","cnuc_2025_08.csv","REBIO","REBIO_ESTADUAL_DA_BIODIVERSIDADE_COP9_MOP4"
"RESERVA BIOLÓGICA ESTADUAL DA CANELA PRETA","Brazil","Santa Catarina","BOTUVERÁ (SC) - NOVA TRENTO (SC)","Proteção Integral","3.926","cnuc_2025_08.csv","REBIO","REBIO_ESTADUAL_DA_CANELA_PRETA"
"RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL","Brazil","Rio de Janeiro","ANGRA DOS REIS (RJ)","Proteção Integral","728","cnuc_2025_08.csv","REBIO","REBIO_ESTADUAL_DA_PRAIA_DO_SUL"
"RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA","Brazil","Rio de Janeiro","RIO DE JANEIRO (RJ)","Proteção Integral","1.482","cnuc_2025_08.csv","REBIO","REBIO_ESTADUAL_DE_GUARATIBA"
"RESERVA BIOLÓGICA ESTADUAL DO AGUAÍ","Brazil","Santa Catarina","MORRO GRANDE (SC) - NOVA VENEZA (SC) - SIDERÓPOLIS (SC) - TREVISO (SC)","Proteção Integral","781","cnuc_2025_08.csv","REBIO","REBIO_ESTADUAL_DO_AGUAI"
"RESERVA BIOLOGICA ESTADUAL DO SASSAFRAS","Brazil","Santa Catarina","BENEDITO NOVO (SC) - DOUTOR PEDRINHO (SC)","Proteção Integral","1.83","cnuc_2025_08.csv",NA,"RESERVA_BIOLOGICA_ESTADUAL_DO_SASSAFRAS"
"RESERVA BIOLÓGICA ESTADUAL MATA PALUDOSA","Brazil","Rio Grande do Sul","ITATI (RS)","Proteção Integral","2.008","cnuc_2025_08.csv","REBIO","REBIO_ESTADUAL_MATA_PALUDOSA"
"RESERVA BIOLÓGICA GAMA","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.656","cnuc_2025_08.csv","REBIO","REBIO_GAMA"
"RESERVA BIOLÓGICA GUAPORÉ","Brazil","Rondônia","ALTA FLORESTA D'OESTE (RO) - SÃO FRANCISCO DO GUAPORÉ (RO) - SÃO MIGUEL DO GUAPORÉ (RO)","Proteção Integral","206","cnuc_2025_08.csv","REBIO","REBIO_GUAPORE"
"RESERVA BIOLÓGICA GUARÁ","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.655","cnuc_2025_08.csv","REBIO","REBIO_GUARA"
"RESERVA BIOLÓGICA GUARIBAS","Brazil","Paraíba","MAMANGUAPE (PB) - RIO TINTO (PB)","Proteção Integral","196","cnuc_2025_08.csv","REBIO","REBIO_GUARIBAS"
"RESERVA BIOLÓGICA GURUPI","Brazil","Maranhão","BOM JARDIM (MA) - CENTRO NOVO DO MARANHÃO (MA) - SÃO JOÃO DO CARÚ (MA)","Proteção Integral","207","cnuc_2025_08.csv","REBIO","REBIO_GURUPI"
"RESERVA BIOLÓGICA IBICUÍ MIRIM","Brazil","Rio Grande do Sul","ITAARA (RS) - SÃO MARTINHO DA SERRA (RS)","Proteção Integral","3.799","cnuc_2025_08.csv","REBIO","REBIO_IBICUI_MIRIM"
"RESERVA BIOLÓGICA IBIRAPUITÃ","Brazil","Rio Grande do Sul","ALEGRETE (RS)","Proteção Integral","2.007","cnuc_2025_08.csv","REBIO","REBIO_IBIRAPUITA"
"RESERVA BIOLÓGICA JAÍBA","Brazil","Minas Gerais","MATIAS CARDOSO (MG)","Proteção Integral","415","cnuc_2025_08.csv","REBIO","REBIO_JAIBA"
"RESERVA BIOLÓGICA JARU","Brazil","Rondônia","JI-PARANÁ (RO) - MACHADINHO D'OESTE (RO) - VALE DO ANARI (RO)","Proteção Integral","208","cnuc_2025_08.csv","REBIO","REBIO_JARU"
"RESERVA BIOLÓGICA LAGO PIRATUBA","Brazil","Amapá","AMAPÁ (AP) - TARTARUGALZINHO (AP)","Proteção Integral","209","cnuc_2025_08.csv","REBIO","REBIO_LAGO_PIRATUBA"
"RESERVA BIOLÓGICA LAMI JOSÉ LUTZENBERGER","Brazil","Rio Grande do Sul","PORTO ALEGRE (RS)","Proteção Integral","4.436","cnuc_2025_08.csv","REBIO","REBIO_LAMI_JOSE_LUTZENBERGER"
"RESERVA BIOLÓGICA MAICURU","Brazil","Pará","ALMEIRIM (PA) - MONTE ALEGRE (PA)","Proteção Integral","1.033","cnuc_2025_08.csv","REBIO","REBIO_MAICURU"
"RESERVA BIOLÓGICA MANICORÉ","Brazil","Amazonas","MANICORÉ (AM) - NOVO ARIPUANÃ (AM)","Proteção Integral","3.411","cnuc_2025_08.csv","REBIO","REBIO_MANICORE"
"RESERVA BIOLÓGICA MARINHA DO ARVOREDO","Brazil","Santa Catarina","BOMBINHAS (SC) - FLORIANÓPOLIS (SC) - GOVERNADOR CELSO RAMOS (SC)","Proteção Integral","214","cnuc_2025_08.csv","REBIO","REBIO_MARINHA_DO_ARVOREDO"
"RESERVA BIOLÓGICA MATA ESCURA","Brazil","Minas Gerais","ALMENARA (MG) - JEQUITINHONHA (MG)","Proteção Integral","193","cnuc_2025_08.csv","REBIO","REBIO_MATA_ESCURA"
"RESERVA BIOLÓGICA MATO GRANDE","Brazil","Rio Grande do Sul","ARROIO GRANDE (RS)","Proteção Integral","1.993","cnuc_2025_08.csv","REBIO","REBIO_MATO_GRANDE"
"RESERVA BIOLÓGICA MOGI-GUAÇU","Brazil","São Paulo","MOGI GUAÇU (SP)","Proteção Integral","4.922","cnuc_2025_08.csv","REBIO","REBIO_MOGI-GUACU"
"RESERVA BIOLÓGICA MORRO DOS SEIS LAGOS","Brazil","Amazonas","SÃO GABRIEL DA CACHOEIRA (AM)","Proteção Integral","1.011","cnuc_2025_08.csv","REBIO","REBIO_MORRO_DOS_SEIS_LAGOS"
"RESERVA BIOLÓGICA MUNICIPAL DA MATA DO BISPO","Brazil","Minas Gerais","ITABIRA (MG)","Proteção Integral","1.525","cnuc_2025_08.csv","REBIO","REBIO_MUNICIPAL_DA_MATA_DO_BISPO"
"RESERVA BIOLÓGICA MUNICIPAL DA SERRA DO JAPI","Brazil","São Paulo","JUNDIAÍ (SP)","Proteção Integral","2.246","cnuc_2025_08.csv","REBIO","REBIO_MUNICIPAL_DA_SERRA_DO_JAPI"
"RESERVA BIOLÓGICA MUNICIPAL DAS AVES","Brazil","Paraná","PAULA FREITAS (PR)","Proteção Integral","4.22","cnuc_2025_08.csv","REBIO","REBIO_MUNICIPAL_DAS_AVES"
"RESERVA BIOLÓGICA MUNICIPAL EDUARDO SONNENSTRAHL","Brazil","Paraná","UNIÃO DA VITÓRIA (PR)","Proteção Integral","5.127","cnuc_2025_08.csv","REBIO","REBIO_MUNICIPAL_EDUARDO_SONNENSTRAHL"
"RESERVA BIOLÓGICA NASCENTES DA SERRA DO CACHIMBO","Brazil","Pará","ALTAMIRA (PA) - NOVO PROGRESSO (PA)","Proteção Integral","216","cnuc_2025_08.csv","REBIO","REBIO_NASCENTES_DA_SERRA_DO_CACHIMBO"
"RESERVA BIOLÓGICA PARAZINHO","Brazil","Amapá","MACAPÁ (AP)","Proteção Integral","291","cnuc_2025_08.csv","REBIO","REBIO_PARAZINHO"
"RESERVA BIOLÓGICA PARQUE EQUITATIVA","Brazil","Rio de Janeiro","DUQUE DE CAXIAS (RJ)","Proteção Integral","3.23","cnuc_2025_08.csv","REBIO","REBIO_PARQUE_EQUITATIVA"
"RESERVA BIOLÓGICA PEDRA TALHADA","Brazil","AL, PE","CORRENTES (PE) - LAGOA DO OURO (PE) - QUEBRANGULO (AL)","Proteção Integral","197","cnuc_2025_08.csv","REBIO","REBIO_PEDRA_TALHADA"
"RESERVA BIOLÓGICA PEROBAS","Brazil","Paraná","CIANORTE (PR) - TUNEIRAS DO OESTE (PR)","Proteção Integral","275","cnuc_2025_08.csv","REBIO","REBIO_PEROBAS"
"RESERVA BIOLÓGICA PINHEIRO GROSSO","Brazil","Minas Gerais","BARBACENA (MG)","Proteção Integral","2.953","cnuc_2025_08.csv","REBIO","REBIO_PINHEIRO_GROSSO"
"RESERVA BIOLÓGICA POÇO DAS ANTAS","Brazil","Rio de Janeiro","SILVA JARDIM (RJ)","Proteção Integral","215","cnuc_2025_08.csv","REBIO","REBIO_POCO_DAS_ANTAS"
"RESERVA BIOLÓGICA RESISTÊNCIA POPULAR","Brazil","Mato Grosso","RONDONÓPOLIS (MT)","Proteção Integral","4.888","cnuc_2025_08.csv","REBIO","REBIO_RESISTENCIA_POPULAR"
"RESERVA BIOLÓGICA RIO DESCOBERTO","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.657","cnuc_2025_08.csv","REBIO","REBIO_RIO_DESCOBERTO"
"RESERVA BIOLÓGICA RIO OURO PRETO","Brazil","Rondônia","GUAJARÁ-MIRIM (RO)","Proteção Integral","767","cnuc_2025_08.csv","REBIO","REBIO_RIO_OURO_PRETO"
"RESERVA BIOLÓGICA RIO TROMBETAS","Brazil","Pará","ORIXIMINÁ (PA)","Proteção Integral","210","cnuc_2025_08.csv","REBIO","REBIO_RIO_TROMBETAS"
"RESERVA BIOLÓGICA SALTINHO","Brazil","Pernambuco","RIO FORMOSO (PE) - TAMANDARÉ (PE)","Proteção Integral","198","cnuc_2025_08.csv","REBIO","REBIO_SALTINHO"
"RESERVA BIOLÓGICA SANTA ISABEL","Brazil","Sergipe","PACATUBA (SE) - PIRAMBU (SE)","Proteção Integral","199","cnuc_2025_08.csv","REBIO","REBIO_SANTA_ISABEL"
"RESERVA BIOLÓGICA SÃO CAMILO","Brazil","Paraná","PALOTINA (PR)","Proteção Integral","539","cnuc_2025_08.csv","REBIO","REBIO_SAO_CAMILO"
"RESERVA BIOLÓGICA SÃO DONATO","Brazil","Rio Grande do Sul","ITAQUI (RS) - MAÇAMBARÁ (RS)","Proteção Integral","2.009","cnuc_2025_08.csv","REBIO","REBIO_SAO_DONATO"
"RESERVA BIOLÓGICA SERRA AZUL","Brazil","Minas Gerais","JAÍBA (MG)","Proteção Integral","389","cnuc_2025_08.csv","REBIO","REBIO_SERRA_AZUL"
"RESERVA BIOLÓGICA SERRA GERAL","Brazil","Rio Grande do Sul","ITATI (RS) - MAQUINÉ (RS) - TERRA DE AREIA (RS)","Proteção Integral","2.01","cnuc_2025_08.csv","REBIO","REBIO_SERRA_GERAL"
"RESERVA BIOLÓGICA SERRA NEGRA","Brazil","Pernambuco","FLORESTA (PE) - INAJÁ (PE) - TACARATU (PE)","Proteção Integral","200","cnuc_2025_08.csv","REBIO","REBIO_SERRA_NEGRA"
"RESERVA BIOLÓGICA SOORETAMA","Brazil","Espírito Santo","JAGUARÉ (ES) - LINHARES (ES) - SOORETAMA (ES) - VILA VALÉRIO (ES)","Proteção Integral","201","cnuc_2025_08.csv","REBIO","REBIO_SOORETAMA"
"RESERVA BIOLÓGICA TAMBORÉ","Brazil","São Paulo","SANTANA DE PARNAÍBA (SP)","Proteção Integral","2.799","cnuc_2025_08.csv","REBIO","REBIO_TAMBORE"
"RESERVA BIOLÓGICA TAPIRAPÉ","Brazil","Pará","MARABÁ (PA) - SÃO FÉLIX DO XINGU (PA)","Proteção Integral","211","cnuc_2025_08.csv","REBIO","REBIO_TAPIRAPE"
"RESERVA BIOLÓGICA TINGUÁ","Brazil","Rio de Janeiro","DUQUE DE CAXIAS (RJ) - MIGUEL PEREIRA (RJ) - NOVA IGUAÇU (RJ) - PETRÓPOLIS (RJ)","Proteção Integral","212","cnuc_2025_08.csv","REBIO","REBIO_TINGUA"
"RESERVA BIOLÓGICA TRAÇADAL","Brazil","Rondônia","GUAJARÁ-MIRIM (RO)","Proteção Integral","770","cnuc_2025_08.csv","REBIO","REBIO_TRACADAL"
"RESERVA BIOLÓGICA UATUMÃ","Brazil","Amazonas","PRESIDENTE FIGUEIREDO (AM) - SÃO SEBASTIÃO DO UATUMÃ (AM) - URUCARÁ (AM)","Proteção Integral","213","cnuc_2025_08.csv","REBIO","REBIO_UATUMA"
"RESERVA BIOLÓGICA UNA","Brazil","Bahia","UNA (BA)","Proteção Integral","202","cnuc_2025_08.csv","REBIO","REBIO_UNA"
"RESERVA BIOLÓGICA UNIÃO","Brazil","Rio de Janeiro","CASIMIRO DE ABREU (RJ) - MACAÉ (RJ) - RIO DAS OSTRAS (RJ)","Proteção Integral","217","cnuc_2025_08.csv","REBIO","REBIO_UNIAO"
"RESERVA BIOLÓGICA VALE DAS PRINCESAS","Brazil","Rio de Janeiro","MIGUEL PEREIRA (RJ)","Proteção Integral","5.001","cnuc_2025_08.csv","REBIO","REBIO_VALE_DAS_PRINCESAS"
"RESERVA DE DESENVOLVIMENTO DE SUSTENTÁVEL DE ITATUPÃ-BAQUIÁ","Brazil","Pará",NA,"Uso Sustentável","0000.00.0218","DadosGeoestatisticos_UCs_21jul2025.csv",NA,"RESERVA_DE_DESENVOLVIMENTO_DE_SUSTENTAVEL_DE_ITATUPA-BAQUIA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ALCOBAÇA","Brazil","Pará","NOVO REPARTIMENTO (PA) - TUCURUÍ (PA)","Uso Sustentável","1.03","cnuc_2025_08.csv","RDS","RDS_ALCOBACA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ","Brazil","Amazonas","BARCELOS (AM) - COARI (AM) - CODAJÁS (AM) - MARAÃ (AM)","Uso Sustentável","981","cnuc_2025_08.csv","RDS","RDS_AMANA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ARIPUANÃ","Brazil","Amazonas","APUÍ (AM)","Uso Sustentável","982","cnuc_2025_08.csv","RDS","RDS_ARIPUANA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AVENTUREIRO","Brazil","Rio de Janeiro","ANGRA DOS REIS (RJ)","Uso Sustentável","723","cnuc_2025_08.csv","RDS","RDS_AVENTUREIRO"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARARATI","Brazil","Amazonas","APUÍ (AM)","Uso Sustentável","983","cnuc_2025_08.csv","RDS","RDS_BARARATI"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Brazil","São Paulo","PERUÍBE (SP)","Uso Sustentável","1.687","cnuc_2025_08.csv","RDS","RDS_BARRA_DO_UNA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARREIRO / ANHEMAS","Brazil","São Paulo","Registro",NA,NA,"UCs_IF.csv","RDS","RDS_BARREIRO_/_ANHEMAS"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BOM JARDIM","Brazil","Rondônia","PORTO VELHO (RO)","Uso Sustentável","4.454","cnuc_2025_08.csv","RDS","RDS_BOM_JARDIM"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CAMPINA","Brazil","Roraima","RORAINÓPOLIS (RR)","Uso Sustentável","4.914","cnuc_2025_08.csv","RDS","RDS_CAMPINA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CAMPO DAS MANGABAS","Brazil","Pará","MARACANÃ (PA)","Uso Sustentável","3.481","cnuc_2025_08.csv","RDS","RDS_CAMPO_DAS_MANGABAS"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CANUMÃ","Brazil","Amazonas","BORBA (AM)","Uso Sustentável","984","cnuc_2025_08.csv","RDS","RDS_CANUMA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CUJUBIM","Brazil","Amazonas","JUTAÍ (AM)","Uso Sustentável","985","cnuc_2025_08.csv","RDS","RDS_CUJUBIM"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DESPRAIADO","Brazil","São Paulo","IGUAPE (SP)","Uso Sustentável","1.689","cnuc_2025_08.csv","RDS","RDS_DESPRAIADO"
"RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA","Brazil","Amazonas","MANICORÉ (AM) - NOVO ARIPUANÃ (AM)","Uso Sustentável","1.977","cnuc_2025_08.csv",NA,"RESERVA_DE_DESENVOLVIMENTO_SUSTENTAVEL_DO_RIO_MADEIRA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ESTADUAL PONTA DO TUBARÃO","Brazil","Rio Grande do Norte","GUAMARÉ (RN) - MACAU (RN)","Uso Sustentável","1.468","cnuc_2025_08.csv","RDS","RDS_ESTADUAL_PONTA_DO_TUBARAO"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL FAXINAL BOM RETIRO","Brazil","Paraná","PINHÃO (PR)","Uso Sustentável","5.124","cnuc_2025_08.csv","RDS","RDS_FAXINAL_BOM_RETIRO"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL FAXINAL SÃO ROQUINHO","Brazil","Paraná","PINHÃO (PR)","Uso Sustentável","5.125","cnuc_2025_08.csv","RDS","RDS_FAXINAL_SAO_ROQUINHO"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL FOZ DO ITABAPOANA","Brazil","Espírito Santo","PRESIDENTE KENNEDY (ES)","Uso Sustentável","4.966","cnuc_2025_08.csv","RDS","RDS_FOZ_DO_ITABAPOANA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU","Brazil","Amazonas","BERURI (AM) - BORBA (AM) - MANICORÉ (AM)","Uso Sustentável","1.732","cnuc_2025_08.csv","RDS","RDS_IGAPO-ACU"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ILHA DO MORRO DO AMARAL","Brazil","Santa Catarina","JOINVILLE (SC)","Uso Sustentável","2.927","cnuc_2025_08.csv","RDS","RDS_ILHA_DO_MORRO_DO_AMARAL"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ITAPANHAPIMA","Brazil","São Paulo","CANANÉIA (SP)","Uso Sustentável","1.693","cnuc_2025_08.csv","RDS","RDS_ITAPANHAPIMA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ITAPARÁ - BOIAÇU","Brazil","Roraima","RORAINÓPOLIS (RR)","Uso Sustentável","4.385","cnuc_2025_08.csv","RDS","RDS_ITAPARA_-_BOIACU"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL JUMA","Brazil","Amazonas","MANICORÉ (AM) - NOVO ARIPUANÃ (AM)","Uso Sustentável","1.573","cnuc_2025_08.csv","RDS","RDS_JUMA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL LAVRAS","Brazil","São Paulo","CAJATI (SP)","Uso Sustentável","1.69","cnuc_2025_08.csv","RDS","RDS_LAVRAS"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL LIMOEIRO","Brazil","Rondônia","SÃO FRANCISCO DO GUAPORÉ (RO)","Uso Sustentável","4.426","cnuc_2025_08.csv","RDS","RDS_LIMOEIRO"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ","Brazil","Amazonas","MANAUS (AM) - TEFÉ (AM)","Uso Sustentável","986","cnuc_2025_08.csv","RDS","RDS_MAMIRAUA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MATUPIRI","Brazil","Amazonas","BORBA (AM)","Uso Sustentável","1.735","cnuc_2025_08.csv","RDS","RDS_MATUPIRI"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MUNICIPAL DO MANGUEZAL DE CARIACICA","Brazil","Espírito Santo","CARIACICA (ES)","Uso Sustentável","2.599","cnuc_2025_08.csv","RDS","RDS_MUNICIPAL_DO_MANGUEZAL_DE_CARIACICA"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MUNICIPAL PAPAGAIO","Brazil","Espírito Santo","ANCHIETA (ES)","Uso Sustentável","2.539","cnuc_2025_08.csv","RDS","RDS_MUNICIPAL_PAPAGAIO"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MUNICIPAL PIRAQUE-AÇÚ E PIRAQUE-MIRIM","Brazil","Espírito Santo","ARACRUZ (ES)","Uso Sustentável","2.919","cnuc_2025_08.csv","RDS","RDS_MUNICIPAL_PIRAQUE-ACU_E_PIRAQUE-MIRIM"
