"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA BONITA DE ADELANDIA","Brazil","Goiás","ADELÂNDIA (GO)","Uso Sustentável","3.608","cnuc_2025_08.csv","ARIE","ARIE_SERRA_BONITA_DE_ADELANDIA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DA ABELHA","Brazil","Santa Catarina","VITOR MEIRELES (SC)","Uso Sustentável","45","cnuc_2025_08.csv","ARIE","ARIE_SERRA_DA_ABELHA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ","Brazil","Bahia","ITABERABA (BA) - RUY BARBOSA (BA)","Uso Sustentável","300","cnuc_2025_08.csv","ARIE","ARIE_SERRA_DO_OROBO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO TIGRE","Brazil","Paraná","MALLET (PR)","Uso Sustentável","544","cnuc_2025_08.csv","ARIE","ARIE_SERRA_DO_TIGRE"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÍTIO CURIÓ","Brazil","Ceará","FORTALEZA (CE)","Uso Sustentável","1.932","cnuc_2025_08.csv","ARIE","ARIE_SITIO_CURIO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÍTIO GRANDE","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.285","cnuc_2025_08.csv","ARIE","ARIE_SITIO_GRANDE"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO TAMANDARÉ","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.286","cnuc_2025_08.csv","ARIE","ARIE_TAMANDARE"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO TORTO","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.768","cnuc_2025_08.csv","ARIE","ARIE_TORTO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO VILA ESTRUTURAL","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.651","cnuc_2025_08.csv","ARIE","ARIE_VILA_ESTRUTURAL"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE APA DA ILHA COMPRIDA","Brazil","São Paulo","ILHA COMPRIDA (SP)","Uso Sustentável","2.843","cnuc_2025_08.csv","ARIE","ARIE_ZVS_APA_DA_ILHA_COMPRIDA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZVS – APA ILHA COMPRIDA","Brazil","São Paulo","Iguape",NA,NA,"UCs_IF.csv","ARIE","ARIE_ZVS_–_APA_ILHA_COMPRIDA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO- ILHAS DO RIO PARAIBA DO SUL","Brazil","Rio de Janeiro","BARRA MANSA (RJ)","Uso Sustentável","1.631","cnuc_2025_08.csv","ARIE","ARIE-_ILHAS_DO_RIO_PARAIBA_DO_SUL"
"BARREIRO DAS ANTAS","Brazil","Pará","SÃO GERALDO DO ARAGUAIA (PA)","Uso Sustentável","5.07","cnuc_2025_08.csv",NA,"BARREIRO_DAS_ANTAS"
"ESTAÇÃO ECOLÓGICA ACAUÃ","Brazil","Minas Gerais","LEME DO PRADO (MG) - TURMALINA (MG)","Proteção Integral","1.756","cnuc_2025_08.csv","EEC","EEC_ACAUA"
"ESTAÇÃO ECOLÓGICA ÁGUA LIMPA","Brazil","Minas Gerais","CATAGUASES (MG)","Proteção Integral","383","cnuc_2025_08.csv","EEC","EEC_AGUA_LIMPA"
"ESTAÇÃO ECOLÓGICA ÁGUAS EMENDADAS","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.634","cnuc_2025_08.csv","EEC","EEC_AGUAS_EMENDADAS"
"ESTAÇÃO ECOLÓGICA AIUABA","Brazil","Ceará","AIUABA (CE)","Proteção Integral","48","cnuc_2025_08.csv","EEC","EEC_AIUABA"
"ESTAÇÃO ECOLÓGICA ALTO MAUÉS","Brazil","Amazonas","MAUÉS (AM)","Proteção Integral","3.131","cnuc_2025_08.csv","EEC","EEC_ALTO_MAUES"
"ESTAÇÃO ECOLÓGICA ANGATUBA","Brazil","São Paulo","ANGATUBA (SP) - GUAREÍ (SP)","Proteção Integral","2.936","cnuc_2025_08.csv","EEC","EEC_ANGATUBA"
"ESTAÇÃO ECOLÓGICA ARACURI-ESMERALDA","Brazil","Rio Grande do Sul","MUITOS CAPÕES (RS)","Proteção Integral","50","cnuc_2025_08.csv","EEC","EEC_ARACURI-ESMERALDA"
"ESTAÇÃO ECOLÓGICA ARARAQUARA","Brazil","São Paulo","Araraquara",NA,NA,"UCs_IF.csv","EEC","EEC_ARARAQUARA"
"ESTAÇÃO ECOLÓGICA ARÊDES","Brazil","Minas Gerais","ITABIRITO (MG)","Proteção Integral","2.611","cnuc_2025_08.csv","EEC","EEC_AREDES"
"ESTAÇÃO ECOLÓGICA ASSIS","Brazil","São Paulo","ASSIS (SP)","Proteção Integral","2.935","cnuc_2025_08.csv","EEC","EEC_ASSIS"
"ESTAÇÃO ECOLÓGICA AVARÉ","Brazil","São Paulo","AVARÉ (SP)","Proteção Integral","2.606","cnuc_2025_08.csv","EEC","EEC_AVARE"
"ESTAÇÃO ECOLÓGICA BANANAL","Brazil","São Paulo","BANANAL (SP)","Proteção Integral","820","cnuc_2025_08.csv","EEC","EEC_BANANAL"
"ESTAÇÃO ECOLÓGICA BANHADOS DE IGUAPE","Brazil","São Paulo","IGUAPE (SP)",NA,"0000.35.1970","relatorio_ucs_05_06_2025_saopaulo.csv","EEC","EEC_BANHADOS_DE_IGUAPE"
"ESTAÇÃO ECOLÓGICA BARREIRO RICO","Brazil","São Paulo","ANHEMBI (SP)","Proteção Integral","1.672","cnuc_2025_08.csv","EEC","EEC_BARREIRO_RICO"
"ESTAÇÃO ECOLÓGICA BAURU","Brazil","São Paulo","BAURU (SP)","Proteção Integral","909","cnuc_2025_08.csv","EEC","EEC_BAURU"
"ESTAÇÃO ECOLOGICA BITA E UTINGA","Brazil","Pernambuco","CABO DE SANTO AGOSTINHO (PE) - IPOJUCA (PE)","Proteção Integral","3.314","cnuc_2025_08.csv",NA,"ESTACAO_ECOLOGICA_BITA_E_UTINGA"
"ESTAÇÃO ECOLÓGICA BRÁULIO GUEDES DA SILVA","Brazil","São Paulo","SOROCABA (SP)","Proteção Integral","3.474","cnuc_2025_08.csv","EEC","EEC_BRAULIO_GUEDES_DA_SILVA"
"ESTAÇÃO ECOLÓGICA CAETÉS","Brazil","Pernambuco","PAULISTA (PE)","Proteção Integral","964","cnuc_2025_08.csv","EEC","EEC_CAETES"
"ESTAÇÃO ECOLÓGICA CAETETUS","Brazil","São Paulo","ALVINLÂNDIA (SP) - GÁLIA (SP)","Proteção Integral","857","cnuc_2025_08.csv","EEC","EEC_CAETETUS"
"ESTAÇÃO ECOLÓGICA CAIUÁ","Brazil","Paraná","DIAMANTE DO NORTE (PR)","Proteção Integral","3.047","cnuc_2025_08.csv","EEC","EEC_CAIUA"
"ESTAÇÃO ECOLÓGICA CAPIVARAS","Brazil","Rondônia","PORTO VELHO (RO)","Proteção Integral","4.603","cnuc_2025_08.csv","EEC","EEC_CAPIVARAS"
"ESTAÇÃO ECOLÓGICA CARIJÓS","Brazil","Santa Catarina","FLORIANÓPOLIS (SC)","Proteção Integral","52","cnuc_2025_08.csv","EEC","EEC_CARIJOS"
"ESTAÇÃO ECOLÓGICA CASTANHÃO","Brazil","Ceará","ALTO SANTO (CE) - IRACEMA (CE) - JAGUARIBARA (CE)","Proteção Integral","66","cnuc_2025_08.csv","EEC","EEC_CASTANHAO"
"ESTAÇÃO ECOLÓGICA CERCADINHO","Brazil","Minas Gerais","BELO HORIZONTE (MG)","Proteção Integral","936","cnuc_2025_08.csv","EEC","EEC_CERCADINHO"
"ESTAÇÃO ECOLÓGICA CHAPADA DA SERRA BRANCA","Brazil","Piauí","BREJO DO PIAUÍ (PI) - JUREMA (PI) - SÃO BRAZ DO PIAUÍ (PI) - SÃO RAIMUNDO NONATO (PI)","Proteção Integral","4.805","cnuc_2025_08.csv","EEC","EEC_CHAPADA_DA_SERRA_BRANCA"
"ESTAÇÃO ECOLÓGICA CHAPADA DE NOVA ROMA","Brazil","Goiás","NOVA ROMA (GO)","Proteção Integral","3.991","cnuc_2025_08.csv","EEC","EEC_CHAPADA_DE_NOVA_ROMA"
"ESTAÇÃO ECOLÓGICA CHAÚAS","Brazil","São Paulo","IGUAPE (SP)","Proteção Integral","817","cnuc_2025_08.csv","EEC","EEC_CHAUAS"
"ESTAÇÃO ECOLÓGICA CORUMBÁ","Brazil","Minas Gerais","ARCOS (MG) - PAINS (MG)","Proteção Integral","366","cnuc_2025_08.csv","EEC","EEC_CORUMBA"
"ESTAÇÃO ECOLÓGICA CUNIÃ","Brazil","AM, RO","CANUTAMA (AM) - HUMAITÁ (AM) - PORTO VELHO (RO)","Proteção Integral","53","cnuc_2025_08.csv","EEC","EEC_CUNIA"
"ESTAÇÃO ECOLÓGICA CURRAL DO MEIO","Brazil","Alagoas","SANTANA DO IPANEMA (AL)","Proteção Integral","4.043","cnuc_2025_08.csv","EEC","EEC_CURRAL_DO_MEIO"
"ESTAÇÃO ECOLÓGICA ESTADUAL ARATINGA","Brazil","Rio Grande do Sul","ITATI (RS) - SÃO FRANCISCO DE PAULA (RS)","Proteção Integral","1.995","cnuc_2025_08.csv","EEC","EEC_ESTADUAL_ARATINGA"
"ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA","Brazil","Rio de Janeiro","SÃO FRANCISCO DE ITABAPOANA (RJ)","Proteção Integral","1.481","cnuc_2025_08.csv","EEC","EEC_ESTADUAL_DE_GUAXINDIBA"
"ESTAÇÃO ECOLÓGICA FECHOS","Brazil","Minas Gerais","NOVA LIMA (MG)","Proteção Integral","384","cnuc_2025_08.csv","EEC","EEC_FECHOS"
"ESTAÇÃO ECOLÓGICA FERNANDES PINHEIRO","Brazil","Paraná","FERNANDES PINHEIRO (PR)","Proteção Integral","516","cnuc_2025_08.csv","EEC","EEC_FERNANDES_PINHEIRO"
"ESTAÇÃO ECOLÓGICA GOVERNADOR MARIO COVAS","Brazil","São Paulo","SOROCABA (SP)","Proteção Integral","3.25","cnuc_2025_08.csv","EEC","EEC_GOVERNADOR_MARIO_COVAS"
"ESTAÇÃO ECOLÓGICA GRÃO PARÁ","Brazil","Pará","ALENQUER (PA) - MONTE ALEGRE (PA) - ÓBIDOS (PA) - ORIXIMINÁ (PA)","Proteção Integral","1.034","cnuc_2025_08.csv","EEC","EEC_GRAO_PARA"
"ESTAÇÃO ECOLÓGICA GUANABARA","Brazil","Rio de Janeiro","GUAPIMIRIM (RJ) - ITABORAÍ (RJ)","Proteção Integral","263","cnuc_2025_08.csv","EEC","EEC_GUANABARA"
"ESTAÇÃO ECOLÓGICA GUARAGUAÇU","Brazil","Paraná","PARANAGUÁ (PR) - PONTAL DO PARANÁ (PR)","Proteção Integral","497","cnuc_2025_08.csv","EEC","EEC_GUARAGUACU"
"ESTAÇÃO ECOLÓGICA GUARAQUEÇABA","Brazil","Paraná","GUARAQUEÇABA (PR)","Proteção Integral","54","cnuc_2025_08.csv","EEC","EEC_GUARAQUECABA"
"ESTAÇÃO ECOLÓGICA IBICATU","Brazil","São Paulo","PIRACICABA (SP)","Proteção Integral","819","cnuc_2025_08.csv","EEC","EEC_IBICATU"
"ESTAÇÃO ECOLÓGICA ILHA DO MEL","Brazil","Paraná","PARANAGUÁ (PR)","Proteção Integral","528","cnuc_2025_08.csv","EEC","EEC_ILHA_DO_MEL"
"ESTAÇÃO ECOLÓGICA ITABERÁ","Brazil","São Paulo","ITABERÁ (SP)","Proteção Integral","821","cnuc_2025_08.csv","EEC","EEC_ITABERA"
"ESTAÇÃO ECOLÓGICA ITAPETI","Brazil","São Paulo","MOGI DAS CRUZES (SP)","Proteção Integral","910","cnuc_2025_08.csv","EEC","EEC_ITAPETI"
"ESTAÇÃO ECOLÓGICA ITAPEVA","Brazil","São Paulo","ITAPEVA (SP)","Proteção Integral","815","cnuc_2025_08.csv","EEC","EEC_ITAPEVA"
"ESTAÇÃO ECOLÓGICA ITIRAPINA","Brazil","São Paulo","BROTAS (SP) - ITIRAPINA (SP)","Proteção Integral","2.701","cnuc_2025_08.csv","EEC","EEC_ITIRAPINA"
"ESTAÇÃO ECOLÓGICA JARDIM BOTÂNICO","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.654","cnuc_2025_08.csv","EEC","EEC_JARDIM_BOTANICO"
"ESTAÇÃO ECOLÓGICA JARI","Brazil","AP, PA","ALMEIRIM (PA) - LARANJAL DO JARI (AP) - MAZAGÃO (AP)","Proteção Integral","67","cnuc_2025_08.csv","EEC","EEC_JARI"
"ESTAÇÃO ECOLÓGICA JATAÍ","Brazil","São Paulo","LUÍS ANTÔNIO (SP)","Proteção Integral","808","cnuc_2025_08.csv","EEC","EEC_JATAI"
"ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ","Brazil","Amazonas","JAPURÁ (AM)","Proteção Integral","72","cnuc_2025_08.csv","EEC","EEC_JUAMI-JAPURA"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Brazil","São Paulo","IGUAPE (SP) - ITARIRI (SP) - MIRACATU (SP) - PERUÍBE (SP)","Proteção Integral","862","cnuc_2025_08.csv","EEC","EEC_JUREIA-ITATINS"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS – NÚCLEO GRAJAUNA","Brazil","São Paulo","Peruíbe",NA,NA,"UCs_IF.csv","EEC","EEC_JUREIA-ITATINS_–_NUCLEO_GRAJAUNA"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS – NÚCLEO PEREQUÊ","Brazil","São Paulo","Peruíbe",NA,NA,"UCs_IF.csv","EEC","EEC_JUREIA-ITATINS_–_NUCLEO_PEREQUE"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS – NÚCLEO RIO VERDE","Brazil","São Paulo","Peruíbe",NA,NA,"UCs_IF.csv","EEC","EEC_JUREIA-ITATINS_–_NUCLEO_RIO_VERDE"
"ESTAÇÃO ECOLÓGICA JUTAÍ-SOLIMÕES","Brazil","Amazonas","AMATURÁ (AM) - JUTAÍ (AM) - SANTO ANTÔNIO DO IÇÁ (AM) - TONANTINS (AM)","Proteção Integral","56","cnuc_2025_08.csv","EEC","EEC_JUTAI-SOLIMOES"
"ESTAÇÃO ECOLÓGICA MADEIRA","Brazil","Rondônia","PORTO VELHO (RO)","Proteção Integral","4.604","cnuc_2025_08.csv","EEC","EEC_MADEIRA"
"ESTAÇÃO ECOLÓGICA MAMURU","Brazil","Pará","AVEIRO (PA) - JURUTI (PA)","Proteção Integral","5.02","cnuc_2025_08.csv","EEC","EEC_MAMURU"
"ESTAÇÃO ECOLÓGICA MAR DE ESPANHA","Brazil","Minas Gerais","MAR DE ESPANHA (MG)","Proteção Integral","365","cnuc_2025_08.csv","EEC","EEC_MAR_DE_ESPANHA"
"ESTAÇÃO ECOLÓGICA MARACÁ","Brazil","Roraima","ALTO ALEGRE (RR) - AMAJARI (RR)","Proteção Integral","57","cnuc_2025_08.csv","EEC","EEC_MARACA"
"ESTAÇÃO ECOLÓGICA MARACÁ JIPIOCA","Brazil","Amapá","AMAPÁ (AP)","Proteção Integral","58","cnuc_2025_08.csv","EEC","EEC_MARACA_JIPIOCA"
"ESTAÇÃO ECOLÓGICA MARACÁ-JIPIOCA","Brazil","Amapá",NA,"Proteção Integral","0000.00.0058","DadosGeoestatisticos_UCs_21jul2025.csv","EEC","EEC_MARACA-JIPIOCA"
"ESTAÇÃO ECOLÓGICA MARÍLIA","Brazil","São Paulo","MARÍLIA (SP)","Proteção Integral","2.605","cnuc_2025_08.csv","EEC","EEC_MARILIA"
"ESTAÇÃO ECOLÓGICA MATA DO CEDRO","Brazil","Minas Gerais","CARMÓPOLIS DE MINAS (MG) - CLÁUDIO (MG)","Proteção Integral","392","cnuc_2025_08.csv","EEC","EEC_MATA_DO_CEDRO"
"ESTAÇÃO ECOLÓGICA MATA DO JACARÉ","Brazil","São Paulo","BROTAS (SP)","Proteção Integral","818","cnuc_2025_08.csv","EEC","EEC_MATA_DO_JACARE"
"ESTAÇÃO ECOLÓGICA MATA DOS AUSENTES","Brazil","Minas Gerais","SENADOR MODESTINO GONÇALVES (MG)","Proteção Integral","363","cnuc_2025_08.csv","EEC","EEC_MATA_DOS_AUSENTES"
"ESTAÇÃO ECOLÓGICA MATA PRETA","Brazil","PR, SC","ABELARDO LUZ (SC) - CLEVELÂNDIA (PR) - PALMAS (PR)","Proteção Integral","261","cnuc_2025_08.csv","EEC","EEC_MATA_PRETA"
"ESTAÇÃO ECOLÓGICA MICO LEÃO PRETO","Brazil","São Paulo","EUCLIDES DA CUNHA PAULISTA (SP) - MARABÁ PAULISTA (SP) - PRESIDENTE EPITÁCIO (SP) - TEODORO SAMPAIO (SP)","Proteção Integral","73","cnuc_2025_08.csv","EEC","EEC_MICO_LEAO_PRETO"
"ESTAÇÃO ECOLÓGICA MICO-LEÃO-PRETO","Brazil","São Paulo",NA,"Proteção Integral","0000.00.0073","DadosGeoestatisticos_UCs_21jul2025.csv","EEC","EEC_MICO-LEAO-PRETO"
"ESTAÇÃO ECOLÓGICA MOGI-GUAÇU","Brazil","São Paulo","MOGI GUAÇU (SP)","Proteção Integral","2.617","cnuc_2025_08.csv","EEC","EEC_MOGI-GUACU"
"ESTAÇÃO ECOLÓGICA MONTE DAS FLORES","Brazil","Rio de Janeiro","SÃO JOSÉ DO VALE DO RIO PRETO (RJ)","Proteção Integral","3.979","cnuc_2025_08.csv","EEC","EEC_MONTE_DAS_FLORES"
"ESTAÇÃO ECOLÓGICA MUNICIPAL ALÍDIO MORETTI","Brazil","Paraná","UNIÃO DA VITÓRIA (PR)","Proteção Integral","5.099","cnuc_2025_08.csv","EEC","EEC_MUNICIPAL_ALIDIO_MORETTI"
"ESTAÇÃO ECOLÓGICA MUNICIPAL CARLOS ROGÉRIO CONRADO SCHMIDT","Brazil","Paraná","PITANGA (PR)","Proteção Integral","4.428","cnuc_2025_08.csv","EEC","EEC_MUNICIPAL_CARLOS_ROGERIO_CONRADO_SCHMIDT"
"ESTAÇÃO ECOLÓGICA MUNICIPAL DO CAETÊ","Brazil","São Paulo","BRAGANÇA PAULISTA (SP)","Proteção Integral","3.854","cnuc_2025_08.csv","EEC","EEC_MUNICIPAL_DO_CAETE"
"ESTAÇÃO ECOLÓGICA MUNICIPAL DO PIRAJIBU","Brazil","São Paulo","SOROCABA (SP)","Proteção Integral","3.249","cnuc_2025_08.csv","EEC","EEC_MUNICIPAL_DO_PIRAJIBU"
"ESTAÇÃO ECOLÓGICA MUNICIPAL GUARANI","Brazil","São Paulo","RIBEIRÃO PRETO (SP)","Proteção Integral","3.892","cnuc_2025_08.csv","EEC","EEC_MUNICIPAL_GUARANI"
"ESTAÇÃO ECOLÓGICA MUNICIPAL ILHA DO LAMEIRÃO","Brazil","Espírito Santo","VITÓRIA (ES)","Proteção Integral","2.647","cnuc_2025_08.csv","EEC","EEC_MUNICIPAL_ILHA_DO_LAMEIRAO"
"ESTAÇÃO ECOLÓGICA MUNICIPAL SEVERINO RAVANELLO","Brazil","Paraná","PAULA FREITAS (PR)","Proteção Integral","4.221","cnuc_2025_08.csv","EEC","EEC_MUNICIPAL_SEVERINO_RAVANELLO"
"ESTAÇÃO ECOLÓGICA MURICI","Brazil","Alagoas","FLEXEIRAS (AL) - MESSIAS (AL) - MURICI (AL)","Proteção Integral","59","cnuc_2025_08.csv","EEC","EEC_MURICI"
"ESTAÇÃO ECOLÓGICA NIQUIÁ","Brazil","Roraima","CARACARAÍ (RR)","Proteção Integral","60","cnuc_2025_08.csv","EEC","EEC_NIQUIA"
"ESTAÇÃO ECOLÓGICA NOROESTE PAULISTA","Brazil","São Paulo","MIRASSOL (SP) - SÃO JOSÉ DO RIO PRETO (SP)","Proteção Integral","2.672","cnuc_2025_08.csv","EEC","EEC_NOROESTE_PAULISTA"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Brazil","São Paulo","PARANAPANEMA (SP)","Proteção Integral","2.669","cnuc_2025_08.csv","EEC","EEC_PARANAPANEMA"
"ESTAÇÃO ECOLÓGICA PAU BRASIL","Brazil","Paraíba","MAMANGUAPE (PB)","Proteção Integral","2.331","cnuc_2025_08.csv","EEC","EEC_PAU_BRASIL"
"ESTAÇÃO ECOLÓGICA PAULO DE FARIA","Brazil","São Paulo","PAULO DE FARIA (SP)","Proteção Integral","807","cnuc_2025_08.csv","EEC","EEC_PAULO_DE_FARIA"
"ESTAÇÃO ECOLÓGICA PÉCEM","Brazil","Ceará","CAUCAIA (CE) - SÃO GONÇALO DO AMARANTE (CE)","Proteção Integral","952","cnuc_2025_08.csv","EEC","EEC_PECEM"
"ESTAÇÃO ECOLÓGICA PIRAPITINGA","Brazil","Minas Gerais","MORADA NOVA DE MINAS (MG)","Proteção Integral","61","cnuc_2025_08.csv","EEC","EEC_PIRAPITINGA"
"ESTAÇÃO ECOLÓGICA RASO DA CATARINA","Brazil","Bahia","JEREMOABO (BA) - PAULO AFONSO (BA) - RODELAS (BA)","Proteção Integral","74","cnuc_2025_08.csv","EEC","EEC_RASO_DA_CATARINA"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Brazil","São Paulo","RIBEIRÃO PRETO (SP)","Proteção Integral","812","cnuc_2025_08.csv","EEC","EEC_RIBEIRAO_PRETO"
"ESTAÇÃO ECOLÓGICA RIO ACRE","Brazil","Acre","ASSIS BRASIL (AC) - SENA MADUREIRA (AC)","Proteção Integral","68","cnuc_2025_08.csv","EEC","EEC_RIO_ACRE"
"ESTAÇÃO ECOLÓGICA RIO DA CASCA","Brazil","Mato Grosso","CAMPO VERDE (MT) - CHAPADA DOS GUIMARÃES (MT)","Proteção Integral","1.898","cnuc_2025_08.csv","EEC","EEC_RIO_DA_CASCA"
"ESTAÇÃO ECOLÓGICA RIO DAS POMBAS","Brazil","Paraná","MATINHOS (PR) - PARANAGUÁ (PR) - PONTAL DO PARANÁ (PR)","Proteção Integral","4.987","cnuc_2025_08.csv","EEC","EEC_RIO_DAS_POMBAS"
"ESTAÇÃO ECOLÓGICA RIO DOS TOUROS","Brazil","Paraná","RESERVA DO IGUAÇU (PR)","Proteção Integral","515","cnuc_2025_08.csv","EEC","EEC_RIO_DOS_TOUROS"
"ESTAÇÃO ECOLÓGICA RIO FLOR DO PRADO","Brazil","Mato Grosso","ARIPUANÃ (MT)","Proteção Integral","1.919","cnuc_2025_08.csv","EEC","EEC_RIO_FLOR_DO_PRADO"
"ESTAÇÃO ECOLÓGICA RIO MADEIRINHA","Brazil","Mato Grosso","COLNIZA (MT)","Proteção Integral","1.918","cnuc_2025_08.csv","EEC","EEC_RIO_MADEIRINHA"
"ESTAÇÃO ECOLÓGICA RIO PRETO","Brazil","Bahia","FORMOSA DO RIO PRETO (BA) - SANTA RITA DE CÁSSIA (BA)","Proteção Integral","898","cnuc_2025_08.csv","EEC","EEC_RIO_PRETO"
"ESTAÇÃO ECOLÓGICA RIO RONURO","Brazil","Mato Grosso","NOVA UBIRATÃ (MT)","Proteção Integral","451","cnuc_2025_08.csv","EEC","EEC_RIO_RONURO"
"ESTAÇÃO ECOLÓGICA RIO ROOSEVELT","Brazil","Mato Grosso","COLNIZA (MT)","Proteção Integral","1.899","cnuc_2025_08.csv","EEC","EEC_RIO_ROOSEVELT"
"ESTAÇÃO ECOLÓGICA SAMUEL","Brazil","Rondônia","CANDEIAS DO JAMARI (RO)","Proteção Integral","764","cnuc_2025_08.csv","EEC","EEC_SAMUEL"
"ESTAÇÃO ECOLÓGICA SANTA BÁRBARA","Brazil","São Paulo","ÁGUAS DE SANTA BÁRBARA (SP)","Proteção Integral","2.699","cnuc_2025_08.csv","EEC","EEC_SANTA_BARBARA"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Brazil","São Paulo","SÃO SIMÃO (SP)","Proteção Integral","2.697","cnuc_2025_08.csv","EEC","EEC_SANTA_MARIA"
"ESTAÇÃO ECOLÓGICA SEBASTIÃO ALEIXO DA SILVA","Brazil","São Paulo","Bauru",NA,NA,"UCs_IF.csv","EEC","EEC_SEBASTIAO_ALEIXO_DA_SILVA"
"ESTAÇÃO ECOLÓGICA SERIDÓ","Brazil","Rio Grande do Norte","SERRA NEGRA DO NORTE (RN)","Proteção Integral","69","cnuc_2025_08.csv","EEC","EEC_SERIDO"
"ESTAÇÃO ECOLÓGICA SERRA DA CANOA","Brazil","Pernambuco","FLORESTA (PE)","Proteção Integral","3.312","cnuc_2025_08.csv","EEC","EEC_SERRA_DA_CANOA"
"ESTAÇÃO ECOLÓGICA SERRA DAS ARARAS","Brazil","Mato Grosso","CÁCERES (MT) - PORTO ESTRELA (MT)","Proteção Integral","75","cnuc_2025_08.csv","EEC","EEC_SERRA_DAS_ARARAS"
"ESTAÇÃO ECOLÓGICA SERRA DOS FRIOS","Brazil","Alagoas","UNIÃO DOS PALMARES (AL)","Proteção Integral","4.729","cnuc_2025_08.csv","EEC","EEC_SERRA_DOS_FRIOS"
"ESTAÇÃO ECOLÓGICA SERRA DOS TRÊS IRMÃOS","Brazil","Rondônia","PORTO VELHO (RO)","Proteção Integral","768","cnuc_2025_08.csv","EEC","EEC_SERRA_DOS_TRES_IRMAOS"
"ESTAÇÃO ECOLÓGICA SERRA GERAL DO TOCANTINS","Brazil","BA, TO","ALMAS (TO) - FORMOSA DO RIO PRETO (BA) - MATEIROS (TO) - PONTE ALTA DO TOCANTINS (TO) - RIO DA CONCEIÇÃO (TO)","Proteção Integral","76","cnuc_2025_08.csv","EEC","EEC_SERRA_GERAL_DO_TOCANTINS"
"ESTAÇÃO ECOLÓGICA SOLDADO DA BORRACHA","Brazil","Rondônia","CUJUBIM (RO) - PORTO VELHO (RO)","Proteção Integral","4.448","cnuc_2025_08.csv","EEC","EEC_SOLDADO_DA_BORRACHA"
"ESTAÇÃO ECOLÓGICA TAIAMÃ","Brazil","Mato Grosso","CÁCERES (MT)","Proteção Integral","62","cnuc_2025_08.csv","EEC","EEC_TAIAMA"
"ESTAÇÃO ECOLÓGICA TAIM","Brazil","Rio Grande do Sul","RIO GRANDE (RS) - SANTA VITÓRIA DO PALMAR (RS)","Proteção Integral","70","cnuc_2025_08.csv","EEC","EEC_TAIM"
"ESTAÇÃO ECOLÓGICA TAMOIOS","Brazil","Rio de Janeiro","ANGRA DOS REIS (RJ) - PARATY (RJ)","Proteção Integral","63","cnuc_2025_08.csv","EEC","EEC_TAMOIOS"
"ESTAÇÃO ECOLÓGICA TANQUE GRANDE","Brazil","São Paulo","GUARULHOS (SP)","Proteção Integral","2.781","cnuc_2025_08.csv","EEC","EEC_TANQUE_GRANDE"
"ESTAÇÃO ECOLÓGICA TERRA DO MEIO","Brazil","Pará","ALTAMIRA (PA) - SÃO FÉLIX DO XINGU (PA)","Proteção Integral","47","cnuc_2025_08.csv","EEC","EEC_TERRA_DO_MEIO"
"ESTAÇÃO ECOLÓGICA TRIPUÍ","Brazil","Minas Gerais","OURO PRETO (MG)","Proteção Integral","367","cnuc_2025_08.csv","EEC","EEC_TRIPUI"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Brazil","São Paulo","SÃO SEBASTIÃO (SP) - UBATUBA (SP)","Proteção Integral","64","cnuc_2025_08.csv","EEC","EEC_TUPINAMBAS"
"ESTAÇÃO ECOLÓGICA TUPINIQUINS","Brazil","São Paulo","CANANÉIA (SP) - ITANHAÉM (SP) - PERUÍBE (SP)","Proteção Integral","71","cnuc_2025_08.csv","EEC","EEC_TUPINIQUINS"
