"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifcname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:MBM:209538"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM209538"|"1788"|"Ribas, OS"|""|""|""|"12"|""|""|"Brazil"|"São Paulo"|"Itaberá"|"Rod. SP-258, divisa Itararé e Itaberá."|""|""|""|""|""|""|"Hatschbach, G"|""|""|""|""|"Desmodium cuneatum Hook. & Arn."|"FABACEAE"|"Desmodium"|"cuneatum"|""|"specie"|"Hook. & Arn."|"Angiospermas"|""|"Plantae"|""|"MBM 209538"
"Collection"|"Creative Commons"|"urn:catalog:MBM:215748"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM215748"|"10"|"Silva, JM"|""|""|""|"21"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Parque do Estado e Jardim Botânico."|""|""|""|""|""|""|"Custodio Filho, A"|""|""|""|""|"Inga sellowiana Benth."|"FABACEAE"|"Inga"|"sellowiana"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 215748"
"Collection"|"Creative Commons"|"urn:catalog:MBM:215790"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM215790"|"389"|"Silva, JS"|""|""|""|"9"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Parque Estadual das Fontes do Ipiranga."|""|""|""|""|""|""|"Handro, O"|""|""|""|""|"Sclerolobium denudatum Vogel"|"FABACEAE"|"Sclerolobium"|"denudatum"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 215790"
"Collection"|"Creative Commons"|"urn:catalog:MBM:215835"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM215835"|"2329"|"Handro, O"|""|""|""|"5"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Jardim Botânico."|""|""|""|""|""|""|"Handro, O"|""|""|""|""|"Myroxylon peruiferum L.f."|"FABACEAE"|"Myroxylon"|"peruiferum"|""|"specie"|"L.f."|"Angiospermas"|""|"Plantae"|""|"MBM 215835"
"Collection"|"Creative Commons"|"urn:catalog:MBM:215836"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM215836"|"959"|"Handro, O"|""|""|""|"19"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Jardim Botânico."|""|""|""|""|""|""|"Handro, O"|""|""|""|""|"Platymiscium floribundum"|"FABACEAE"|"Platymiscium"|"floribundum"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 215836"
"Collection"|"Creative Commons"|"urn:catalog:MBM:215838"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM215838"|"224"|"Silvestre, M Estela F"|""|""|""|"28"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Reserva Biológica do Parque Estadual das Fontes do Ipiranga."|""|""|""|""|""|""|"Mantovani, W"|""|""|""|""|"Dalbergia brasiliensis Vogel"|"FABACEAE"|"Dalbergia"|"brasiliensis"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 215838"
"Collection"|"Creative Commons"|"urn:catalog:MBM:215839"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM215839"|"593"|"Barros, F de"|""|""|""|"17"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Reserva Biológica do Parque Estadual das Fontes do Ipiranga."|""|""|""|""|""|""|"Mantovani, W"|""|""|""|""|"Dalbergia brasiliensis Vogel"|"FABACEAE"|"Dalbergia"|"brasiliensis"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 215839"
"Collection"|"Creative Commons"|"urn:catalog:MBM:216087"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM216087"|"4690"|"Queiróz, LP de"|""|""|""|"8"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Campus da USP."|""|""|""|""|""|""|"Queiróz, LP de"|""|""|""|""|"Medicago lupulina L."|"FABACEAE"|"Medicago"|"lupulina"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"MBM 216087"
"Collection"|"Creative Commons"|"urn:catalog:MBM:216088"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM216088"|"4693"|"Queiróz, LP de"|""|""|""|"8"|"Árvore de ca. 9m, copada. Folíolos cartáceos. Flores com cálice purpúreo, pértalas com unha carnosa, amarelo-alaranjado, estandarte rosa com faixa central externa e internamente creme-esverdeada, ala rosa, pétalas da carena branco-rosados, tubo estaminal alaranjado, filetes esverdeados, estipe esverdeada, ovário rosa e estilete esverdeado. Cultivada no Jardim do prédio de sistemática vegetal"|""|"Brazil"|"São Paulo"|"São Paulo"|"Campus da USP, gramado entre o HU e ICB III."|""|""|""|""|""|""|"Lima, HC"|"16/6/2009"|""|""|""|"Andira ormosioides Benth."|"FABACEAE"|"Andira"|"ormosioides"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 216088"
"Collection"|"Creative Commons"|"urn:catalog:MBM:216125"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM216125"|"4734"|"Queiróz, LP de"|""|""|""|"12"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Departamento de Botânica."|""|""|""|""|""|""|"Queiróz, LP de"|""|""|""|""|"Cassia leptophylla Vogel"|"FABACEAE"|"Cassia"|"leptophylla"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 216125"
"Collection"|"Creative Commons"|"urn:catalog:MBM:216470"|"MBM"|"2023-12-15"|"MBM"|"MBM"|"MBM216470"|"282"|"Ivanauskas, N.M."|"1995-6-21"|"1995"|"6"|"21"|"Liana, pétalas brancas com centro lilás."|""|"Brazil"|"São Paulo"|"Pariquera-Açu"|"Estação Experimental do IAC."|""|""|""|""|"-24.6083333"|"-47.8769445"|"Nascimento, G.M."|"8/11/2023"|""|""|""|"Neustanthus phaseoloides (Roxb.) Benth."|"FABACEAE"|"Neustanthus"|"phaseoloides"|""|"specie"|"(Roxb.) Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 216470"
"Collection"|"Creative Commons"|"urn:catalog:MBM:216476"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM216476"|"885"|"Ivanauskas, NM"|""|""|""|"20"|""|""|"Brazil"|"São Paulo"|"Pariquera-Açu"|"Pariquera-Açu."|""|""|""|""|""|""|"Mansano, VF"|""|""|""|""|"Zollernia splendens Maximill. & Nees"|"FABACEAE"|"Zollernia"|"splendens"|""|"specie"|"Maximill. & Nees"|"Angiospermas"|""|"Plantae"|""|"MBM 216476"
"Collection"|"Creative Commons"|"urn:catalog:MBM:220328"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM220328"|"1149"|"Furlan, A"|""|""|""|"11"|""|""|"Brazil"|"São Paulo"|"Ubatuba"|"Trilha do Morro do Corsário."|""|""|""|""|""|""|"Garcia, FCP"|""|""|""|""|"Pterocarpus violaceus Vogel"|"FABACEAE"|"Pterocarpus"|"violaceus"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 220328"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223156"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223156"|"s.n."|"Hoehne, W"|""|""|""|"1"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Campo de Congonhas."|""|""|""|""|""|""|""|""|""|""|""|"Abarema langsdorffii (Benth.) Barneby & J.W.Grimes"|"FABACEAE"|"Abarema"|"langsdorffii"|""|"specie"|"(Benth.) Barneby & J.W.Grimes"|"Angiospermas"|""|"Plantae"|""|"MBM 223156"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223157"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223157"|"s.n."|"Hoehne, W"|""|""|""|"11"|""|""|"Brazil"|"São Paulo"|""|"Via Anhanguera."|""|""|""|""|""|""|""|""|""|""|""|"Leucochloron incuriale (Vell.) Barneby & J.W.Grimes"|"FABACEAE"|"Leucochloron"|"incuriale"|""|"specie"|"(Vell.) Barneby & J.W.Grimes"|"Angiospermas"|""|"Plantae"|""|"MBM 223157"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223167"|"MBM"|"2023-10-02"|"MBM"|"MBM"|"MBM223167"|"s.n."|"Hoehne, W."|"49-4-1"|"49"|"4"|"1"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Brooklin Paulista"|""|""|""|""|""|""|""|""|""|""|""|"Mimosa dolens var. acerba (Benth.) Barneby"|"FABACEAE"|"Mimosa"|"dolens"|"acerba"|"var."|"Vell."|"Angiospermas"|""|"Plantae"|""|"MBM 223167"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223168"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223168"|"s.n."|"Hoehne, W"|""|""|""|"6"|""|""|"Brazil"|"São Paulo"|"Praia Grande"|"Praia Grande."|""|""|""|""|""|""|""|""|""|""|""|"Inga sellowiana Benth."|"FABACEAE"|"Inga"|"sellowiana"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 223168"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223176"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223176"|"s.n."|"Hoehne, W"|""|""|""|"1"|""|""|"Brazil"|"São Paulo"|"Limeira"|"Limeira."|""|""|""|""|""|""|"Ribas, OS"|"3/2010"|""|""|""|"Calliandra foliolosa Benth."|"FABACEAE"|"Calliandra"|"foliolosa"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 223176"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223181"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223181"|"12355"|"Hohene, W"|""|""|""|"20"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Cidade Jardim."|""|""|""|""|""|""|""|""|""|""|""|"Acacia plumosa Lowe"|"FABACEAE"|"Acacia"|"plumosa"|""|"specie"|"Lowe"|"Angiospermas"|""|"Plantae"|""|"MBM 223181"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223186"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223186"|"s.n."|"Hoehne, W"|""|""|""|"23"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Parque Estadual."|""|""|""|""|""|""|""|""|""|""|""|"Senna silvestris (Vell.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"silvestris"|""|"specie"|"(Vell.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"MBM 223186"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223197"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223197"|"s.n."|"Hoehne, W"|""|""|""|"28"|""|""|"Brazil"|"São Paulo"|"Jales"|"Jales."|""|""|""|""|""|""|""|""|""|""|""|"Delonix regia"|"FABACEAE"|"Delonix"|"regia"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 223197"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223207"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223207"|"11720"|"Hoehne, W"|""|""|""|"15"|""|""|"Brazil"|"São Paulo"|"Araraquara"|"Próximo a Araraquara."|""|""|""|""|""|""|""|""|""|"cf."|""|"Desmodium uncinatum (Jacq.) DC."|"FABACEAE"|"Desmodium"|"uncinatum"|""|"specie"|"(Jacq.) DC."|"Angiospermas"|""|"Plantae"|""|"MBM 223207"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223216"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223216"|"11662"|"Hoehne, W"|""|""|""|"13"|""|""|"Brazil"|"São Paulo"|"Caieiras"|"Caieiras."|""|""|""|""|""|""|""|""|""|""|""|"Dalbergia brasiliensis Vogel"|"FABACEAE"|"Dalbergia"|"brasiliensis"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 223216"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223217"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223217"|"12957"|"Hoehne, W"|""|""|""|"21"|""|""|"Brazil"|"São Paulo"|"Mongaguá"|"Praia Grande."|""|""|""|""|""|""|""|""|""|""|""|"Crotalaria vitellina Ker Gawl."|"FABACEAE"|"Crotalaria"|"vitellina"|""|"specie"|"Ker Gawl."|"Angiospermas"|""|"Plantae"|""|"MBM 223217"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223219"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223219"|"s.n."|"Panizza, S"|""|""|""|"23"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Rodovia Raposo Tavares, km 15."|""|""|""|""|""|""|"Filliettaz, AM"|""|""|""|""|"Crotalaria paulina Schrank"|"FABACEAE"|"Crotalaria"|"paulina"|""|"specie"|"Schrank"|"Angiospermas"|""|"Plantae"|""|"MBM 223219"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223225"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223225"|"12218"|"Hoehne, W"|""|""|""|"24"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"São Paulo."|""|""|""|""|""|""|""|""|""|""|""|"Cajanus cajan"|"FABACEAE"|"Cajanus"|"cajan"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 223225"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223230"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223230"|"11656"|"Hoehne, W"|""|""|""|"16"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Alto da Lapa."|""|""|""|""|""|""|""|""|""|""|""|"Tipuana tipu (Benth.) Kuntze"|"FABACEAE"|"Tipuana"|"tipu"|""|"specie"|"(Benth.) Kuntze"|"Angiospermas"|""|"Plantae"|""|"MBM 223230"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223234"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223234"|"15701"|"Hoehne, W"|""|""|""|"27"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Alto da Lapa."|""|""|""|""|""|""|""|""|""|""|""|"Spartium junceum L."|"FABACEAE"|"Spartium"|"junceum"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"MBM 223234"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223237"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223237"|"15071"|"Hoehne, W"|""|""|""|"6"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"São Paulo."|""|""|""|""|""|""|""|""|""|""|""|"Rhynchosia corylifolia Mart. ex Benth."|"FABACEAE"|"Rhynchosia"|"corylifolia"|""|"specie"|"Mart. ex Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 223237"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223245"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223245"|"13204"|"Hoehne, W"|""|""|""|"10"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Parque Estadual."|""|""|""|""|""|""|""|""|""|""|""|"Machaerium cantarellianum Hoehne"|"FABACEAE"|"Machaerium"|"cantarellianum"|""|"specie"|"Hoehne"|"Angiospermas"|""|"Plantae"|""|"MBM 223245"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223250"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223250"|"12405"|"Hoehne, W"|"1949-4-1"|"1949"|"4"|"1"|"Rasteira."|""|"Brazil"|"São Paulo"|"São Paulo"|"Brooklim Paulista."|""|""|""|""|""|""|"Oliveira, ACS"|"11/5/2022"|""|""|""|"Cerradicola decumbens (Benth.) L.P.Queiroz"|"FABACEAE"|"Cerradicola"|"decumbens"|""|"specie"|"(Benth.) L.P.Queiroz"|"Angiospermas"|""|"Plantae"|""|"MBM 223250"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223787"|"MBM"|"2023-10-16"|"MBM"|"MBM"|"MBM223787"|"s.n."|"Ivanauskas, NM"|""|""|""|"2"|""|""|"Brazil"|"São Paulo"|"Piracicaba"|"Godinhos."|""|""|""|""|""|""|"Ivanauskas, NM"|""|""|""|""|"Peltophorum dubium (Spreng.) Taub."|"FABACEAE"|"Peltophorum"|"dubium"|""|"specie"|"(Spreng.) Taub."|"Angiospermas"|""|"Plantae"|""|"MBM 223787"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223902"|"MBM"|"2023-10-02"|"MBM"|"MBM"|"MBM223902"|"4233"|"Souza, V.C."|"1993-9-6"|"1993"|"9"|"6"|"Arbusto, ca. 1,6 m alt., botões verdes."|""|"Brazil"|"São Paulo"|"Itararé"|"Fazenda Ibiti. Mata com Araucaria, ao lado da estrada Itararé-Bonsucesso"|""|""|""|""|""|""|"Scaramuzza, C.A.M."|"13/2/1995"|""|""|""|"Mimosa orthacantha Benth."|"FABACEAE"|"Mimosa"|"orthacantha"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 223902"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223904"|"MBM"|"2023-10-02"|"MBM"|"MBM"|"MBM223904"|"491"|"Scaramuzza, C.A.M."|"1989-9-23"|"1989"|"9"|"23"|"Arbusto com flores rosas, alt. 1 m."|""|"Brazil"|"São Paulo"|"Itararé"|"Estrada para 400 alqueires"|""|""|""|""|""|""|"Mantovani, W."|""|""|""|""|"Mimosa micropteris Benth. var. micropteris"|"FABACEAE"|"Mimosa"|"micropteris"|"micropteris"|"var."|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 223904"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223907"|"MBM"|"2023-10-02"|"MBM"|"MBM"|"MBM223907"|"3264"|"Souza, V.C."|"93-6-21"|"93"|"6"|"21"|"Arbusto prostrados, formando touceiras, filetes róseos."|""|"Brazil"|"São Paulo"|"Itararé"|"Itararé."|""|""|""|""|""|""|"Ribas, O.S."|"1/2003"|""|""|""|"Mimosa gymnas Barneby"|"FABACEAE"|"Mimosa"|"gymnas"|""|"specie"|"Barneby"|"Angiospermas"|""|"Plantae"|""|"MBM 223907"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223909"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223909"|"856"|"Ivanauskas, NM"|""|""|""|"2"|""|""|"Brazil"|"São Paulo"|"Pariquera-Açu"|"Pariquera-Açu."|""|""|""|""|""|""|"Ivanauskas, NM"|""|""|""|""|"Inga capitata Desv."|"FABACEAE"|"Inga"|"capitata"|""|"specie"|"Desv."|"Angiospermas"|""|"Plantae"|""|"MBM 223909"
"Collection"|"Creative Commons"|"urn:catalog:MBM:223910"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM223910"|"94"|"Rozza, A"|""|""|""|"25"|""|""|"Brazil"|"São Paulo"|"Matão"|"Mata da Virgínia."|""|""|""|""|""|""|"Garcia, F"|""|""|""|""|"Inga vera ssp. affinis"|"FABACEAE"|"Inga"|"vera"|"affinis"|"ssp."|"Willd."|"Angiospermas"|""|"Plantae"|""|"MBM 223910"
"Collection"|"Creative Commons"|"urn:catalog:MBM:233730"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM233730"|"226"|"Pinheiro, MHO"|""|""|""|"15"|""|""|"Brazil"|"São Paulo"|"Bauru"|"Jardim Botânico de Bauru."|""|""|""|""|""|""|"Marcelo Pinheiro"|""|""|""|""|"Bowdichia virgilioides Kunth"|"FABACEAE"|"Bowdichia"|"virgilioides"|""|"specie"|"Kunth"|"Angiospermas"|""|"Plantae"|""|"MBM 233730"
"Collection"|"Creative Commons"|"urn:catalog:MBM:233731"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM233731"|"403"|"Pinheiro, MHO"|""|""|""|"18"|""|""|"Brazil"|"São Paulo"|"Bauru"|"Jardim Botânico de Bauru."|""|""|""|""|""|""|"Sartori, A"|""|""|""|""|"Bowdichia virgilioides Kunth"|"FABACEAE"|"Bowdichia"|"virgilioides"|""|"specie"|"Kunth"|"Angiospermas"|""|"Plantae"|""|"MBM 233731"
"Collection"|"Creative Commons"|"urn:catalog:MBM:233732"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM233732"|"429"|"Pinheiro, MHO"|""|""|""|"18"|""|""|"Brazil"|"São Paulo"|"Bauru"|"Jardim Botânico de Bauru."|""|""|""|""|""|""|"Sartori, A"|""|""|""|""|"Dalbergia frutescens"|"FABACEAE"|"Dalbergia"|"frutescens"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 233732"
"Collection"|"Creative Commons"|"urn:catalog:MBM:234212"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM234212"|"223"|"Kersten, RA"|""|""|""|"2"|""|""|"Brazil"|"São Paulo"|"Ribeirão Grande"|"Bairro do Carioca."|""|""|""|""|""|""|"Kersten, RA"|""|""|""|""|"Erythrina falcata Benth."|"FABACEAE"|"Erythrina"|"falcata"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 234212"
"Collection"|"Creative Commons"|"urn:catalog:MBM:239244"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM239244"|"129"|"Fina, BG"|""|""|""|"5"|""|""|"Brazil"|"São Paulo"|"Pirassununga"|"Pirassununga."|""|""|""|""|""|""|"Fina, BG"|""|""|""|""|"Stryphnodendron obovatum Benth."|"FABACEAE"|"Stryphnodendron"|"obovatum"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 239244"
"Collection"|"Creative Commons"|"urn:catalog:MBM:239246"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM239246"|"12"|"Bencke, CSC"|""|""|""|"25"|""|""|"Brazil"|"São Paulo"|"Ubatuba"|"Parque Estadual Picinguaba."|""|""|""|""|""|""|""|""|""|""|""|"Inga subnuda ssp. luschnathiana"|"FABACEAE"|"Inga"|"subnuda"|"luschnathiana"|"ssp."|"Salzm. ex Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 239246"
"Collection"|"Creative Commons"|"urn:catalog:MBM:239247"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM239247"|"158"|"Fina, BG"|""|""|""|"11"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Pirassununga."|""|""|""|""|""|""|"J. Tamashiro cf"|""|""|""|""|"Acacia plumosa Lowe"|"FABACEAE"|"Acacia"|"plumosa"|""|"specie"|"Lowe"|"Angiospermas"|""|"Plantae"|""|"MBM 239247"
"Collection"|"Creative Commons"|"urn:catalog:MBM:239248"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM239248"|"139"|"Fina, BG"|""|""|""|"5"|""|""|"Brazil"|"São Paulo"|"Pirassununga"|"Pirassununga."|""|""|""|""|""|""|"Tamashiro, J"|""|""|""|""|"Acacia tucumanensis Griseb."|"FABACEAE"|"Acacia"|"tucumanensis"|""|"specie"|"Griseb."|"Angiospermas"|""|"Plantae"|""|"MBM 239248"
"Collection"|"Creative Commons"|"urn:catalog:MBM:239249"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM239249"|"83"|"Bencke, CSC"|""|""|""|"4"|"Floresta úmida de planície litorânea (beira da estrada p/Casa de Farinha) Arvoreta de 4m de altura, com frutos"|""|"Brazil"|"São Paulo"|"Ubatuba"|"Parque Estadual da Serra do Mar, Núcleo Picinguaba."|""|""|""|""|""|""|"Silva, RR"|"10/2005"|""|""|""|"Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima"|"FABACEAE"|"Lonchocarpus"|"cultratus"|""|"specie"|"(Vell.) A.M.G.Azevedo & H.C.Lima"|"Angiospermas"|""|"Plantae"|""|"MBM 239249"
"Collection"|"Creative Commons"|"urn:catalog:MBM:239305"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM239305"|"131"|"Fina, BG"|""|""|""|"5"|""|""|"Brazil"|"São Paulo"|"Pirassununga"|"Pirassununga."|""|""|""|""|""|""|""|""|""|""|""|"Chamaecrista flexuosa (L.) Greene"|"FABACEAE"|"Chamaecrista"|"flexuosa"|""|"specie"|"(L.) Greene"|"Angiospermas"|""|"Plantae"|""|"MBM 239305"
"Collection"|"Creative Commons"|"urn:catalog:MBM:247632"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM247632"|"316"|"Cavalcanti, DC"|""|""|""|"28"|"Mata de planalto. Árvore ca. 5m, frutos amarronzados, espinhos nos ramos"|""|"Brazil"|"São Paulo"|"Guaratinguetá"|"Reserva Florestal da Escola de Especialistas de Aeronáutica - EEAR."|""|""|""|""|""|""|"Cavalcanti, DC"|"8/1996"|""|""|""|"Acacia paniculata Willd."|"FABACEAE"|"Acacia"|"paniculata"|""|"specie"|"Willd."|"Angiospermas"|""|"Plantae"|""|"MBM 247632"
"Collection"|"Creative Commons"|"urn:catalog:MBM:247635"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM247635"|"194"|"Cavalcanti, DC"|"1996-3-23"|"1996"|"3"|"23"|""|""|"Brazil"|"São Paulo"|"Guaratinguetá"|"Reserva Florestal da Escola de Especialistas de Aeronáutica."|""|""|""|""|""|""|"Fonseca Vaz, AMS da"|""|""|""|""|"Bauhinia forficata"|"FABACEAE"|"Bauhinia"|"forficata"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 247635"
"Collection"|"Creative Commons"|"urn:catalog:MBM:247638"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM247638"|"283"|"Cavalcanti, DC"|""|""|""|"28"|"Árvore ca. 20 m; frutos amarronzados; folhas inteiras. Mata de Planalto"|""|"Brazil"|"São Paulo"|"Guaratinguetá"|"Reserva Florestal da Escola de Especialistas de Aeronáutica EEAR."|""|""|""|""|""|""|"Tamashiro, J"|""|""|""|""|"Dimorphandra jorgei M.F.Silva"|"FABACEAE"|"Dimorphandra"|"jorgei"|""|"specie"|"M.F.Silva"|"Angiospermas"|""|"Plantae"|""|"MBM 247638"
"Collection"|"Creative Commons"|"urn:catalog:MBM:250418"|"MBM"|"2023-10-16"|"MBM"|"MBM"|"MBM250418"|"54"|"Bufo, LVB"|"1997"|"1997"|""|""|""|""|"Brazil"|"São Paulo"|"Porto Feliz"|"Floresta Ciliar do Ribeirão."|""|""|""|""|""|""|"Rodrigues, RR"|""|""|""|""|"Machaerium hirtum (Vell.) Stellfeld"|"FABACEAE"|"Machaerium"|"hirtum"|""|"specie"|"(Vell.) Stellfeld"|"Angiospermas"|""|"Plantae"|""|"MBM 250418"
"Collection"|"Creative Commons"|"urn:catalog:MBM:254251"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM254251"|"30"|"Viégas, GP"|"1943-4-13"|"1943"|"4"|"13"|""|""|"Brazil"|"São Paulo"|"Campinas"|"Fazenda Santa Elisa."|""|""|""|""|""|""|"Handro, O"|""|""|""|""|"Crotalaria velutina Benth."|"FABACEAE"|"Crotalaria"|"velutina"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 254251"
