"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifcname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:RB:784126"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00784126"|"686"|"V. Ariati"|"2012-10-29"|"2012"|"10"|"29"|"Árvore 6m, frutos marrom, borda da mata"|""|"Brasil"|"São Paulo"|"Valparaíso"|"Fazenda Jacarezinho, arredores da Usina da Mata."|""|""|""|""|""|""|"V. Ariati"|"10/2012"|""|""|""|"Hymenaea courbaril L."|"LEGUMINOSAE"|"Hymenaea"|"courbaril"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 576348"
"Collection"|"Creative Commons"|"urn:catalog:RB:784355"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00784355"|"41"|"P.L.R. de Moraes"|"1990-4-4"|"1990"|"4"|"4"|"Árvore de 8m de altura, beira de estrada"|""|"Brasil"|"São Paulo"|"São Miguel Arcanjo"|"Parque Estadual Carlos Botelho."|""|""|""|""|""|""|"F. Bonadeu"|"25/11/2013"|""|""|""|"Abarema langsdorffii (Benth.) Barneby & J.W.Grimes"|"LEGUMINOSAE"|"Abarema"|"langsdorffii"|""|"specie"|"(Benth.) Barneby & J.W.Grimes"|"Angiospermas"|""|"Plantae"|""|"RB 576524"
"Collection"|"Creative Commons"|"urn:catalog:RB:784518"|"RB"|"2021-03-17"|"RB"|"RB"|"RB00784518"|"705"|"C. Kozera"|"1999-1-5"|"1999"|"1"|"5"|"Árvore de 8 m."|""|"Brasil"|"São Paulo"|"Pariquera-Açu"|"Parque Estadual do Pariquera- Abaixo. Floresta ombrofila densa. Trilha da Campina, no trecho do Dique do Rio Pariquera- Açú."|""|""|""|""|"-22.7166667"|"-40.6166667"|""|""|""|""|""|"Andira fraxinifolia Benth."|"LEGUMINOSAE"|"Andira"|"fraxinifolia"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RB 576609"
"Collection"|"Creative Commons"|"urn:catalog:RB:784557"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00784557"|"271"|"R. Goldemberg"|"1993-1-3"|"1993"|"1"|"3"|""|""|"Brasil"|"São Paulo"|"Piracicaba"|"Parque ESALQ/USP."|""|""|""|""|""|""|"N.M. Ivanauskas"|"3/1/1993"|""|""|""|"Anadenanthera peregrina (L.) Speg."|"LEGUMINOSAE"|"Anadenanthera"|"peregrina"|""|"specie"|"(L.) Speg."|"Angiospermas"|""|"Plantae"|""|"RB 576638"
"Collection"|"Creative Commons"|"urn:catalog:RB:784563"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00784563"|""|"E.P. Medici"|"1990-10-30"|"1990"|"10"|"30"|"Árvore, flores brancas, frutos do tipo vagem"|""|"Brasil"|"São Paulo"|"Tupi"|"Horto Florestal."|""|""|""|""|""|""|"I.Y. Tamashiro"|"2/1998"|""|""|""|"Anadenanthera peregrina (L.) Speg."|"LEGUMINOSAE"|"Anadenanthera"|"peregrina"|""|"specie"|"(L.) Speg."|"Angiospermas"|""|"Plantae"|""|"RB 576643"
"Collection"|"Creative Commons"|"urn:catalog:RB:787527"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00787527"|"22"|"A.H. Hayashi"|"2001-12-24"|"2001"|"12"|"24"|"Arbórea, ca. 5m de altura, flores brancas"|""|"Brasil"|"São Paulo"|"Piracicaba"|"Parque da Escola Superior de Agricultura ""Luiz de Queiroz""."|""|""|""|""|""|""|"V.C. Souza"|"5/2002"|""|""|""|"Bauhinia forficata Link"|"LEGUMINOSAE"|"Bauhinia"|"forficata"|""|"specie"|"Link"|"Angiospermas"|""|"Plantae"|""|"RB 578013"
"Collection"|"Creative Commons"|"urn:catalog:RB:787599"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00787599"|"01"|"A.B.F. Schierz"|"1995-11-7"|"1995"|"11"|"7"|"Porte arbóreo, flores roxas, árvore ornamental"|""|"Brasil"|"São Paulo"|"Piracicaba"|""|""|""|""|""|""|""|"V.C. Souza"|"28/9/1997"|""|""|""|"Bauhinia variegata L."|"LEGUMINOSAE"|"Bauhinia"|"variegata"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 578051"
"Collection"|"Creative Commons"|"urn:catalog:RB:787621"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00787621"|"706"|"G.O. Romão"|"2001-4-18"|"2001"|"4"|"18"|"Árvore, ca. 6m alt"|""|"Brasil"|"São Paulo"|"Itanhaém"|"Loteamento Maramba II, 6km de Itanhaém em direção a Peruíbe."|"5/10"|""|""|""|"-24.2308334"|"-46.9222223"|"V.C. Souza"|"18/2/2012"|""|""|""|"Albizia pedicellaris (DC.) L.Rico"|"LEGUMINOSAE"|"Albizia"|"pedicellaris"|""|"specie"|"(DC.) L.Rico"|"Angiospermas"|""|"Plantae"|""|"RB 578068"
"Collection"|"Creative Commons"|"urn:catalog:RB:801774"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00801774"|"1382"|"M. Gopro et. al"|"2007-5-26"|"2007"|"5"|"26"|"Arvoreta ca 3m frutos imaturos pêndulos "|""|"Brasil"|"São Paulo"|"Icém"|"Beira do Rio Grande."|""|""|""|""|""|""|""|""|""|""|""|"Bauhinia"|"LEGUMINOSAE"|"Bauhinia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 583114"
"Collection"|"Creative Commons"|"urn:catalog:RB:802875"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00802875"|"1390"|"M. Groppo et. al"|"2007-5-26"|"2007"|"5"|"26"|"Árvore ca 8 m . Frutos pêndulos, com tubulo seminifero distal"|""|"Brasil"|"São Paulo"|"Colina"|"Média do Municipio."|""|""|""|""|"-20.7000000"|"-48.5333333"|"M. Groppo"|"2011"|""|""|""|"Platypodium elegans Vogel"|"LEGUMINOSAE"|"Platypodium"|"elegans"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"RB 583275"
"Collection"|"Creative Commons"|"urn:catalog:RB:806216"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00806216"|"822"|"G. O. Romão"|"2002-3-21"|"2002"|"3"|"21"|"Erva ca 30 cm alt.; frutos imaturos verdes"|""|"Brasil"|"São Paulo"|"Itirapina"|"Estrada Broa São Carlos, ca 11 km da estrada para cidade. prox. ao pedágio municipal."|""|""|""|""|"-22.1666667"|"-47.8833333"|"J. P. Souza"|"6/2002"|""|""|""|"Chamaecrista flexuosa (L.) Greene"|"LEGUMINOSAE"|"Chamaecrista"|"flexuosa"|""|"specie"|"(L.) Greene"|"Angiospermas"|""|"Plantae"|""|"RB 583683"
"Collection"|"Creative Commons"|"urn:catalog:RB:810771"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00810771"|"309"|"R.A.G. Viani et. al.;"|"2002-6-27"|"2002"|"6"|"27"|"Árvore 6m."|""|"Brasil"|"São Paulo"|"Icém"|"Fazenda Mangue; ."|""|""|""|""|""|""|"R.A.G. Viani"|""|""|""|""|"Bowdichia virgilioides Kunth"|"LEGUMINOSAE"|"Bowdichia"|"virgilioides"|""|"specie"|"Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 585436"
"Collection"|"Creative Commons"|"urn:catalog:RB:811000"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00811000"|"10584"|"V.C. Souza"|"1996-1-26"|"1996"|"1"|"26"|"Árvore, ca. 6m alt.; pétalas alvas"|""|"Brasil"|"São Paulo"|"Itapeva"|"Rodovia Itararé-Itapeva. Fazenda Águas Claras."|"700"|""|""|""|"-23.9594444"|"-48.7863889"|""|""|""|""|""|"Bauhinia"|"LEGUMINOSAE"|"Bauhinia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 585554"
"Collection"|"Creative Commons"|"urn:catalog:RB:811045"|"RB"|"2019-11-19"|"RB"|"RB"|"RB00811045"|"74"|"C. van den Berg"|"1994-7-14"|"1994"|"7"|"14"|"Arbórea de porte baixo, frutos marrom-avermelhados"|""|"Brasil"|"São Paulo"|"Piracicaba"|"Sítio Boa Vista, Estrada Piracicaba-Anhembi, km 54, descendo 5km pela estrada secundária."|""|""|""|""|""|""|"J. Kuntz"|"11/11/2019"|""|""|""|"Schnella microstachya Raddi"|"LEGUMINOSAE"|"Schnella"|"microstachya"|""|"specie"|"Raddi"|"Angiospermas"|""|"Plantae"|""|"RB 585576"
"Collection"|"Creative Commons"|"urn:catalog:RB:811074"|"RB"|"2017-10-17"|"RB"|"RB"|"RB00811074"|"1823"|"F.T. Farah"|"2000"|"2000"|""|""|""|""|"Brasil"|"São Paulo"|"Orlândia"|"Faz. Vale do Rosário."|""|""|""|""|""|""|"V.C. Souza"|"17/2/2012"|""|""|""|"Anadenanthera colubrina var. cebil (Griseb.) Altschul"|"LEGUMINOSAE"|"Anadenanthera"|"colubrina"|"cebil"|"var."|"(Vell.) Brenan"|"Angiospermas"|""|"Plantae"|""|"RB 585589"
"Collection"|"Creative Commons"|"urn:catalog:RB:820676"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00820676"|"698"|"G.D. Colletta"|"2012-7-19"|"2012"|"7"|"19"|"Árvore 8m"|""|"Brasil"|"São Paulo"|"Piracicaba"|"Esalq, Mata da Pedreira."|""|""|""|""|""|""|"G.D. Colletta et F.M. Alves"|"19/7/2012"|""|""|""|"Copaifera langsdorffii Desf."|"LEGUMINOSAE"|"Copaifera"|"langsdorffii"|""|"specie"|"Desf."|"Angiospermas"|""|"Plantae"|""|"RB 587449"
"Collection"|"Creative Commons"|"urn:catalog:RB:820717"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00820717"|"25"|"E.L.M. Catharino"|"1984-3-29"|"1984"|"3"|"29"|"Flores creme-esbranquiçadas, filetes verdes, ovário avermelhado, apresneta aroma agradável, não apresenta folhas, frutos coletado em junho/84"|""|"Brasil"|"São Paulo"|"Piracicaba"|"Parque ESALQ/USP."|""|""|""|""|""|""|"E.P. Seleme"|"27/11/2013"|""|""|""|"Amburana cearensis (Allemão) A.C.Sm."|"LEGUMINOSAE"|"Amburana"|"cearensis"|""|"specie"|"(Allemão) A.C.Sm."|"Angiospermas"|""|"Plantae"|""|"RB 587490"
"Collection"|"Creative Commons"|"urn:catalog:RB:820731"|"RB"|"2017-10-11"|"RB"|"RB"|"RB00820731"|"32-77"|"J.R. Pirani"|"1977-11"|"1977"|"11"|""|"Arbusto com mais de 2m alt. Flores amarelas ou avermelhadas. Com frutos"|""|"Brasil"|"São Paulo"|"Glicério"|""|""|""|""|""|""|""|"J.R. Pirani"|"2012"|""|""|""|"Cajanus cajan (L.) Huth"|"LEGUMINOSAE"|"Cajanus"|"cajan"|""|"specie"|"(L.) Huth"|"Angiospermas"|""|"Plantae"|""|"RB 587504"
"Collection"|"Creative Commons"|"urn:catalog:RB:820906"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00820906"|""|"T.B. Moreira"|"2002-9-28"|"2002"|"9"|"28"|"Flores poliestêmones brancas na base e rosadas nas pontas"|""|"Brasil"|"São Paulo"|"Capela do Alto"|""|""|""|""|""|""|""|"T.B. Moreira"|""|""|""|""|"Calliandra foliosa Benth."|"LEGUMINOSAE"|"Calliandra"|"foliosa"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RB 587637"
"Collection"|"Creative Commons"|"urn:catalog:RB:820914"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00820914"|""|"G. da Silva"|"1989-11-4"|"1989"|"11"|"4"|"Porte arbustivo, flores amarelas"|""|"Brasil"|"São Paulo"|"Vinhedo"|""|""|""|""|""|""|""|"V.C. Souza"|"8/2003"|""|""|""|"Caesalpinia pulcherrima (L.) Sw."|"LEGUMINOSAE"|"Caesalpinia"|"pulcherrima"|""|"specie"|"(L.) Sw."|"Angiospermas"|""|"Plantae"|""|"RB 587645"
"Collection"|"Creative Commons"|"urn:catalog:RB:821352"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00821352"|"724"|"G.D. Colletta"|"2012-7-20"|"2012"|"7"|"20"|"Árvore, 6m"|""|"Brasil"|"São Paulo"|"Piracicaba"|"Esalq, Mata do Pomar."|""|""|""|""|""|""|"G.D. Colletta et F.M. Alves"|"20/7/2012"|""|""|""|"Bauhinia forficata Link"|"LEGUMINOSAE"|"Bauhinia"|"forficata"|""|"specie"|"Link"|"Angiospermas"|""|"Plantae"|""|"RB 587968"
"Collection"|"Creative Commons"|"urn:catalog:RB:821389"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00821389"|"755"|"T.M. Moura"|"2009-10-1"|"2009"|"10"|"1"|"Trepadeira, cálice verde, corola lilás"|""|"Brasil"|"São Paulo"|"Ilha Comprida"|""|""|""|""|""|"-24.0000000"|"-47.0000000"|""|""|""|""|""|"Centrosema"|"LEGUMINOSAE"|"Centrosema"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 587986"
"Collection"|"Creative Commons"|"urn:catalog:RB:821393"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00821393"|"228"|"E. Kämpf"|"1990-3-30"|"1990"|"3"|"30"|"Árvore de 6m de altura, com  fruto tipo sâmara epinescente na região da semente"|""|"Brasil"|"São Paulo"|"Piracicaba"|"Parque da ESALQ/USP."|""|""|""|""|""|""|"E. Kämpf"|"2/5/1990"|""|""|""|"Centrolobium tomentosum Guillem. ex Benth."|"LEGUMINOSAE"|"Centrolobium"|"tomentosum"|""|"specie"|"Guillem. ex Benth."|"Angiospermas"|""|"Plantae"|""|"RB 587988"
"Collection"|"Creative Commons"|"urn:catalog:RB:821400"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00821400"|"2"|"D. Pagnard Jr"|"1994-11-18"|"1994"|"11"|"18"|"Leguminosa anual, herbácea, rasteira, não trepadora, de 60-120cm de altura, folhas imparipenadas, trifolioladas, as flores de cor roxa, violácea, ou branca, se apresentam em racemos largos e nodosos. Vagem linear comprida de 30-35cm de comprimento ou mais, coriácea, bivalva com estrias longitudinais, com 12-18 sementes grandes de cor branca ou rosada"|""|"Brasil"|"São Paulo"|"Piracicaba"|"Parque Esalq-USP, em frente ao Departamento de Sementes."|""|""|""|""|""|""|"D.P. Jr"|""|""|""|""|"Canavalia ensiformis (L.) DC."|"LEGUMINOSAE"|"Canavalia"|"ensiformis"|""|"specie"|"(L.) DC."|"Angiospermas"|""|"Plantae"|""|"RB 587993"
"Collection"|"Creative Commons"|"urn:catalog:RB:822091"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00822091"|"637"|"C.A. de M. Scaramuzza"|"1991-2-8"|"1991"|"2"|"8"|"Subarbusto escandente, muito ramificado"|""|"Brasil"|"São Paulo"|"Itararé"|""|""|""|""|""|""|""|"V.C. Souza net M. Scaramuzza"|""|""|""|""|"Chamaecrista ramosa (Vogel) H.S.Irwin & Barneby"|"LEGUMINOSAE"|"Chamaecrista"|"ramosa"|""|"specie"|"(Vogel) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"RB 588137"
"Collection"|"Creative Commons"|"urn:catalog:RB:822098"|"RB"|"2021-04-21"|"RB"|"RB"|"RB00822098"|""|"O. Campos"|"2010-9-10"|"2010"|"9"|"10"|"Trepadeira, corola branca"|""|"Brasil"|"São Paulo"|"Anhembi"|""|""|""|""|""|""|""|""|"2021"|""|""|""|"Dioclea"|"LEGUMINOSAE"|"Dioclea"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 588140"
"Collection"|"Creative Commons"|"urn:catalog:RB:822281"|"RB"|"2018-03-26"|"RB"|"RB"|"RB00822281"|"3000"|"G. Eiten"|"1961-6-18"|"1961"|"6"|"18"|""|""|"Brasil"|"São Paulo"|"Fernando Prestes"|"9km south of Fernando Prestes (3.1km SE along the S. José do Rio Preto - Araraquara highway from Shrub 3m)."|""|""|""|""|""|""|"M.P. Morim"|"12/2013"|""|""|""|"Senegalia martiusiana (Steud.) Seigler & Ebinger"|"LEGUMINOSAE"|"Senegalia"|"martiusiana"|""|"specie"|"(Steud.) Seigler & Ebinger"|"Angiospermas"|""|"Plantae"|""|"RB 588212"
"Collection"|"Creative Commons"|"urn:catalog:RB:822294"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00822294"|""|"E.T. Camargo"|"1990-10-10"|"1990"|"10"|"10"|""|""|"Brasil"|"São Paulo"|"Campinas"|""|""|""|""|""|""|""|"R.R. Rodrigues"|""|""|""|""|"Anadenanthera peregrina (L.) Speg."|"LEGUMINOSAE"|"Anadenanthera"|"peregrina"|""|"specie"|"(L.) Speg."|"Angiospermas"|""|"Plantae"|""|"RB 588219"
"Collection"|"Creative Commons"|"urn:catalog:RB:822300"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00822300"|"747"|"T.M. Moura"|"2009-10-1"|"2009"|"10"|"1"|"Subarbusto, 0,50m, corola amarela"|""|"Brasil"|"São Paulo"|"Ilha Comprida"|""|"6"|""|""|""|"-24.0000000"|"-47.0000000"|"R. Queiroz"|""|""|""|""|"Chamaecrista desvauxii (Collad.) Killip"|"LEGUMINOSAE"|"Chamaecrista"|"desvauxii"|""|"specie"|"(Collad.) Killip"|"Angiospermas"|""|"Plantae"|""|"RB 588222"
"Collection"|"Creative Commons"|"urn:catalog:RB:822318"|"RB"|"2017-10-17"|"RB"|"RB"|"RB00822318"|"1628"|"F.T. Farah"|"2000"|"2000"|""|""|""|""|"Brasil"|"São Paulo"|"Orlândia"|"Faz. Vale do Rosário."|""|""|""|""|""|""|""|""|""|""|""|"Anadenanthera peregrina (L.) Speg."|"LEGUMINOSAE"|"Anadenanthera"|"peregrina"|""|"specie"|"(L.) Speg."|"Angiospermas"|""|"Plantae"|""|"RB 588231"
"Collection"|"Creative Commons"|"urn:catalog:RB:823524"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00823524"|"1"|"H. Pondorfi"|"1995-10-20"|"1995"|"10"|"20"|"Arbustiva, pequeno porte, brancas ou violáceas, não apresenta odor, mucuna, utilizada como adubo berde"|""|"Brasil"|"São Paulo"|"Piracicaba"|""|""|""|""|""|""|""|"T.M. Moura"|"6/11/2009"|""|"cf."|""|"Canavalia ensiformis (L.) DC."|"LEGUMINOSAE"|"Canavalia"|"ensiformis"|""|"specie"|"(L.) DC."|"Angiospermas"|""|"Plantae"|""|"RB 588675"
"Collection"|"Creative Commons"|"urn:catalog:RB:825434"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00825434"|"26"|"D.R. Lammel"|"2006-7-15"|"2006"|"7"|"15"|"Arbusto de 2m, reprodutivo"|""|"Brasil"|"São Paulo"|"Campos do Jordão"|"Parque Estadual de Campos do Jordão."|"1500"|""|""|""|"-22.6913889"|"-45.4644444"|"J.Y. Tamashiro"|""|""|""|""|"Mimosa furfuracea Benth."|"LEGUMINOSAE"|"Mimosa"|"furfuracea"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RB 589687"
"Collection"|"Creative Commons"|"urn:catalog:RB:825471"|"RB"|"2020-09-06"|"RB"|"RB"|"RB00825471"|"1043"|"K.D. Barreto"|""|""|""|""|"Árvore, 6m alt.; botões verdes"|""|"Brasil"|"São Paulo"|"Campos do Jordão"|"Parque Ferradura."|""|""|""|""|""|""|"A.P. Savassi-Coutinho"|"25/9/2010"|""|""|""|"Mimosa scabrella Benth."|"LEGUMINOSAE"|"Mimosa"|"scabrella"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RB 589724"
"Collection"|"Creative Commons"|"urn:catalog:RB:825825"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00825825"|"244"|"J. Chaddad Jr"|"2003-8-22"|"2003"|"8"|"22"|"Trepadeira herbacea, 3 m de altura, flores roxas."|""|"Brasil"|"São Paulo"|"Piracicaba"|"parque da ESALQ. Campo do Dep. de Solos, delfronte a Biblioteca."|""|""|""|""|""|""|"Chaddad Jr, J"|"23/8/2003"|""|""|""|"Vicia villosa Roth"|"LEGUMINOSAE"|"Vicia"|"villosa"|""|"specie"|"Roth"|"Angiospermas"|""|"Plantae"|""|"RB 589972"
"Collection"|"Creative Commons"|"urn:catalog:RB:826033"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00826033"|"3"|"Victor Augusto Ozaki"|"1995-11-2"|"1995"|"11"|"2"|"Árvore de médio e grande porte, com espinhos. Fruto do tipo legume."|""|"Brasil"|"São Paulo"|"Piracicaba"|"ESALQ."|""|""|""|""|""|""|""|""|""|""|""|"Tamarindus indica L."|"LEGUMINOSAE"|"Tamarindus"|"indica"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 590061"
"Collection"|"Creative Commons"|"urn:catalog:RB:828241"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00828241"|"490"|"E.L.M. Catharino et. al.;"|"1985-10-19"|"1985"|"10"|"19"|"Árvore de 7m alt.; flores lilás perfumadas, visitadas por abelhas,"|""|"Brasil"|"São Paulo"|"Iguape"|"Peropava, Fazenda Boa Vista."|""|""|""|""|"-24.5666667"|"-47.6166667"|""|""|""|""|""|"Andira fraxinifolia Benth."|"LEGUMINOSAE"|"Andira"|"fraxinifolia"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RB 590805"
"Collection"|"Creative Commons"|"urn:catalog:RB:828251"|"RB"|"2017-11-17"|"RB"|"RB"|"RB00828251"|"3454"|"K.D. Barreto et. al.;"|"1995-1-4"|"1995"|"1"|"4"|"Arbusto, 1,5m alt.; flores amarelas"|""|"Brasil"|"São Paulo"|"Itirapina"|"Fazenda Santa Decima. Rodovia Washington Luiz lado direito, sentido São Carlos."|""|""|""|""|""|""|"V.C. Souza "|"27/12/1997"|""|""|""|"Crotalaria micans Link"|"LEGUMINOSAE"|"Crotalaria"|"micans"|""|"specie"|"Link"|"Angiospermas"|""|"Plantae"|""|"RB 590807"
"Collection"|"Creative Commons"|"urn:catalog:RB:828398"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00828398"|"46"|"M.B. dos Santos et. al.;"|"2005-3-24"|"2005"|"3"|"24"|"Liana volúvel, corola amarela com pétalas carenais que se aproximam do marrom; botões esverdeados"|""|"Brasil"|"São Paulo"|"Barra do Turvo"|"Parque Estadual de Jacupiranga, Núcleo cedro. Trilha do Ariete; ."|"700m"|""|""|""|"-24.9500000"|"-48.4000000"|"C.SNAK"|"4/2016"|""|""|""|"Cochliasanthus caracalla (L.) Trew"|"LEGUMINOSAE"|"Cochliasanthus"|"caracalla"|""|"specie"|"(L.) Trew"|"Angiospermas"|""|"Plantae"|""|"RB 590859"
"Collection"|"Creative Commons"|"urn:catalog:RB:828768"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00828768"|"1834"|"K.D. Barreto; G.D. Fernandes"|"1994-1-20"|"1994"|"1"|"20"|"Arbusto de 1,5m alt.; flores amarelas. Beira de estrada"|""|"Brasil"|"São Paulo"|"Itapira"|"Fazenda jacutinga (Fazenda Mata)."|""|""|""|""|""|""|"V.C. Souza"|"27/12/1997"|""|""|""|"Crotalaria micans Link"|"LEGUMINOSAE"|"Crotalaria"|"micans"|""|"specie"|"Link"|"Angiospermas"|""|"Plantae"|""|"RB 591013"
"Collection"|"Creative Commons"|"urn:catalog:RB:828821"|"RB"|"2016-01-21"|"RB"|"RB"|"RB00828821"|"115"|"C.C.L. Macedo"|"2009-1-7"|"2009"|"1"|"7"|""|""|"Brasil"|"São Paulo"|"Mairiporã"|"Reserva Paiva Castro ."|""|""|""|""|"-23.3394444"|"-46.6672223"|"LUCAS S.B.JORDÃO"|"21/7/2015"|""|""|""|"Mimosa sensitiva L. var. sensitiva"|"LEGUMINOSAE"|"Mimosa"|"sensitiva"|"sensitiva"|"var."|"L."|"Angiospermas"|""|"Plantae"|""|"RB 591032"
"Collection"|"Creative Commons"|"urn:catalog:RB:829185"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00829185"|"02"|"G.F. Zinsly"|"1998-11-12"|"1998"|"11"|"12"|"Planta arbórea, alterna, com pecíolo alado, não paresenta resina e odor; com inflorescência de coloração verde"|""|"Brasil"|"São Paulo"|"Piracicaba"|"Mata da pedreira - ESALQ."|""|""|""|""|""|""|""|""|""|""|""|"Inga marginata Willd."|"LEGUMINOSAE"|"Inga"|"marginata"|""|"specie"|"Willd."|"Angiospermas"|""|"Plantae"|""|"RB 591232"
"Collection"|"Creative Commons"|"urn:catalog:RB:829863"|"RB"|"2020-09-06"|"RB"|"RB"|"RB00829863"|"8"|"S.M. Salis"|""|""|""|""|"Flores brancas, 6 metros, frutos aveludados"|""|"Brasil"|"São Paulo"|"Brotas"|"Rio Jacaré - Pepira."|""|""|""|""|""|""|"F.C.P. Garcia"|"8/1999"|""|""|""|"Inga vera ssp. affinis (DC.) T.D.Penn."|"LEGUMINOSAE"|"Inga"|"vera"|"affinis"|"ssp."|"Willd."|"Angiospermas"|""|"Plantae"|""|"RB 591369"
"Collection"|"Creative Commons"|"urn:catalog:RB:829877"|"RB"|"2025-06-12"|"RB"|"RB"|"RB00829877"|"1145"|"K.D. Barreto"|"1993-9-3"|"1993"|"9"|"3"|"Árvore 7m alt.; áreas abertas; floração, frutificação, sadia, tronco levemente rugoso, sem látex, flor creme, fruto marrom"|""|"Brasil"|"São Paulo"|"Piracicaba"|"Parque da ESALQ."|""|""|""|""|"-22.5166667"|"-47.5000000"|"J.C.R. Mendes"|"28/5/2025"|""|""|""|"Marlimorimia contorta (DC.) L.P.Queiroz & P.G.Ribeiro"|"LEGUMINOSAE"|"Marlimorimia"|"contorta"|""|"specie"|"(DC.) L.P.Queiroz & P.G.Ribeiro"|"Angiospermas"|""|"Plantae"|""|"RB 591378"
"Collection"|"Creative Commons"|"urn:catalog:RB:829940"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00829940"|"1828"|"K.D. Barreto"|"1994-1-20"|"1994"|"1"|"20"|"Árvore, 7m alt.; frutos imaturos verdes. Beira de estrada"|""|"Brasil"|"São Paulo"|"Itapira"|"Fazenda Jacutinga (Fazenda da Mata)."|""|""|""|""|""|""|"A.C. Dias"|"10/5/2002"|""|""|""|"Inga striata Benth."|"LEGUMINOSAE"|"Inga"|"striata"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RB 591419"
"Collection"|"Creative Commons"|"urn:catalog:RB:829943"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00829943"|""|"L.P. Ramos"|"2004-12-8"|"2004"|"12"|"8"|"Árvore 3m; fruto amarelo"|""|"Brasil"|"São Paulo"|"Mairinque"|"Residencial Porta do Sol."|""|""|""|""|""|""|"L.P. Ramos"|""|""|""|""|"Inga sessilis (Vell.) Mart."|"LEGUMINOSAE"|"Inga"|"sessilis"|""|"specie"|"(Vell.) Mart."|"Angiospermas"|""|"Plantae"|""|"RB 591422"
